,Numero_expedient,Nom_districte,Nom_barri,Codi_carrer,Dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Type_day,Date
0,2019S000001    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,144601,Dm,2019,1,Gener,1,1,Nit,0,0,1,1,1,Weekend/Holiday,1/1/2019
1,2019S000002    ,Sant Andreu,el Congrés i els Indians,102907,Dm,2019,1,Gener,1,4,Nit,0,1,0,1,2,Weekend/Holiday,1/1/2019
2,2019S000003    ,Sant Martí,el Parc i la Llacuna del Poblenou,242906,Dm,2019,1,Gener,1,5,Nit,0,1,0,1,1,Weekend/Holiday,1/1/2019
3,2019S000004    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,228803,Dm,2019,1,Gener,1,8,Matí,0,1,0,1,2,Weekend/Holiday,1/1/2019
4,2019S000005    ,Eixample,la Dreta de l'Eixample,89004,Dm,2019,1,Gener,1,12,Matí,0,2,0,2,1,Weekend/Holiday,1/1/2019
5,2019S000006    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,90502,Dm,2019,1,Gener,1,7,Matí,0,1,0,1,2,Weekend/Holiday,1/1/2019
6,2019S000007    ,Eixample,la Dreta de l'Eixample,18505,Dm,2019,1,Gener,1,13,Matí,0,1,0,1,6,Weekend/Holiday,1/1/2019
7,2019S000008    ,Eixample,la Dreta de l'Eixample,222002,Dm,2019,1,Gener,1,13,Matí,0,1,0,1,2,Weekend/Holiday,1/1/2019
8,2019S000009    ,Sant Martí,la Vila Olímpica del Poblenou,700661,Dm,2019,1,Gener,1,10,Matí,0,0,0,0,1,Weekend/Holiday,1/1/2019
9,2019S000010    ,Eixample,el Fort Pienc,9209,Dm,2019,1,Gener,1,18,Tarda,0,1,0,1,2,Weekend/Holiday,1/1/2019
10,2019S000011    ,Horta-Guinardó,la Font d'en Fargues,194406,Dm,2019,1,Gener,1,19,Tarda,0,1,0,1,2,Weekend/Holiday,1/1/2019
11,2019S000012    ,Eixample,l'Antiga Esquerra de l'Eixample,89004,Dm,2019,1,Gener,1,13,Matí,0,1,0,1,2,Weekend/Holiday,1/1/2019
12,2019S000013    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,30409,Dm,2019,1,Gener,1,21,Tarda,0,1,0,1,2,Weekend/Holiday,1/1/2019
13,2019S000014    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,223606,Dc,2019,1,Gener,2,0,Nit,0,1,0,1,2,Weekday,2/1/2019
14,2019S000015    ,Horta-Guinardó,Horta,97807,Dc,2019,1,Gener,2,3,Nit,0,0,0,0,3,Weekday,2/1/2019
15,2019S000016    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,143904,Dc,2019,1,Gener,2,7,Matí,0,1,0,1,3,Weekday,2/1/2019
16,2019S000017    ,Les Corts,la Maternitat i Sant Ramon,144601,Dc,2019,1,Gener,2,8,Matí,0,1,0,1,2,Weekday,2/1/2019
17,2019S000018    ,Les Corts,Pedralbes,144601,Dc,2019,1,Gener,2,9,Matí,0,3,0,3,2,Weekday,2/1/2019
18,2019S000019    ,Nou Barris,Porta,119003,Dc,2019,1,Gener,2,9,Matí,0,1,0,1,3,Weekday,2/1/2019
19,2019S000020    ,Sants-Montjuïc,la Bordeta,169409,Dc,2019,1,Gener,2,10,Matí,0,1,0,1,2,Weekday,2/1/2019
20,2019S000021    ,Sant Martí,la Verneda i la Pau,318906,Dc,2019,1,Gener,2,10,Matí,0,2,0,2,2,Weekday,2/1/2019
21,2019S000022    ,Nou Barris,Porta,256401,Dc,2019,1,Gener,2,10,Matí,0,1,0,1,1,Weekday,2/1/2019
22,2019S000023    ,Sants-Montjuïc,la Bordeta,244901,Dc,2019,1,Gener,2,8,Matí,0,1,0,1,2,Weekday,2/1/2019
23,2019S000024    ,Horta-Guinardó,el Baix Guinardó,332306,Dc,2019,1,Gener,2,10,Matí,0,2,0,2,2,Weekday,2/1/2019
24,2019S000025    ,Les Corts,les Corts,231502,Dc,2019,1,Gener,2,12,Matí,0,1,0,1,2,Weekday,2/1/2019
25,2019S000026    ,Sarrià-Sant Gervasi,Sarrià,320908,Dc,2019,1,Gener,2,13,Matí,0,1,0,1,2,Weekday,2/1/2019
26,2019S000027    ,Les Corts,la Maternitat i Sant Ramon,144601,Dc,2019,1,Gener,2,14,Tarda,0,1,0,1,1,Weekday,2/1/2019
27,2019S000028    ,Horta-Guinardó,el Baix Guinardó,76807,Dc,2019,1,Gener,2,14,Tarda,0,1,0,1,2,Weekday,2/1/2019
28,2019S000029    ,Sant Martí,Sant Martí de Provençals,30409,Dc,2019,1,Gener,2,15,Tarda,0,1,0,1,2,Weekday,2/1/2019
29,2019S000030    ,Sant Martí,el Clot,350308,Dc,2019,1,Gener,2,13,Matí,0,1,0,1,2,Weekday,2/1/2019
30,2019S000031    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,223606,Dc,2019,1,Gener,2,13,Matí,0,1,0,1,2,Weekday,2/1/2019
31,2019S000032    ,Sant Martí,el Poblenou,270901,Dc,2019,1,Gener,2,15,Tarda,0,1,0,1,2,Weekday,2/1/2019
32,2019S000033    ,Sant Andreu,Sant Andreu,103706,Dc,2019,1,Gener,2,16,Tarda,0,1,0,1,2,Weekday,2/1/2019
33,2019S000034    ,Horta-Guinardó,el Baix Guinardó,238400,Dc,2019,1,Gener,2,15,Tarda,0,1,0,1,2,Weekday,2/1/2019
34,2019S000035    ,Gràcia,la Vila de Gràcia,344101,Dc,2019,1,Gener,2,16,Tarda,0,1,0,1,1,Weekday,2/1/2019
35,2019S000036    ,Sarrià-Sant Gervasi,les Tres Torres,143904,Dc,2019,1,Gener,2,14,Tarda,0,1,0,1,2,Weekday,2/1/2019
36,2019S000037    ,Sant Martí,el Parc i la Llacuna del Poblenou,50803,Dc,2019,1,Gener,2,17,Tarda,0,1,0,1,2,Weekday,2/1/2019
37,2019S000038    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,700654,Dc,2019,1,Gener,2,17,Tarda,0,1,0,1,2,Weekday,2/1/2019
38,2019S000039    ,Eixample,l'Antiga Esquerra de l'Eixample,100800,Dc,2019,1,Gener,2,19,Tarda,0,1,0,1,2,Weekday,2/1/2019
39,2019S000040    ,Sant Andreu,Navas,209900,Dc,2019,1,Gener,2,17,Tarda,0,1,0,1,2,Weekday,2/1/2019
40,2019S000041    ,Les Corts,les Corts,231502,Dc,2019,1,Gener,2,20,Tarda,0,1,0,1,1,Weekday,2/1/2019
41,2019S000042    ,Eixample,Sant Antoni,198804,Dc,2019,1,Gener,2,19,Tarda,0,1,0,1,1,Weekday,2/1/2019
42,2019S000043    ,Nou Barris,la Prosperitat,351901,Dc,2019,1,Gener,2,20,Tarda,0,1,0,1,2,Weekday,2/1/2019
43,2019S000044    ,Eixample,la Dreta de l'Eixample,191204,Dc,2019,1,Gener,2,21,Tarda,0,2,0,2,2,Weekday,2/1/2019
44,2019S000045    ,Eixample,la Dreta de l'Eixample,268003,Dc,2019,1,Gener,2,21,Tarda,0,1,0,1,2,Weekday,2/1/2019
45,2019S000046    ,Ciutat Vella,el Raval,34308,Dc,2019,1,Gener,2,21,Tarda,0,1,0,1,2,Weekday,2/1/2019
46,2019S000047    ,Eixample,la Dreta de l'Eixample,169409,Dc,2019,1,Gener,2,19,Tarda,0,1,0,1,2,Weekday,2/1/2019
47,2019S000048    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,144601,Dc,2019,1,Gener,2,22,Nit,0,1,0,1,2,Weekday,2/1/2019
48,2019S000049    ,Nou Barris,Vilapicina i la Torre Llobeta,119003,Dc,2019,1,Gener,2,22,Nit,0,0,0,0,2,Weekday,2/1/2019
49,2019S000050    ,Horta-Guinardó,el Carmel,185700,Dj,2019,1,Gener,3,1,Nit,0,1,0,1,2,Weekday,3/1/2019
50,2019S000051    ,Ciutat Vella,el Barri Gòtic,122904,Dj,2019,1,Gener,3,8,Matí,0,0,0,0,1,Weekday,3/1/2019
51,2019S000052    ,Gràcia,la Salut,83609,Dj,2019,1,Gener,3,8,Matí,0,1,0,1,1,Weekday,3/1/2019
52,2019S000053    ,Eixample,la Dreta de l'Eixample,169409,Dj,2019,1,Gener,3,9,Matí,0,1,0,1,2,Weekday,3/1/2019
53,2019S000054    ,Sant Martí,el Poblenou,700667,Dj,2019,1,Gener,3,11,Matí,0,2,0,2,3,Weekday,3/1/2019
54,2019S000055    ,Sant Andreu,el Bon Pastor,151957,Dj,2019,1,Gener,3,11,Matí,0,1,0,1,2,Weekday,3/1/2019
55,2019S000056    ,Eixample,la Sagrada Família,289105,Dj,2019,1,Gener,3,10,Matí,0,1,0,1,2,Weekday,3/1/2019
56,2019S000057    ,Eixample,la Dreta de l'Eixample,74506,Dj,2019,1,Gener,3,12,Matí,0,1,0,1,2,Weekday,3/1/2019
57,2019S000058    ,Eixample,la Dreta de l'Eixample,89004,Dj,2019,1,Gener,3,12,Matí,0,1,0,1,1,Weekday,3/1/2019
58,2019S000059    ,Ciutat Vella,el Barri Gòtic,34308,Dj,2019,1,Gener,3,11,Matí,0,0,0,0,1,Weekday,3/1/2019
59,2019S000060    ,Sant Andreu,el Congrés i els Indians,194406,Dj,2019,1,Gener,3,12,Matí,0,1,0,1,1,Weekday,3/1/2019
60,2019S000061    ,Eixample,la Dreta de l'Eixample,100800,Dj,2019,1,Gener,3,13,Matí,0,1,0,1,1,Weekday,3/1/2019
61,2019S000062    ,Sants-Montjuïc,Sants,88001,Dj,2019,1,Gener,3,12,Matí,0,1,0,1,1,Weekday,3/1/2019
62,2019S000063    ,Eixample,la Dreta de l'Eixample,247659,Dj,2019,1,Gener,3,13,Matí,0,1,0,1,2,Weekday,3/1/2019
63,2019S000064    ,Eixample,la Nova Esquerra de l'Eixample,100800,Dj,2019,1,Gener,3,14,Tarda,0,1,0,1,2,Weekday,3/1/2019
64,2019S000065    ,Sant Martí,el Poblenou,270901,Dj,2019,1,Gener,3,14,Tarda,0,1,0,1,1,Weekday,3/1/2019
65,2019S000066    ,Sant Martí,el Poblenou,701265,Dj,2019,1,Gener,3,14,Tarda,0,1,0,1,2,Weekday,3/1/2019
66,2019S000067    ,Sant Andreu,el Bon Pastor,63850,Dj,2019,1,Gener,3,13,Matí,0,1,0,1,2,Weekday,3/1/2019
67,2019S000068    ,Eixample,la Nova Esquerra de l'Eixample,114000,Dj,2019,1,Gener,3,15,Tarda,0,1,0,1,2,Weekday,3/1/2019
68,2019S000069    ,Sant Martí,el Clot,191204,Dj,2019,1,Gener,3,15,Tarda,0,1,0,1,2,Weekday,3/1/2019
69,2019S000070    ,Eixample,la Dreta de l'Eixample,232902,Dj,2019,1,Gener,3,15,Tarda,0,1,0,1,2,Weekday,3/1/2019
70,2019S000071    ,Gràcia,la Salut,344000,Dj,2019,1,Gener,3,13,Matí,0,0,0,0,1,Weekday,3/1/2019
71,2019S000072    ,Nou Barris,la Trinitat Nova,4409,Dj,2019,1,Gener,3,19,Tarda,0,1,0,1,2,Weekday,3/1/2019
72,2019S000073    ,Eixample,la Dreta de l'Eixample,530875,Dj,2019,1,Gener,3,19,Tarda,0,0,1,1,1,Weekday,3/1/2019
73,2019S000074    ,Eixample,la Sagrada Família,289105,Dj,2019,1,Gener,3,15,Tarda,0,1,0,1,2,Weekday,3/1/2019
74,2019S000075    ,Eixample,l'Antiga Esquerra de l'Eixample,363809,Dj,2019,1,Gener,3,23,Nit,0,1,0,1,2,Weekday,3/1/2019
75,2019S000076    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,143904,Dv,2019,1,Gener,4,7,Matí,0,1,0,1,2,Weekday,4/1/2019
76,2019S000077    ,Eixample,Sant Antoni,361406,Dv,2019,1,Gener,4,8,Matí,0,1,0,1,1,Weekday,4/1/2019
77,2019S000078    ,Horta-Guinardó,Horta,701267,Dv,2019,1,Gener,4,8,Matí,0,1,0,1,2,Weekday,4/1/2019
78,2019S000079    ,Sant Andreu,Navas,194406,Dv,2019,1,Gener,4,9,Matí,0,1,0,1,1,Weekday,4/1/2019
79,2019S000080    ,Nou Barris,Porta,190100,Dv,2019,1,Gener,4,11,Matí,0,2,0,2,2,Weekday,4/1/2019
80,2019S000081    ,Eixample,el Fort Pienc,169409,Dv,2019,1,Gener,4,12,Matí,0,1,0,1,2,Weekday,4/1/2019
81,2019S000082    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,28000,Dv,2019,1,Gener,4,13,Matí,0,1,0,1,2,Weekday,4/1/2019
82,2019S000083    ,Eixample,la Dreta de l'Eixample,100800,Dv,2019,1,Gener,4,13,Matí,0,1,0,1,2,Weekday,4/1/2019
83,2019S000084    ,Nou Barris,les Roquetes,120807,Dv,2019,1,Gener,4,13,Matí,0,1,0,1,2,Weekday,4/1/2019
84,2019S000085    ,Horta-Guinardó,la Vall d'Hebron,701268,Dv,2019,1,Gener,4,14,Tarda,0,1,0,1,3,Weekday,4/1/2019
85,2019S000086    ,Gràcia,la Salut,203904,Dv,2019,1,Gener,4,15,Tarda,0,1,0,1,2,Weekday,4/1/2019
86,2019S000087    ,Eixample,l'Antiga Esquerra de l'Eixample,349706,Dv,2019,1,Gener,4,16,Tarda,0,1,0,1,2,Weekday,4/1/2019
87,2019S000088    ,Eixample,la Sagrada Família,68900,Dv,2019,1,Gener,4,15,Tarda,0,2,0,2,2,Weekday,4/1/2019
88,2019S000089    ,Les Corts,Pedralbes,359200,Dv,2019,1,Gener,4,18,Tarda,0,1,0,1,2,Weekday,4/1/2019
89,2019S000090    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,334006,Dv,2019,1,Gener,4,20,Tarda,0,1,0,1,1,Weekday,4/1/2019
90,2019S000091    ,Les Corts,les Corts,101904,Dv,2019,1,Gener,4,19,Tarda,0,1,0,1,2,Weekday,4/1/2019
91,2019S000092    ,Gràcia,Vallcarca i els Penitents,701267,Dv,2019,1,Gener,4,19,Tarda,0,1,0,1,2,Weekday,4/1/2019
92,2019S000093    ,Eixample,la Sagrada Família,73900,Dv,2019,1,Gener,4,17,Tarda,0,0,1,1,1,Weekday,4/1/2019
93,2019S000094    ,Eixample,la Sagrada Família,350308,Dv,2019,1,Gener,4,19,Tarda,0,2,0,2,2,Weekday,4/1/2019
94,2019S000095    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,144306,Dv,2019,1,Gener,4,22,Nit,0,1,0,1,2,Weekday,4/1/2019
95,2019S000096    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,175900,Ds,2019,1,Gener,5,2,Nit,0,1,0,1,2,Weekend/Holiday,5/1/2019
96,2019S000097    ,Nou Barris,Vilapicina i la Torre Llobeta,45701,Ds,2019,1,Gener,5,0,Nit,0,0,0,0,3,Weekend/Holiday,5/1/2019
97,2019S000098    ,Sants-Montjuïc,la Marina de Port,137300,Ds,2019,1,Gener,5,5,Nit,0,1,0,1,2,Weekend/Holiday,5/1/2019
98,2019S000099    ,Horta-Guinardó,Horta,119003,Ds,2019,1,Gener,5,7,Matí,0,1,0,1,1,Weekend/Holiday,5/1/2019
99,2019S000100    ,Horta-Guinardó,el Baix Guinardó,152905,Dj,2019,1,Gener,3,13,Matí,0,1,0,1,2,Weekday,3/1/2019
100,2019S000101    ,Sant Martí,el Camp de l'Arpa del Clot,134801,Ds,2019,1,Gener,5,10,Matí,0,1,0,1,2,Weekend/Holiday,5/1/2019
101,2019S000102    ,Sants-Montjuïc,la Bordeta,169409,Ds,2019,1,Gener,5,11,Matí,0,1,0,1,2,Weekend/Holiday,5/1/2019
102,2019S000103    ,Les Corts,la Maternitat i Sant Ramon,66508,Ds,2019,1,Gener,5,15,Tarda,0,0,0,0,2,Weekend/Holiday,5/1/2019
103,2019S000104    ,Sants-Montjuïc,el Poble-sec,198804,Ds,2019,1,Gener,5,18,Tarda,0,1,0,1,2,Weekend/Holiday,5/1/2019
104,2019S000105    ,Eixample,el Fort Pienc,169409,Ds,2019,1,Gener,5,17,Tarda,0,1,0,1,2,Weekend/Holiday,5/1/2019
105,2019S000106    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,32700,Ds,2019,1,Gener,5,18,Tarda,0,2,0,2,2,Weekend/Holiday,5/1/2019
106,2019S000107    ,Sant Martí,el Parc i la Llacuna del Poblenou,186703,Ds,2019,1,Gener,5,21,Tarda,0,1,0,1,2,Weekend/Holiday,5/1/2019
107,2019S000108    ,Sant Martí,el Poblenou,42306,Ds,2019,1,Gener,5,17,Tarda,0,1,0,1,1,Weekend/Holiday,5/1/2019
108,2019S000109    ,Eixample,l'Antiga Esquerra de l'Eixample,169409,Ds,2019,1,Gener,5,23,Nit,0,1,0,1,2,Weekend/Holiday,5/1/2019
109,2019S000110    ,Sant Andreu,el Bon Pastor,81002,Ds,2019,1,Gener,5,21,Tarda,0,1,0,1,1,Weekend/Holiday,5/1/2019
110,2019S000111    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,321605,Ds,2019,1,Gener,5,23,Nit,0,1,0,1,1,Weekend/Holiday,5/1/2019
111,2019S000112    ,Sant Martí,el Camp de l'Arpa del Clot,105304,Ds,2019,1,Gener,5,23,Nit,0,2,0,2,2,Weekend/Holiday,5/1/2019
112,2019S000113    ,Ciutat Vella,la Barceloneta,701266,Dg,2019,1,Gener,6,3,Nit,0,2,0,2,1,Weekend/Holiday,6/1/2019
113,2019S000114    ,Sants-Montjuïc,la Marina de Port,273502,Dg,2019,1,Gener,6,5,Nit,0,1,0,1,2,Weekend/Holiday,6/1/2019
114,2019S000115    ,Eixample,la Nova Esquerra de l'Eixample,361406,Dg,2019,1,Gener,6,6,Matí,0,0,0,0,4,Weekend/Holiday,6/1/2019
115,2019S000116    ,Sarrià-Sant Gervasi,Sarrià,173701,Dg,2019,1,Gener,6,11,Matí,0,1,0,1,2,Weekend/Holiday,6/1/2019
116,2019S000117    ,Les Corts,les Corts,701433,Dg,2019,1,Gener,6,10,Matí,0,1,0,1,1,Weekend/Holiday,6/1/2019
117,2019S000118    ,Sant Andreu,el Bon Pastor,110508,Dv,2019,1,Gener,4,18,Tarda,0,1,0,1,1,Weekday,4/1/2019
118,2019S000119    ,Sants-Montjuïc,el Poble-sec,284101,Dg,2019,1,Gener,6,12,Matí,0,2,0,2,2,Weekend/Holiday,6/1/2019
119,2019S000120    ,Sant Andreu,el Bon Pastor,18902,Dg,2019,1,Gener,6,13,Matí,0,1,0,1,2,Weekend/Holiday,6/1/2019
120,2019S000121    ,Les Corts,la Maternitat i Sant Ramon,144601,Dg,2019,1,Gener,6,13,Matí,0,1,0,1,2,Weekend/Holiday,6/1/2019
121,2019S000122    ,Sant Andreu,Sant Andreu,339101,Dg,2019,1,Gener,6,12,Matí,0,2,0,2,3,Weekend/Holiday,6/1/2019
122,2019S000123    ,Ciutat Vella,la Barceloneta,700813,Dg,2019,1,Gener,6,13,Matí,0,1,0,1,2,Weekend/Holiday,6/1/2019
123,2019S000124    ,Nou Barris,Canyelles,120807,Dg,2019,1,Gener,6,14,Tarda,0,2,0,2,3,Weekend/Holiday,6/1/2019
124,2019S000125    ,Eixample,el Fort Pienc,197302,Dg,2019,1,Gener,6,14,Tarda,0,1,0,1,2,Weekend/Holiday,6/1/2019
125,2019S000126    ,Horta-Guinardó,el Guinardó,365702,Dg,2019,1,Gener,6,14,Tarda,0,1,0,1,1,Weekend/Holiday,6/1/2019
126,2019S000127    ,Eixample,la Dreta de l'Eixample,100800,Ds,2019,1,Gener,5,20,Tarda,0,1,0,1,2,Weekend/Holiday,5/1/2019
127,2019S000128    ,Sarrià-Sant Gervasi,les Tres Torres,237600,Dg,2019,1,Gener,6,13,Matí,0,1,0,1,1,Weekend/Holiday,6/1/2019
128,2019S000129    ,Eixample,la Dreta de l'Eixample,191204,Dg,2019,1,Gener,6,17,Tarda,0,2,0,2,2,Weekend/Holiday,6/1/2019
129,2019S000130    ,Sant Andreu,la Trinitat Vella,251805,Dg,2019,1,Gener,6,17,Tarda,0,1,0,1,2,Weekend/Holiday,6/1/2019
130,2019S000131    ,Sant Martí,el Poblenou,14209,Dg,2019,1,Gener,6,14,Tarda,0,1,0,1,2,Weekend/Holiday,6/1/2019
131,2019S000132    ,Eixample,la Nova Esquerra de l'Eixample,110803,Dl,2019,1,Gener,7,10,Matí,0,1,0,1,2,Weekday,7/1/2019
132,2019S000133    ,Eixample,la Dreta de l'Eixample,148307,Dl,2019,1,Gener,7,10,Matí,0,0,1,1,1,Weekday,7/1/2019
133,2019S000134    ,Gràcia,Vallcarca i els Penitents,352507,Dl,2019,1,Gener,7,12,Matí,0,2,0,2,1,Weekday,7/1/2019
134,2019S000135    ,Sants-Montjuïc,la Marina del Prat Vermell,369408,Dl,2019,1,Gener,7,13,Matí,0,1,0,1,2,Weekday,7/1/2019
135,2019S000136    ,Gràcia,la Vila de Gràcia,356803,Dl,2019,1,Gener,7,12,Matí,0,1,0,1,2,Weekday,7/1/2019
136,2019S000137    ,Horta-Guinardó,la Font d'en Fargues,248800,Dl,2019,1,Gener,7,13,Matí,0,1,0,1,2,Weekday,7/1/2019
137,2019S000138    ,Sant Andreu,la Sagrera,86108,Dl,2019,1,Gener,7,13,Matí,0,1,0,1,2,Weekday,7/1/2019
138,2019S000139    ,Eixample,la Dreta de l'Eixample,286504,Dl,2019,1,Gener,7,14,Tarda,0,2,0,2,2,Weekday,7/1/2019
139,2019S000140    ,Sants-Montjuïc,Sants - Badal,312400,Dl,2019,1,Gener,7,15,Tarda,0,1,0,1,2,Weekday,7/1/2019
140,2019S000141    ,Sant Martí,el Parc i la Llacuna del Poblenou,205150,Dl,2019,1,Gener,7,13,Matí,0,0,0,0,1,Weekday,7/1/2019
141,2019S000142    ,Eixample,el Fort Pienc,305100,Dl,2019,1,Gener,7,16,Tarda,0,2,0,2,1,Weekday,7/1/2019
142,2019S000143    ,Eixample,la Nova Esquerra de l'Eixample,169409,Dl,2019,1,Gener,7,17,Tarda,0,1,0,1,2,Weekday,7/1/2019
143,2019S000144    ,Gràcia,la Vila de Gràcia,206403,Dl,2019,1,Gener,7,14,Tarda,0,1,0,1,2,Weekday,7/1/2019
144,2019S000145    ,Eixample,la Dreta de l'Eixample,350308,Dl,2019,1,Gener,7,18,Tarda,0,1,0,1,2,Weekday,7/1/2019
145,2019S000146    ,Ciutat Vella,el Raval,700025,Dl,2019,1,Gener,7,17,Tarda,0,1,0,1,1,Weekday,7/1/2019
146,2019S000147    ,Eixample,Sant Antoni,198804,Dl,2019,1,Gener,7,17,Tarda,0,1,0,1,1,Weekday,7/1/2019
147,2019S000148    ,Les Corts,les Corts,40300,Dl,2019,1,Gener,7,18,Tarda,0,3,0,3,2,Weekday,7/1/2019
148,2019S000149    ,Eixample,la Sagrada Família,350308,Dl,2019,1,Gener,7,19,Tarda,0,1,0,1,2,Weekday,7/1/2019
149,2019S000150    ,Eixample,la Dreta de l'Eixample,305100,Dl,2019,1,Gener,7,20,Tarda,0,1,0,1,2,Weekday,7/1/2019
150,2019S000151    ,Sant Andreu,el Bon Pastor,701177,Dl,2019,1,Gener,7,19,Tarda,0,1,0,1,2,Weekday,7/1/2019
151,2019S000152    ,Eixample,la Dreta de l'Eixample,247659,Dl,2019,1,Gener,7,20,Tarda,0,2,0,2,2,Weekday,7/1/2019
152,2019S000153    ,Eixample,l'Antiga Esquerra de l'Eixample,23403,Dl,2019,1,Gener,7,20,Tarda,0,1,0,1,2,Weekday,7/1/2019
153,2019S000154    ,Sants-Montjuïc,la Font de la Guatlla,169409,Dl,2019,1,Gener,7,22,Nit,0,3,0,3,3,Weekday,7/1/2019
154,2019S000155    ,Sants-Montjuïc,la Marina de Port,212406,Dm,2019,1,Gener,8,3,Nit,0,0,0,0,1,Weekday,8/1/2019
155,2019S000156    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,701266,Dm,2019,1,Gener,8,7,Matí,0,1,0,1,2,Weekday,8/1/2019
156,2019S000157    ,Sarrià-Sant Gervasi,el Putxet i el Farró,302000,Dm,2019,1,Gener,8,7,Matí,0,1,0,1,5,Weekday,8/1/2019
157,2019S000158    ,Eixample,la Dreta de l'Eixample,232902,Dm,2019,1,Gener,8,9,Matí,0,1,0,1,1,Weekday,8/1/2019
158,2019S000159    ,Sant Martí,el Clot,209900,Dm,2019,1,Gener,8,8,Matí,0,1,0,1,1,Weekday,8/1/2019
159,2019S000160    ,Ciutat Vella,la Barceloneta,10900,Dm,2019,1,Gener,8,8,Matí,0,1,0,1,2,Weekday,8/1/2019
160,2019S000161    ,Sants-Montjuïc,la Marina del Prat Vermell,701486,Dm,2019,1,Gener,8,11,Matí,0,1,0,1,1,Weekday,8/1/2019
161,2019S000162    ,Gràcia,Vallcarca i els Penitents,158107,Dm,2019,1,Gener,8,10,Matí,0,1,0,1,2,Weekday,8/1/2019
162,2019S000163    ,Sants-Montjuïc,Sants,98005,Dm,2019,1,Gener,8,12,Matí,0,1,0,1,1,Weekday,8/1/2019
163,2019S000164    ,Les Corts,la Maternitat i Sant Ramon,144601,Dm,2019,1,Gener,8,13,Matí,0,1,0,1,3,Weekday,8/1/2019
164,2019S000165    ,Eixample,la Dreta de l'Eixample,32700,Dm,2019,1,Gener,8,14,Tarda,0,1,0,1,2,Weekday,8/1/2019
165,2019S000166    ,Eixample,la Dreta de l'Eixample,74506,Dm,2019,1,Gener,8,16,Tarda,0,1,0,1,2,Weekday,8/1/2019
166,2019S000167    ,Horta-Guinardó,la Vall d'Hebron,700812,Dm,2019,1,Gener,8,16,Tarda,0,0,0,0,1,Weekday,8/1/2019
167,2019S000168    ,Les Corts,la Maternitat i Sant Ramon,144601,Dm,2019,1,Gener,8,15,Tarda,0,1,0,1,2,Weekday,8/1/2019
168,2019S000169    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,139805,Dm,2019,1,Gener,8,17,Tarda,0,1,0,1,2,Weekday,8/1/2019
169,2019S000170    ,Eixample,Sant Antoni,127704,Dm,2019,1,Gener,8,19,Tarda,0,1,0,1,2,Weekday,8/1/2019
170,2019S000171    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,144601,Dm,2019,1,Gener,8,18,Tarda,0,0,2,2,2,Weekday,8/1/2019
171,2019S000172    ,Sants-Montjuïc,Sants,227800,Dm,2019,1,Gener,8,20,Tarda,0,2,0,2,1,Weekday,8/1/2019
172,2019S000173    ,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",107853,Dm,2019,1,Gener,8,21,Tarda,0,1,0,1,1,Weekday,8/1/2019
173,2019S000174    ,Ciutat Vella,la Barceloneta,224904,Dc,2019,1,Gener,9,0,Nit,0,0,0,0,1,Weekday,9/1/2019
174,2019S000175    ,Sants-Montjuïc,Hostafrancs,114000,Dm,2019,1,Gener,8,23,Nit,0,1,0,1,2,Weekday,8/1/2019
175,2019S000176    ,Eixample,l'Antiga Esquerra de l'Eixample,89004,Dm,2019,1,Gener,8,4,Nit,0,1,0,1,2,Weekday,8/1/2019
176,2019S000177    ,Ciutat Vella,el Raval,352100,Dm,2019,1,Gener,8,12,Matí,0,0,0,0,1,Weekday,8/1/2019
177,2019S000178    ,Sant Martí,Sant Martí de Provençals,322608,Dc,2019,1,Gener,9,9,Matí,0,1,0,1,2,Weekday,9/1/2019
178,2019S000179    ,Horta-Guinardó,el Baix Guinardó,238400,Dc,2019,1,Gener,9,9,Matí,0,1,0,1,2,Weekday,9/1/2019
179,2019S000180    ,Eixample,la Nova Esquerra de l'Eixample,350308,Dc,2019,1,Gener,9,9,Matí,0,1,0,1,2,Weekday,9/1/2019
