Date;Weekend/Holiday
1/1/2019;Weekend/Holiday
19/4/2019;Weekend/Holiday
22/4/2019;Weekend/Holiday
1/5/2019;Weekend/Holiday
10/6/2019;Weekend/Holiday
24/6/2019;Weekend/Holiday
15/8/2019;Weekend/Holiday
11/9/2019;Weekend/Holiday
24/9/2019;Weekend/Holiday
12/10/2019;Weekend/Holiday
1/11/2019;Weekend/Holiday
6/12/2019;Weekend/Holiday
25/12/2019;Weekend/Holiday
26/12/2019;Weekend/Holiday
