,Numero_expedient,Dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet
14072,2019S002067    ,Ds,2019,3,Març,16,12,Matí,Turisme,COOPER,MINI,Blanc,B,24
14073,2019S002067    ,Ds,2019,3,Març,16,12,Matí,Turisme,CORSA,OPEL,Gris,B,16
14074,2019S002067    ,Ds,2019,3,Març,16,12,Matí,Turisme,PRIUS,TOYOTA,Negre/Groc,B,22
14075,2019S002067    ,Ds,2019,3,Març,16,12,Matí,Turisme,TOURAN,VOLKSWAGEN,Marró,B,19
14076,2019S001632    ,Dv,2019,3,Març,1,10,Matí,Ciclomotor,PEOPLE 50,KYMCO,Gris,B,5
14077,2019S001632    ,Dv,2019,3,Març,1,10,Matí,Turisme,X4,BMW,Negre,B,15
14078,2019S003618    ,Dv,2019,5,Maig,10,15,Tarda,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
14079,2019S003618    ,Dv,2019,5,Maig,10,15,Tarda,Turisme,LOGAN SEDAN,DACIA,Gris,B,19
14080,2019S003490    ,Dl,2019,5,Maig,6,14,Tarda,Turisme,AURIS,TOYOTA,Blau,B,32
14081,2019S005596    ,Dl,2019,7,Juliol,15,15,Tarda,Furgoneta,VIVARO,OPEL,Gris,B,11
14082,2019S005596    ,Dl,2019,7,Juliol,15,15,Tarda,Turisme,FOCUS,FORD,Gris,B,26
14083,2019S000189    ,Dc,2019,1,Gener,9,14,Tarda,Motocicleta,YBR 125,YAMAHA,Desconegut,A2,1
14084,2019S000189    ,Dc,2019,1,Gener,9,14,Tarda,Turisme,C3,CITROEN,Negre,B,12
14085,2019S008486    ,Dg,2019,11,Novembre,3,18,Tarda,Turisme,CLIO,RENAULT,Negre,B,11
14086,2019S008486    ,Dg,2019,11,Novembre,3,18,Tarda,Turisme,KIA RIO,KIA,Gris,B,19
14087,2019S002228    ,Dv,2019,3,Març,22,7,Matí,Turisme,SCENIC,RENAULT,Gris,B,15
14088,2019S004854    ,Dj,2019,6,Juny,20,17,Tarda,Tot terreny,X3 XDRIVE30D,BMW,Marró,B,34
14089,2019S004854    ,Dj,2019,6,Juny,20,17,Tarda,Turisme,CLIO,RENAULT,Gris,B,Desconegut
14090,2019S004854    ,Dj,2019,6,Juny,20,17,Tarda,Turisme,GOLF,VOLKSWAGEN,Gris,B,19
14091,2019S000375    ,Dm,2019,1,Gener,15,21,Tarda,Motocicleta,GLR1251WH,HONDA,Desconegut,B,4
14092,2019S000375    ,Dm,2019,1,Gener,15,21,Tarda,Turisme,DS 4,CITROEN,Blanc,B,25
14093,2019S002969    ,Dm,2019,4,Abril,16,7,Matí,Motocicleta,GSR 600,SUZUKI,Altres,A,28
14094,2019S002969    ,Dm,2019,4,Abril,16,7,Matí,Motocicleta,SUPER DINK,KYMCO,Negre,B,40
14095,2019S002969    ,Dm,2019,4,Abril,16,7,Matí,Turisme,PANDA,FIAT,Gris,B,22
14096,2019S002969    ,Dm,2019,4,Abril,16,7,Matí,Turisme,SEDICI,FIAT,Marró,B,3
14097,2019S002970    ,Dm,2019,4,Abril,16,7,Matí,Motocicleta,GSX-R 600,SUZUKI,Vermell,A,9
14098,2019S002970    ,Dm,2019,4,Abril,16,7,Matí,Turisme,FABIA,SKODA,Blanc,B,41
14099,2019S001247    ,Ds,2019,2,Febrer,16,13,Matí,Turisme,2008,PEUGEOT,Gris,B,17
14100,2019S001247    ,Ds,2019,2,Febrer,16,13,Matí,Turisme,LAGUNA,RENAULT,Gris,B,6
14101,2019S001411    ,Dv,2019,2,Febrer,22,8,Matí,Motocicleta,CB1000R,HONDA,Negre,A,23
14102,2019S001411    ,Dv,2019,2,Febrer,22,8,Matí,Turisme,C4 PICASSO,CITROEN,Gris,B,1
14103,2019S003197    ,Dv,2019,4,Abril,26,13,Matí,Furgoneta,TRANSIT CONNECT,FORD,Blanc,B,30
14104,2019S003197    ,Dv,2019,4,Abril,26,13,Matí,Turisme,106 L.BEACH 1.1,PEUGEOT,Blanc,B,9
14105,2019S003197    ,Dv,2019,4,Abril,26,13,Matí,Turisme,IBIZA 1.4 5V 3P,SEAT,Gris,B,4
14106,2019S004682    ,Dv,2019,6,Juny,14,17,Tarda,Motocicleta,SH125D,HONDA,Negre,B1,13
14107,2019S004682    ,Dv,2019,6,Juny,14,17,Tarda,Turisme,SPARK,CHEVROLET,Verd,B1,23
14108,2019S004682    ,Dv,2019,6,Juny,14,17,Tarda,Turisme,TOYOTA COROLLA VERSO,TOYOTA,Blau,B1,13
14109,2019S007275    ,Dv,2019,9,Setembre,20,20,Tarda,Turisme,C 180 KOMPRES,MERCEDES-BENZ,Negre,B,42
14110,2019S007275    ,Dv,2019,9,Setembre,20,20,Tarda,Turisme,MEGANE,RENAULT,Negre,B,10
14111,2019S004374    ,Dm,2019,6,Juny,4,18,Tarda,Motocicleta,CBF600N,HONDA,Negre,A,46
14112,2019S004374    ,Dm,2019,6,Juny,4,18,Tarda,Motocicleta,Z 750,KAWASAKI,Verd,A,1
14113,2019S004374    ,Dm,2019,6,Juny,4,18,Tarda,Motocicleta,Z800,KAWASAKI,Negre,A2,4
14114,2019S004374    ,Dm,2019,6,Juny,4,18,Tarda,Turisme,DOKKER,DACIA,Blanc,B,48
14115,2019S009132    ,Dm,2019,11,Novembre,26,9,Matí,Motocicleta,ZING,KYMCO,Desconegut,B,9
14116,2019S009132    ,Dm,2019,11,Novembre,26,9,Matí,Turisme,TOYOTA COROLLA,TOYOTA,Desconegut,B,8
14117,2019S002267    ,Dv,2019,3,Març,22,16,Tarda,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
14118,2019S002267    ,Dv,2019,3,Març,22,16,Tarda,Motocicleta,SYMPHONY,SYM,Gris,A,4
14119,2019S009487    ,Dl,2019,12,Desembre,9,15,Tarda,Motocicleta,GS500,SUZUKI,Desconegut,A,30
14120,2019S009487    ,Dl,2019,12,Desembre,9,15,Tarda,Turisme,YARIS,TOYOTA,Gris,B,36
14121,2019S001840    ,Dv,2019,3,Març,8,15,Tarda,Turisme,407 SW SPO,PEUGEOT,Negre,B,36
14122,2019S001840    ,Dv,2019,3,Març,8,15,Tarda,Turisme,IBIZA,SEAT,Blau,B,33
14123,2019S000605    ,Dc,2019,1,Gener,23,8,Matí,Motocicleta,CB 250 TWO FIFTY,HONDA,Negre,A,13
14124,2019S000605    ,Dc,2019,1,Gener,23,8,Matí,Motocicleta,Vision,HONDA,Blanc,Desconegut,Desconegut
14125,2019S004255    ,Dv,2019,5,Maig,31,17,Tarda,Motocicleta,MT-07 TRACER,YAMAHA,Vermell,A2,3
14126,2019S004255    ,Dv,2019,5,Maig,31,17,Tarda,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,13
14127,2019S004255    ,Dv,2019,5,Maig,31,17,Tarda,Turisme,NOTE,NISSAN,granate,B,37
14128,2019S008270    ,Dv,2019,10,Octubre,25,15,Tarda,Autobús,TOURING,NOGE,Gris,D,5
14129,2019S008270    ,Dv,2019,10,Octubre,25,15,Tarda,Turisme, ,A U D I,Gris,Desconegut,Desconegut
14130,2019S006958    ,Dg,2019,9,Setembre,8,13,Matí,Motocicleta,SH 125,HONDA,Desconegut,B,18
14131,2019S006958    ,Dg,2019,9,Setembre,8,13,Matí,Turisme,TOYOTA COROLLA VERSO,TOYOTA,Desconegut,B,24
14132,2019S000745    ,Dl,2019,1,Gener,28,16,Tarda,Turisme,ATOS PRIME,HYUNDAI,Vermell,B,13
14133,2019S001195    ,Dj,2019,2,Febrer,14,14,Tarda,Furgoneta,C15,CITROEN,Desconegut,B,21
14134,2019S001195    ,Dj,2019,2,Febrer,14,14,Tarda,Furgoneta,TRANSIT CU,FORD,Blanc,B,10
14135,2019S001195    ,Dj,2019,2,Febrer,14,14,Tarda,Motocicleta,SUPER DINK 125,KYMCO,Desconegut,B,35
14136,2019S001195    ,Dj,2019,2,Febrer,14,14,Tarda,Turisme,CLIO,RENAULT,Blanc,B,36
14137,2019S001195    ,Dj,2019,2,Febrer,14,14,Tarda,Turisme,MICRA,NISSAN,Negre,B,0
14138,2019S004990    ,Dc,2019,6,Juny,26,8,Matí,Motocicleta,UH 125,SUZUKI,Gris,B,11
14139,2019S004990    ,Dc,2019,6,Juny,26,8,Matí,Turisme,A4,AUDI,Gris,B,28
14140,2019S005020    ,Dc,2019,6,Juny,26,19,Tarda,Motocicleta,TANGO 125,RIEJU,Negre,B,14
14141,2019S005020    ,Dc,2019,6,Juny,26,19,Tarda,Turisme,ASTRA,OPEL,Gris,B,1
14142,2019S009383    ,Dc,2019,12,Desembre,4,20,Tarda,Turisme,HR-V,HONDA,Blanc,B,42
14143,2019S009383    ,Dc,2019,12,Desembre,4,20,Tarda,Turisme,PANDA,FIAT,Blanc,B,23
14144,2019S009383    ,Dc,2019,12,Desembre,4,20,Tarda,Turisme,Q5,AUDI,Vermell,B,41
14145,2019S000244    ,Dv,2019,1,Gener,11,8,Matí,Motocicleta,S 1000 RR,BMW,Negre,A,3
14146,2019S000244    ,Dv,2019,1,Gener,11,8,Matí,Turisme,C4,CITROEN,Gris,B,31
14147,2019S007732    ,Dl,2019,10,Octubre,7,13,Matí,Motocicleta,CB500FA,HONDA,Vermell,A,1
14148,2019S007732    ,Dl,2019,10,Octubre,7,13,Matí,Turisme,QASHQAI,NISSAN,Negre,B,14
14149,2019S009848    ,Ds,2019,12,Desembre,21,9,Matí,Turisme,C3 HDI70 LX,CITROEN,granate,B,59
14150,2019S009848    ,Ds,2019,12,Desembre,21,9,Matí,Turisme,TIGUAN,VOLKSWAGEN,Blanc,B,5
14151,2019S003391    ,Dv,2019,5,Maig,3,10,Matí,Furgoneta,Desconegut,PEUGEOT,Blanc,B,37
14152,2019S004882    ,Dv,2019,6,Juny,21,11,Matí,Motocicleta,FES 125,HONDA,Negre,B,Desconegut
14153,2019S004882    ,Dv,2019,6,Juny,21,11,Matí,Turisme,IBIZA,SEAT,Negre,B,17
14154,2019S008689    ,Ds,2019,11,Novembre,9,10,Matí,Motocicleta,FIDDLE 125 S,S.Y.M,Negre,B,10
14155,2019S009574    ,Dj,2019,12,Desembre,12,12,Matí,Turisme,IBIZA,SEAT,granate,B,10
14156,2019S009574    ,Dj,2019,12,Desembre,12,12,Matí,Turisme,TOYOTA C-HR,TOYOTA,Gris,Desconegut,Desconegut
14157,2019S007188    ,Dc,2019,9,Setembre,18,9,Matí,Motocicleta,AGILITY CITY 125,KYMCO,Negre,B,0
14158,2019S007188    ,Dc,2019,9,Setembre,18,9,Matí,Turisme,CORSA,OPEL,Gris,B,10
14159,2019S000606    ,Dc,2019,1,Gener,23,7,Matí,Motocicleta,WW125,HONDA,Blanc,B,7
14160,2019S000606    ,Dc,2019,1,Gener,23,7,Matí,Turisme,PUNTO,FIAT,Blau,B,13
14161,2019S000320    ,Dl,2019,1,Gener,14,13,Matí,Motocicleta,SH 125,HONDA,Negre,B,17
14162,2019S000320    ,Dl,2019,1,Gener,14,13,Matí,Turisme,SANDERO,DACIA,Blanc,B,10
14163,2019S002839    ,Dc,2019,4,Abril,10,15,Tarda,Bicicleta,Desconegut,MITSUBISHI,Blanc,Desconegut,Desconegut
14164,2019S002839    ,Dc,2019,4,Abril,10,15,Tarda,Furgoneta,TRANSIT COURIER,FORD,Blanc,B,12
14165,2019S003160    ,Dj,2019,4,Abril,25,8,Matí,Motocicleta,YP400R,YAMAHA,Gris,A2,22
14166,2019S003160    ,Dj,2019,4,Abril,25,8,Matí,Turisme,TOYOTA COROLLA VERSO,TOYOTA,Gris,B,32
14167,2019S000576    ,Dm,2019,1,Gener,22,11,Matí,Motocicleta,SES 125,HONDA,Marró,A,27
14168,2019S000576    ,Dm,2019,1,Gener,22,11,Matí,Turisme,3008,PEUGEOT,Blanc,B,16
14169,2019S005297    ,Dj,2019,7,Juliol,4,15,Tarda,Motocicleta,TWEET,PEUGEOT,Blanc,B,21
14170,2019S005297    ,Dj,2019,7,Juliol,4,15,Tarda,Turisme,CORSA,OPEL,Gris,B,24
14171,2019S003939    ,Dc,2019,5,Maig,22,7,Matí,Furgoneta,SCUDO,FIAT,Gris,B,40
14172,2019S003939    ,Dc,2019,5,Maig,22,7,Matí,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Blanc,B,31
14173,2019S009313    ,Dl,2019,12,Desembre,2,17,Tarda,Furgoneta,PARTNER FURGÓN CONFORT,PEUGEOT,Blanc,B,5
14174,2019S009313    ,Dl,2019,12,Desembre,2,17,Tarda,Motocicleta,AGILITY CITY 125,KYMCO,Blanc,B,13
14175,2019S007978    ,Dm,2019,10,Octubre,15,9,Matí,Motocicleta,NSS125AD,HONDA,Negre,B,13
14176,2019S007978    ,Dm,2019,10,Octubre,15,9,Matí,Turisme,"I20, I20 ACTIVE",HYUNDAI,Blanc,B,34
14177,2019S003848    ,Ds,2019,5,Maig,18,19,Tarda,Motocicleta,SH 150,HONDA,Desconegut,A,10
14178,2019S003848    ,Ds,2019,5,Maig,18,19,Tarda,Turisme,PRIMERA 5P 2.0,NISSAN,Gris,B,26
14179,2019S001220    ,Dv,2019,2,Febrer,15,12,Matí,Furgoneta,BOXER,PEUGEOT,Blau,B,21
14180,2019S001220    ,Dv,2019,2,Febrer,15,12,Matí,Motocicleta,FAZER,YAMAHA,Blau,A,28
14181,2019S001220    ,Dv,2019,2,Febrer,15,12,Matí,Motocicleta,SH 125,HONDA,Gris,B,16
14182,2019S001220    ,Dv,2019,2,Febrer,15,12,Matí,Turisme,106,PEUGEOT,Vermell,B,4
14183,2019S006627    ,Dl,2019,8,Agost,26,8,Matí,Furgoneta,BOXER,PEUGEOT,Blanc,B,10
14184,2019S006627    ,Dl,2019,8,Agost,26,8,Matí,Turisme,COOPER,MINI,Desconegut,B,20
14185,2019S007395    ,Dj,2019,9,Setembre,26,7,Matí,Motocicleta,GRAND DINK 125,KYMCO,Negre,B,12
14186,2019S007395    ,Dj,2019,9,Setembre,26,7,Matí,Motocicleta,VS 125,S.Y.M,Blanc,B,25
14187,2019S001711    ,Dl,2019,3,Març,4,15,Tarda,Autobús,LION S CIT,MAN,Desconegut,D,33
14188,2019S008119    ,Dg,2019,10,Octubre,20,22,Nit,Turisme,C2,CITROEN,Negre,Desconegut,Desconegut
14189,2019S008119    ,Dg,2019,10,Octubre,20,22,Nit,Turisme,C5,CITROEN,Gris,Desconegut,Desconegut
14190,2019S008119    ,Dg,2019,10,Octubre,20,22,Nit,Turisme,FOCUS,FORD,granate,Desconegut,Desconegut
14191,2019S008119    ,Dg,2019,10,Octubre,20,22,Nit,Turisme,PICANTO,KIA,Gris,B,38
14192,2019S007118    ,Dg,2019,9,Setembre,15,4,Nit,Motocicleta,SH 125,HONDA,Negre,B,15
14193,2019S009364    ,Dc,2019,12,Desembre,4,10,Matí,Motocicleta,GS500,SUZUKI,Blau,A,1
14194,2019S009364    ,Dc,2019,12,Desembre,4,10,Matí,Turisme,POLO,VOLKSWAGEN,Negre,B,48
14195,2019S003259    ,Dl,2019,4,Abril,29,9,Matí,Furgoneta,BERLINGO,CITROEN,Blanc,B,39
14196,2019S003259    ,Dl,2019,4,Abril,29,9,Matí,Motocicleta,MT 07,YAMAHA,Gris,A,9
14197,2019S003259    ,Dl,2019,4,Abril,29,9,Matí,Turisme,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
14198,2019S003342    ,Dc,2019,5,Maig,1,18,Tarda,Motocicleta,Z800,KAWASAKI,Negre,A,2
14199,2019S000994    ,Dj,2019,2,Febrer,7,12,Matí,"Camió rígid <= 3,5 tones",FM,VOLVO,Vermell,C,21
14200,2019S000778    ,Dm,2019,1,Gener,29,21,Tarda,Motocicleta,KTM 990 SU,KTM,Taronja,A,30
14201,2019S000778    ,Dm,2019,1,Gener,29,21,Tarda,Turisme,YARIS,TOYOTA,Blanc,B,25
14202,2019S004105    ,Dm,2019,5,Maig,28,2,,Motocicleta,EURO 125,SYM,Negre,B,15
14203,2019S000015    ,Dc,2019,1,Gener,2,3,Nit,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
14204,2019S000015    ,Dc,2019,1,Gener,2,3,Nit,Turisme,GRAND SCEN,RENAULT,Gris,Desconegut,Desconegut
14205,2019S000015    ,Dc,2019,1,Gener,2,3,Nit,Turisme,PREMACY,MAZDA,Blau,Desconegut,Desconegut
14206,2019S004603    ,Dv,2019,5,Maig,31,17,Tarda,Autobús,Desconegut,M A N,Verd,E D1,13
14207,2019S006887    ,Dj,2019,9,Setembre,5,17,Tarda,Autobús,HISPANO CARROCERA,ALEXANDER DENNIS,Vermell,D,11
14208,2019S008975    ,Dc,2019,11,Novembre,20,16,Tarda,Ciclomotor,ES2,ASKOLL,Blanc,B,1
14209,2019S001492    ,Dl,2019,2,Febrer,25,8,Matí,Furgoneta,NV200,NISSAN,Gris,B,23
14210,2019S001595    ,Dj,2019,2,Febrer,28,9,Matí,"Camió rígid <= 3,5 tones",MIDLUM,RENAULT,Blanc,C,8
14211,2019S002473    ,Dj,2019,3,Març,28,22,Nit,Motocicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
14212,2019S003237    ,Dg,2019,4,Abril,28,1,Nit,Motocicleta,XL 125 V,HONDA,Gris,A1,1
14213,2019S003237    ,Dg,2019,4,Abril,28,1,Nit,Turisme,ZAFIRA,OPEL,Gris,B,2
14214,2019S000481    ,Ds,2019,1,Gener,19,10,Matí,Motocicleta,WW125EX2,HONDA,Gris,B,3
14215,2019S006897    ,Dj,2019,9,Setembre,5,20,Tarda,Turisme,407,PEUGEOT,Negre,B,4
14216,2019S000099    ,Ds,2019,1,Gener,5,7,Matí,Turisme,307,PEUGEOT,Gris,B,10
14217,2019S009384    ,Dj,2019,12,Desembre,5,7,Matí,Turisme,CORDOBA 1.4,SEAT,Gris,B,3
14218,2019S003280    ,Dl,2019,4,Abril,29,16,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
14219,2019S002941    ,Dg,2019,4,Abril,14,21,Tarda,Turisme,LEON,SEAT,Blau,B,18
14220,2019S001614    ,Dj,2019,2,Febrer,28,19,Tarda,Furgoneta,NV200,NISSAN,Blanc,B,9
14221,2019S004711    ,Dg,2019,6,Juny,16,2,,Turisme,IBIZA,SEAT,Blau,B,9
14222,2019S006782    ,Dg,2019,9,Setembre,1,21,Tarda,Furgoneta,DOBLO,FIAT,Blanc,B,24
14223,2019S006782    ,Dg,2019,9,Setembre,1,21,Tarda,Turisme,DUSTER,DACIA,Blanc,B,1
14224,2019S009951    ,Dc,2019,12,Desembre,25,19,Tarda,Turisme,106,PEUGEOT,Negre,B,4
14225,2019S009951    ,Dc,2019,12,Desembre,25,19,Tarda,Turisme,C 220,MERCEDES,Negre,B,23
14226,2019S009951    ,Dc,2019,12,Desembre,25,19,Tarda,Turisme,IBIZA,SEAT,Negre,B,17
14227,2019S009285    ,Ds,2019,11,Novembre,30,17,Tarda,Motocicleta,CBR650RA,HONDA,Negre,A2,3
14228,2019S009285    ,Ds,2019,11,Novembre,30,17,Tarda,Turisme,CIVIC 5DR,HONDA,Negre,B,10
14229,2019S009666    ,Dg,2019,12,Desembre,15,21,Tarda,Motocicleta,XCITING 400i,KYMCO,Blanc,A2,1
14230,2019S009666    ,Dg,2019,12,Desembre,15,21,Tarda,Turisme,POLO,VOLKSWAGEN,Blanc,B,9
14231,2019S007378    ,Dc,2019,9,Setembre,25,14,Tarda,Motocicleta,SH125AD,HONDA,Negre,B,4
14232,2019S007378    ,Dc,2019,9,Setembre,25,14,Tarda,Motocicleta,X-MAX 300,YAMAHA,Gris,A2,20
14233,2019S002163    ,Dc,2019,3,Març,20,9,Matí,Turisme,C3,CITROEN,Gris,B,14
14234,2019S002163    ,Dc,2019,3,Març,20,9,Matí,Turisme,PASSAT,VOLKSWAGEN,Negre,B,45
14235,2019S002429    ,Dj,2019,3,Març,28,20,Tarda,Ciclomotor,SH 50,HONDA,Negre,Llicència,3
14236,2019S002429    ,Dj,2019,3,Març,28,20,Tarda,Turisme,CEE D,KIA,Blanc,B,47
14237,2019S003559    ,Dj,2019,5,Maig,9,11,Matí,Furgoneta,EXPERT,PEUGEOT,Blanc,B,12
14238,2019S006527    ,Dm,2019,8,Agost,20,15,Tarda,Turisme,IBIZA,SEAT,Desconegut,B,10
14239,2019S003412    ,Dv,2019,5,Maig,3,0,Nit,Turisme,PUNTO,FIAT,Blanc,B,1
14240,2019S007796    ,Dc,2019,10,Octubre,9,8,Matí,Motocicleta,SH 150,HONDA,Negre,A,3
14241,2019S007796    ,Dc,2019,10,Octubre,9,8,Matí,Turisme,A3,AUDI,Blanc,B,28
14242,2019S003450    ,Dg,2019,5,Maig,5,21,Tarda,Turisme,IBIZA,SEAT,Gris,B,18
14243,2019S003450    ,Dg,2019,5,Maig,5,21,Tarda,Turisme,LAGUNA,RENAULT,Gris,B,29
14244,2019S009206    ,Dj,2019,11,Novembre,28,12,Matí,Tractor camió,AD260S27Y/PS GNC,IVECO BUS,Blanc,C,17
14245,2019S009206    ,Dj,2019,11,Novembre,28,12,Matí,Turisme,C4,CITROEN,Negre,Desconegut,Desconegut
14246,2019S001198    ,Dj,2019,2,Febrer,14,11,Matí,Motocicleta,STREET ROD,HARLEY DAVIDSON,Negre,A,3
14247,2019S001198    ,Dj,2019,2,Febrer,14,11,Matí,Turisme,IBIZA,SEAT,Vermell,B,12
14248,2019S009064    ,Ds,2019,11,Novembre,23,4,Nit,Furgoneta,FIORINO,FIAT,Blanc,B,13
14249,2019S006168    ,Dv,2019,8,Agost,2,12,Matí,Furgoneta,KANGOO 1.5,RENAULT,granate,B,8
14250,2019S003945    ,Dc,2019,5,Maig,22,10,Matí,Furgoneta,JUMPY TALLA M BLUEHDI,CITROEN,Desconegut,B,3
14251,2019S003945    ,Dc,2019,5,Maig,22,10,Matí,Turisme,FIAT PANDA,FIAT,Desconegut,B,39
14252,2019S002355    ,Dm,2019,3,Març,26,19,Tarda,Motocicleta,YP125R,YAMAHA,Negre,B,45
14253,2019S002355    ,Dm,2019,3,Març,26,19,Tarda,Turisme,206,PEUGEOT,Gris,B,13
14254,2019S007906    ,Dv,2019,10,Octubre,11,22,Nit,Ciclomotor,ES2,ASKOLL,Vermell,B,12
14255,2019S007906    ,Dv,2019,10,Octubre,11,22,Nit,Motocicleta,NSC110MPD,HONDA,Negre,Desconegut,Desconegut
14256,2019S007906    ,Dv,2019,10,Octubre,11,22,Nit,Motocicleta,SES 125,HONDA,Vermell,Desconegut,Desconegut
14257,2019S003515    ,Dm,2019,5,Maig,7,18,Tarda,Motocicleta,SH125AD,HONDA,Gris,A1,20
14258,2019S003515    ,Dm,2019,5,Maig,7,18,Tarda,Turisme,807,PEUGEOT,Gris,B,23
14259,2019S005707    ,Dj,2019,7,Juliol,18,14,Tarda,Motocicleta,SYMPHONY 125 ST LC,S.Y.M,Gris,B,20
14260,2019S005707    ,Dj,2019,7,Juliol,18,14,Tarda,Turisme,208 3P ACTIVE H,PEUGEOT,Desconegut,B,2
14261,2019S006303    ,Dj,2019,8,Agost,8,11,Matí,Turisme,ASTRA,OPEL,Gris,B,4
14262,2019S006303    ,Dj,2019,8,Agost,8,11,Matí,Turisme,FIESTA,FORD,Gris,B,4
14263,2019S007766    ,Dm,2019,10,Octubre,8,12,Matí,Autobús,TOURING,NOGE,Blanc,D,12
14264,2019S007766    ,Dm,2019,10,Octubre,8,12,Matí,Turisme,MUSA,LANCIA,Blanc,B,33
14265,2019S006334    ,Dv,2019,8,Agost,9,17,Tarda,Motocicleta,CB TW0 FIFTY,HONDA,Negre,A2,5
14266,2019S006334    ,Dv,2019,8,Agost,9,17,Tarda,Turisme,Superb,SKODA,Negre,B,15
14267,2019S006660    ,Dm,2019,8,Agost,27,14,Tarda,Motocicleta,CBR125R,HONDA,Negre,B,8
14268,2019S009816    ,Dv,2019,12,Desembre,20,13,Matí,Turisme,C3 PURETECH 68 FEEL (S,CITROEN,Blau,B,34
14269,2019S003690    ,Dl,2019,5,Maig,13,21,Tarda,Motocicleta,SYMPHONY ST,S.Y.M,Negre,B,5
14270,2019S006445    ,Dj,2019,8,Agost,15,19,Tarda,Motocicleta,YP250R,YAMAHA,Groc,A2,1
14271,2019S006445    ,Dj,2019,8,Agost,15,19,Tarda,Turisme,NUBIRA,DAEWOO,Verd,Sense permís,Desconegut
14272,2019S003902    ,Dm,2019,5,Maig,21,7,Matí,Motocicleta,HD 125 EVO,S.Y.M,Negre,B,1
14273,2019S003902    ,Dm,2019,5,Maig,21,7,Matí,Turisme,FOCUS,FORD,Vermell,B,15
14274,2019S000632    ,Dc,2019,1,Gener,23,20,Tarda,Ciclomotor,SH 50,HONDA,Gris,B,3
14275,2019S000632    ,Dc,2019,1,Gener,23,20,Tarda,Turisme,807,PEUGEOT,Gris,B,28
14276,2019S002181    ,Dc,2019,3,Març,20,17,Tarda,Motocicleta,TWEET 125,PEUGEOT,Beige,A,5
14277,2019S002181    ,Dc,2019,3,Març,20,17,Tarda,Turisme,525,BMW,Gris,B,34
14278,2019S007838    ,Dj,2019,10,Octubre,10,8,Matí,Motocicleta,MAJESTY S,YAMAHA,Gris,B,17
14279,2019S005843    ,Dm,2019,7,Juliol,23,12,Matí,Furgoneta,211 CDI,MERCEDES-BENZ,Gris,B,20
14280,2019S005843    ,Dm,2019,7,Juliol,23,12,Matí,Motocicleta,LIBERTY 125,PIAGGIO,Blau,B,29
14281,2019S009569    ,Dj,2019,12,Desembre,12,13,Matí,Tot terreny,GRAND VITARA,SUZUKI,Gris,B,25
14282,2019S002098    ,Dm,2019,3,Març,19,7,Matí,Motocicleta,NSC110MPD,HONDA,Negre,B,1
14283,2019S002098    ,Dm,2019,3,Març,19,7,Matí,Turisme,GOLF,VOLKSWAGEN,Blanc,B,1
14284,2019S007396    ,Dj,2019,9,Setembre,26,8,Matí,Motocicleta,FIDDLE 125,SYM,Blanc,B,15
14285,2019S007396    ,Dj,2019,9,Setembre,26,8,Matí,Turisme,TOYOTA AVENSIS,TOYOTA,Gris,B,1
14286,2019S001745    ,Dm,2019,3,Març,5,19,Tarda,Motocicleta,SUPER DINK,KYMCO,Desconegut,B,26
14287,2019S001745    ,Dm,2019,3,Març,5,19,Tarda,Turisme,TUSCON IX3,HYUNDAI,Desconegut,B,36
14288,2019S008753    ,Dl,2019,11,Novembre,11,21,Tarda,Furgoneta,FIAT DOBLO,FIAT,Blanc,B,40
14289,2019S002253    ,Dv,2019,3,Març,22,20,Tarda,Motocicleta,SH 125,HONDA,Desconegut,B,27
14290,2019S002253    ,Dv,2019,3,Març,22,20,Tarda,Veh. mobilitat personal amb motor,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
14291,2019S007519    ,Dl,2019,9,Setembre,30,21,Tarda,Turisme,C3,CITROEN,Gris,B,49
14292,2019S007519    ,Dl,2019,9,Setembre,30,21,Tarda,Turisme,MAZDA 5,MAZDA,Blanc,B,40
14293,2019S008391    ,Dc,2019,10,Octubre,30,11,Matí,Furgoneta,COMBO,OPEL,Desconegut,B,31
14294,2019S008391    ,Dc,2019,10,Octubre,30,11,Matí,Motocicleta,AGILITY 125,KYMCO,Blanc,B,7
14295,2019S008805    ,Dc,2019,11,Novembre,13,16,Tarda,Motocicleta,NSC110MPD,HONDA,Gris,B,31
14296,2019S005932    ,Dv,2019,7,Juliol,26,9,Matí,Motocicleta,SV650S,SUZUKI,Negre,A,2
14297,2019S005932    ,Dv,2019,7,Juliol,26,9,Matí,Turisme,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
