"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat any a any","Nombre"
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","50 anys",159
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","50 anys",174
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","50 anys",196
2015,1,"Ciutat Vella",1,"el Raval","Home","51 anys",327
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","51 anys",101
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","51 anys",105
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","51 anys",147
2015,2,"Eixample",5,"el Fort Pienc","Home","51 anys",179
2015,2,"Eixample",6,"la Sagrada Família","Home","51 anys",311
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","51 anys",278
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","51 anys",285
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","51 anys",367
2015,2,"Eixample",10,"Sant Antoni","Home","51 anys",243
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","51 anys",240
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","51 anys",3
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","51 anys",248
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","51 anys",70
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","51 anys",90
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","51 anys",137
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","51 anys",148
2015,3,"Sants-Montjuïc",18,"Sants","Home","51 anys",253
2015,4,"Les Corts",19,"les Corts","Home","51 anys",263
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","51 anys",128
2015,4,"Les Corts",21,"Pedralbes","Home","51 anys",78
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","51 anys",35
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","51 anys",166
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","51 anys",105
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","51 anys",161
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","51 anys",314
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","51 anys",180
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","51 anys",107
2015,6,"Gràcia",29,"el Coll","Home","51 anys",44
2015,6,"Gràcia",30,"la Salut","Home","51 anys",67
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","51 anys",300
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","51 anys",222
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","51 anys",148
2015,7,"Horta-Guinardó",34,"Can Baró","Home","51 anys",62
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","51 anys",248
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","51 anys",71
2015,7,"Horta-Guinardó",37,"el Carmel","Home","51 anys",244
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","51 anys",61
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","51 anys",55
2015,7,"Horta-Guinardó",40,"Montbau","Home","51 anys",46
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","51 anys",38
2015,7,"Horta-Guinardó",42,"la Clota","Home","51 anys",3
2015,7,"Horta-Guinardó",43,"Horta","Home","51 anys",181
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","51 anys",178
2015,8,"Nou Barris",45,"Porta","Home","51 anys",153
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","51 anys",99
2015,8,"Nou Barris",47,"Can Peguera","Home","51 anys",16
2015,8,"Nou Barris",48,"la Guineueta","Home","51 anys",94
2015,8,"Nou Barris",49,"Canyelles","Home","51 anys",35
2015,8,"Nou Barris",50,"les Roquetes","Home","51 anys",95
2015,8,"Nou Barris",51,"Verdun","Home","51 anys",88
2015,8,"Nou Barris",52,"la Prosperitat","Home","51 anys",167
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","51 anys",60
2015,8,"Nou Barris",54,"Torre Baró","Home","51 anys",17
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","51 anys",76
2015,8,"Nou Barris",56,"Vallbona","Home","51 anys",6
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","51 anys",76
2015,9,"Sant Andreu",58,"Baró de Viver","Home","51 anys",11
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","51 anys",96
2015,9,"Sant Andreu",60,"Sant Andreu","Home","51 anys",356
2015,9,"Sant Andreu",61,"la Sagrera","Home","51 anys",177
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","51 anys",88
2015,9,"Sant Andreu",63,"Navas","Home","51 anys",148
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","51 anys",263
2015,10,"Sant Martí",65,"el Clot","Home","51 anys",198
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","51 anys",92
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","51 anys",78
2015,10,"Sant Martí",68,"el Poblenou","Home","51 anys",227
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","51 anys",87
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","51 anys",164
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","51 anys",155
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","51 anys",174
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","51 anys",193
2015,1,"Ciutat Vella",1,"el Raval","Home","52 anys",328
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","52 anys",101
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","52 anys",94
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","52 anys",118
2015,2,"Eixample",5,"el Fort Pienc","Home","52 anys",222
2015,2,"Eixample",6,"la Sagrada Família","Home","52 anys",369
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","52 anys",261
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","52 anys",269
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","52 anys",341
2015,2,"Eixample",10,"Sant Antoni","Home","52 anys",250
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","52 anys",289
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","52 anys",11
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","52 anys",231
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","52 anys",84
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","52 anys",102
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","52 anys",124
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","52 anys",142
2015,3,"Sants-Montjuïc",18,"Sants","Home","52 anys",256
2015,4,"Les Corts",19,"les Corts","Home","52 anys",280
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","52 anys",118
2015,4,"Les Corts",21,"Pedralbes","Home","52 anys",75
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","52 anys",29
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","52 anys",152
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","52 anys",110
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","52 anys",156
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","52 anys",315
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","52 anys",174
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","52 anys",89
2015,6,"Gràcia",29,"el Coll","Home","52 anys",56
2015,6,"Gràcia",30,"la Salut","Home","52 anys",65
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","52 anys",277
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","52 anys",177
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","52 anys",170
2015,7,"Horta-Guinardó",34,"Can Baró","Home","52 anys",60
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","52 anys",232
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","52 anys",66
2015,7,"Horta-Guinardó",37,"el Carmel","Home","52 anys",203
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","52 anys",80
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","52 anys",43
2015,7,"Horta-Guinardó",40,"Montbau","Home","52 anys",46
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","52 anys",37
2015,7,"Horta-Guinardó",42,"la Clota","Home","52 anys",4
2015,7,"Horta-Guinardó",43,"Horta","Home","52 anys",198
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","52 anys",166
2015,8,"Nou Barris",45,"Porta","Home","52 anys",143
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","52 anys",122
2015,8,"Nou Barris",47,"Can Peguera","Home","52 anys",22
2015,8,"Nou Barris",48,"la Guineueta","Home","52 anys",98
2015,8,"Nou Barris",49,"Canyelles","Home","52 anys",37
2015,8,"Nou Barris",50,"les Roquetes","Home","52 anys",101
2015,8,"Nou Barris",51,"Verdun","Home","52 anys",78
2015,8,"Nou Barris",52,"la Prosperitat","Home","52 anys",149
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","52 anys",60
2015,8,"Nou Barris",54,"Torre Baró","Home","52 anys",17
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","52 anys",55
2015,8,"Nou Barris",56,"Vallbona","Home","52 anys",6
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","52 anys",83
2015,9,"Sant Andreu",58,"Baró de Viver","Home","52 anys",16
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","52 anys",83
2015,9,"Sant Andreu",60,"Sant Andreu","Home","52 anys",369
2015,9,"Sant Andreu",61,"la Sagrera","Home","52 anys",178
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","52 anys",105
2015,9,"Sant Andreu",63,"Navas","Home","52 anys",141
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","52 anys",225
2015,10,"Sant Martí",65,"el Clot","Home","52 anys",186
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","52 anys",104
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","52 anys",89
2015,10,"Sant Martí",68,"el Poblenou","Home","52 anys",217
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","52 anys",89
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","52 anys",187
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","52 anys",154
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","52 anys",181
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","52 anys",200
2015,1,"Ciutat Vella",1,"el Raval","Home","53 anys",277
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","53 anys",106
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","53 anys",85
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","53 anys",151
2015,2,"Eixample",5,"el Fort Pienc","Home","53 anys",196
2015,2,"Eixample",6,"la Sagrada Família","Home","53 anys",320
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","53 anys",251
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","53 anys",244
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","53 anys",338
2015,2,"Eixample",10,"Sant Antoni","Home","53 anys",233
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","53 anys",273
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","53 anys",8
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","53 anys",210
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","53 anys",49
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","53 anys",99
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","53 anys",111
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","53 anys",166
2015,3,"Sants-Montjuïc",18,"Sants","Home","53 anys",275
2015,4,"Les Corts",19,"les Corts","Home","53 anys",242
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","53 anys",134
2015,4,"Les Corts",21,"Pedralbes","Home","53 anys",52
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","53 anys",25
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","53 anys",150
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","53 anys",97
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","53 anys",150
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","53 anys",309
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","53 anys",145
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","53 anys",85
2015,6,"Gràcia",29,"el Coll","Home","53 anys",53
2015,6,"Gràcia",30,"la Salut","Home","53 anys",78
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","53 anys",321
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","53 anys",183
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","53 anys",168
2015,7,"Horta-Guinardó",34,"Can Baró","Home","53 anys",57
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","53 anys",218
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","53 anys",55
2015,7,"Horta-Guinardó",37,"el Carmel","Home","53 anys",178
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","53 anys",74
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","53 anys",32
2015,7,"Horta-Guinardó",40,"Montbau","Home","53 anys",35
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","53 anys",48
2015,7,"Horta-Guinardó",42,"la Clota","Home","53 anys",8
2015,7,"Horta-Guinardó",43,"Horta","Home","53 anys",173
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","53 anys",160
2015,8,"Nou Barris",45,"Porta","Home","53 anys",138
2015,8,"Nou Barris",46,"el Turó de la Peira","Home","53 anys",131
2015,8,"Nou Barris",47,"Can Peguera","Home","53 anys",15
2015,8,"Nou Barris",48,"la Guineueta","Home","53 anys",99
2015,8,"Nou Barris",49,"Canyelles","Home","53 anys",33
2015,8,"Nou Barris",50,"les Roquetes","Home","53 anys",82
2015,8,"Nou Barris",51,"Verdun","Home","53 anys",56
2015,8,"Nou Barris",52,"la Prosperitat","Home","53 anys",154
2015,8,"Nou Barris",53,"la Trinitat Nova","Home","53 anys",58
2015,8,"Nou Barris",54,"Torre Baró","Home","53 anys",14
2015,8,"Nou Barris",55,"Ciutat Meridiana","Home","53 anys",55
2015,8,"Nou Barris",56,"Vallbona","Home","53 anys",8
2015,9,"Sant Andreu",57,"la Trinitat Vella","Home","53 anys",65
2015,9,"Sant Andreu",58,"Baró de Viver","Home","53 anys",26
2015,9,"Sant Andreu",59,"el Bon Pastor","Home","53 anys",77
2015,9,"Sant Andreu",60,"Sant Andreu","Home","53 anys",343
2015,9,"Sant Andreu",61,"la Sagrera","Home","53 anys",175
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Home","53 anys",88
2015,9,"Sant Andreu",63,"Navas","Home","53 anys",128
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","53 anys",234
2015,10,"Sant Martí",65,"el Clot","Home","53 anys",179
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","53 anys",85
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","53 anys",87
2015,10,"Sant Martí",68,"el Poblenou","Home","53 anys",195
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","53 anys",76
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Home","53 anys",156
2015,10,"Sant Martí",71,"Provençals del Poblenou","Home","53 anys",139
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Home","53 anys",151
2015,10,"Sant Martí",73,"la Verneda i la Pau","Home","53 anys",184
2015,1,"Ciutat Vella",1,"el Raval","Home","54 anys",276
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Home","54 anys",89
2015,1,"Ciutat Vella",3,"la Barceloneta","Home","54 anys",86
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","54 anys",124
2015,2,"Eixample",5,"el Fort Pienc","Home","54 anys",176
2015,2,"Eixample",6,"la Sagrada Família","Home","54 anys",306
2015,2,"Eixample",7,"la Dreta de l'Eixample","Home","54 anys",270
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","54 anys",254
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","54 anys",361
2015,2,"Eixample",10,"Sant Antoni","Home","54 anys",245
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Home","54 anys",224
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","54 anys",7
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Home","54 anys",213
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","54 anys",55
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Home","54 anys",89
2015,3,"Sants-Montjuïc",16,"la Bordeta","Home","54 anys",134
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Home","54 anys",172
2015,3,"Sants-Montjuïc",18,"Sants","Home","54 anys",258
2015,4,"Les Corts",19,"les Corts","Home","54 anys",269
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","54 anys",147
2015,4,"Les Corts",21,"Pedralbes","Home","54 anys",68
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","54 anys",44
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","54 anys",158
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","54 anys",93
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","54 anys",144
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","54 anys",294
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","54 anys",168
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Home","54 anys",87
2015,6,"Gràcia",29,"el Coll","Home","54 anys",57
2015,6,"Gràcia",30,"la Salut","Home","54 anys",66
2015,6,"Gràcia",31,"la Vila de Gràcia","Home","54 anys",263
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","54 anys",188
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","54 anys",158
2015,7,"Horta-Guinardó",34,"Can Baró","Home","54 anys",63
2015,7,"Horta-Guinardó",35,"el Guinardó","Home","54 anys",225
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","54 anys",65
2015,7,"Horta-Guinardó",37,"el Carmel","Home","54 anys",208
2015,7,"Horta-Guinardó",38,"la Teixonera","Home","54 anys",77
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","54 anys",37
2015,7,"Horta-Guinardó",40,"Montbau","Home","54 anys",30
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","54 anys",57
2015,7,"Horta-Guinardó",42,"la Clota","Home","54 anys",5
2015,7,"Horta-Guinardó",43,"Horta","Home","54 anys",159
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","54 anys",149
2015,8,"Nou Barris",45,"Porta","Home","54 anys",148
