,Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
760,2017S007524    ,Les Corts,les Corts,Madrid                                            ,Sunday,September,10,17,Afternoon,3,0,3,2,2.134327,41.381526
1202,2017S007513    ,Sant Andreu,Navas,Meridiana                                         ,Sunday,September,10,0,Night,1,0,1,2,2.187218,41.416011
1281,2017S007469    ,Sant Martí,Sant Martí de Provençals,Bac de Roda / Guipúscoa                           ,Friday,September,8,8,Morning,1,0,1,2,2.194697,41.41453
1384,2017S007502    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Besòs)                                   ,Saturday,September,9,8,Morning,0,0,0,1,2.2155270000000002,41.403945
1461,2017S007515    ,Ciutat Vella,la Barceloneta,Mar                                               ,Sunday,September,10,0,Night,1,0,1,1,2.189045,41.377098
1642,2017S007817    ,Eixample,la Nova Esquerra de l'Eixample,Entença                                           ,Monday,September,11,21,Afternoon,1,0,1,3,2.149939,41.379988
1804,2017S007516    ,Eixample,el Fort Pienc,Marina                                            ,Sunday,September,10,5,Night,1,0,1,2,2.179935,41.400439
2012,2017S007523    ,Les Corts,les Corts,Diagonal / Numància                               ,Sunday,September,10,16,Afternoon,2,0,2,2,2.1326080000000003,41.389624
2048,2017S007530    ,Les Corts,Pedralbes,Diagonal / Doctor Ferran                          ,Monday,September,11,15,Afternoon,0,1,1,2,2.1253599999999997,41.387806
2278,2017S007512    ,Horta-Guinardó,Montbau,Dalt (Llobregat)                                  ,Saturday,September,9,21,Afternoon,1,0,1,2,2.143933,41.42803
2350,2017S007471    ,Horta-Guinardó,el Guinardó,Art / Vinyals                                     ,Friday,September,8,8,Morning,1,0,1,2,2.175552,41.419565000000006
2375,2017S007501    ,Nou Barris,Canyelles,Dalt (Llobregat)                                  ,Saturday,September,9,14,Afternoon,3,0,3,2,2.165266,41.440905
2709,2017S007517    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat)                               ,Sunday,September,10,7,Morning,1,0,1,1,2.179935,41.377958
2908,2017S007485    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau / Diagonal                                 ,Friday,September,8,18,Afternoon,2,0,2,2,2.151307,41.394459000000005
3317,2017S007478    ,Les Corts,les Corts,Diagonal / Numància                               ,Friday,September,8,12,Morning,1,0,1,2,2.1326080000000003,41.389624
3336,2017S007537    ,Les Corts,Pedralbes,Bisbe Català / Bosch i Gimpera                    ,Monday,September,11,20,Afternoon,4,0,4,2,2.1148279999999997,41.396307
3511,2017S007494    ,Gràcia,Vallcarca i els Penitents,República Argentina / Gomis                       ,Saturday,September,9,0,Night,1,0,1,2,2.1409759999999998,41.411708000000004
3617,2017S007507    ,Horta-Guinardó,Horta,Tossa / Plana                                     ,Saturday,September,9,13,Morning,1,0,1,2,2.159344,41.428726
3757,2017S007495    ,Sant Andreu,Navas,Meridiana                                         ,Saturday,September,9,5,Night,1,0,1,2,2.187229,41.419759
3796,2017S007534    ,Sant Andreu,el Bon Pastor,Potosí                                            ,Monday,September,11,18,Afternoon,1,0,1,2,2.200084,41.442978000000004
3803,2017S007487    ,Sant Martí,el Camp de l'Arpa del Clot,Las Navas de Tolosa / Indústria                   ,Friday,September,8,13,Morning,0,0,0,1,2.184414,41.417157
3816,2017S007522    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana / Aragó                                 ,Sunday,September,10,15,Afternoon,1,0,1,2,2.186855,41.408522999999995
3944,2017S007500    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal                                          ,Saturday,September,9,13,Morning,3,0,3,1,2.216406,41.410429
4047,2017S007477    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Roger de Flor / Pujades                           ,Friday,September,8,12,Morning,1,0,1,4,2.184576,41.389759000000005
4103,2017S007514    ,Eixample,Sant Antoni,Paral·lel / Comte Borrell                         ,Sunday,September,10,0,Night,1,0,1,2,2.16548,41.374967
4225,2017S007476    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes                                            ,Friday,September,8,12,Morning,2,0,2,2,2.162709,41.38939
4509,2017S007474    ,Sants-Montjuïc,Hostafrancs,Corts Catalanes                                   ,Friday,September,8,10,Morning,1,0,1,2,2.147624,41.374226
4593,2017S007508    ,Les Corts,les Corts,Diagonal                                          ,Saturday,September,9,17,Afternoon,2,0,2,3,2.132709,41.390263
4790,2017S007497    ,Gràcia,Vallcarca i els Penitents,Vallcarca                                         ,Saturday,September,9,11,Morning,1,0,1,2,2.149747,41.407827000000005
4948,2017S007509    ,Nou Barris,Vallbona,Puig de Jorba                                     ,Saturday,September,9,19,Afternoon,0,0,0,1,2.180786,41.466668
4978,2017S007491    ,Nou Barris,la Prosperitat,Rio de Janeiro / Argullós                         ,Friday,September,8,23,Night,1,0,1,2,2.1831720000000003,41.440476000000004
5048,2017S007510    ,Sant Andreu,Baró de Viver,B-10 (Llobregat)                                  ,Saturday,September,9,18,Afternoon,4,0,4,2,2.20493,41.444642
5063,2017S007521    ,Sant Andreu,el Bon Pastor,Monterrey                                         ,Sunday,September,10,13,Morning,1,0,1,2,2.206013,41.443445000000004
5278,2017S007467    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat)                               ,Friday,September,8,2,Night,2,0,2,1,2.180549,41.378735999999996
5299,2017S007528    ,Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona                        ,Monday,September,11,11,Morning,1,0,1,1,2.187569,41.380168
5357,2017S007482    ,Eixample,la Nova Esquerra de l'Eixample,Entença / Roma                                    ,Friday,September,8,17,Afternoon,1,0,1,2,2.14719,41.38219
5551,2017S007470    ,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner / Provença                               ,Friday,September,8,9,Morning,1,0,1,2,2.155093,41.389883000000005
5778,2017S007468    ,Sants-Montjuïc,la Marina del Prat Vermell,Número 50 Zona Franca / Número 3 Zona Franca      ,Friday,September,8,8,Morning,1,0,1,2,2.1204520000000002,41.339426
5830,2017S007533    ,Sants-Montjuïc,Hostafrancs,Béjar / Elisi                                     ,Monday,September,11,18,Afternoon,1,0,1,2,2.144047,41.378384000000004
6056,2017S007506    ,Sarrià-Sant Gervasi,les Tres Torres,Doctor Carulla                                    ,Saturday,September,9,18,Afternoon,0,0,0,2,2.1318900000000003,41.40137
6268,2017S007529    ,Horta-Guinardó,el Guinardó,Volart                                            ,Monday,September,11,13,Morning,1,0,1,2,2.176835,41.416841999999995
6359,2017S007489    ,Sant Andreu,Navas,Biscaia / Concepción Arenal                       ,Friday,September,8,17,Afternoon,0,0,0,1,2.183887,41.41923
6363,2017S007484    ,Sant Andreu,Sant Andreu,Josep Soldevila                                   ,Friday,September,8,17,Afternoon,1,0,1,2,2.195472,41.429284
6379,2017S007490    ,Sant Andreu,Sant Andreu,Favència / Ribes                                  ,Friday,September,8,23,Night,1,0,1,2,2.189605,41.446954
6794,2017S007472    ,Eixample,la Dreta de l'Eixample,Roger de Llúria                                   ,Friday,September,8,9,Morning,1,0,1,2,2.16266,41.397948
6816,2017S007479    ,Eixample,l'Antiga Esquerra de l'Eixample,València                                          ,Friday,September,8,13,Morning,1,0,1,2,2.157036,41.388133
7162,2017S007527    ,Sants-Montjuïc,Sants,Sants / Brasil                                    ,Monday,September,11,0,Night,2,0,2,2,2.130464,41.375494
7388,2017S007488    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Mandri                                            ,Friday,September,8,19,Afternoon,1,0,1,3,2.134558,41.40278
7403,2017S007493    ,Sarrià-Sant Gervasi,el Putxet i el Farró,República Argentina                               ,Friday,September,8,23,Night,1,0,1,2,2.147908,41.407676
7436,2017S007473    ,Gràcia,Vallcarca i els Penitents,B-20 (Besòs)                                      ,Friday,September,8,10,Morning,1,0,1,3,2.136965,41.415713000000004
7635,2017S007532    ,Nou Barris,la Prosperitat,Font de Canyelles                                 ,Monday,September,11,18,Afternoon,0,0,0,3,2.178028,41.439336
7979,2017S007504    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso                                           ,Saturday,September,9,15,Afternoon,1,0,1,2,2.182397,41.387885
8307,2017S007536    ,Eixample,el Fort Pienc,Marina                                            ,Monday,September,11,19,Afternoon,2,0,2,2,2.182064,41.398821000000005
8547,2017S007483    ,Les Corts,Pedralbes,Doctor Ferran / Lluís Pericot                     ,Friday,September,8,18,Afternoon,1,0,1,2,2.124823,41.388974
8563,2017S007511    ,Les Corts,Pedralbes,Manuel Girona                                     ,Saturday,September,9,21,Afternoon,2,0,2,1,2.120291,41.389691
8565,2017S007481    ,Les Corts,Pedralbes,Diagonal                                          ,Friday,September,8,16,Afternoon,1,0,1,2,2.111662,41.385013
8769,2017S007499    ,Gràcia,la Vila de Gràcia,Diagonal / Gràcia                                 ,Saturday,September,9,11,Morning,1,0,1,1,2.159495,41.396524
9074,2017S007531    ,Sant Martí,el Clot,Glòries Catalanes / Badajoz                       ,Monday,September,11,17,Afternoon,1,0,1,2,2.188682,41.403765
9256,2017S007526    ,Ciutat Vella,el Barri Gòtic,Colom                                             ,Sunday,September,10,20,Afternoon,0,0,0,2,2.179574,41.37846
9620,2017S007505    ,Eixample,la Dreta de l'Eixample,Corts Catalanes / Girona                          ,Saturday,September,9,16,Afternoon,1,0,1,2,2.173277,41.393182
9833,2017S007480    ,Les Corts,les Corts,Corts                                             ,Friday,September,8,13,Morning,1,0,1,2,2.1336,41.386162
9898,2017S007520    ,Les Corts,la Maternitat i Sant Ramon,Diagonal / John M. Keynes                         ,Sunday,September,10,11,Morning,1,0,1,2,2.117048,41.385690999999994
10024,2017S007486    ,Sarrià-Sant Gervasi,el Putxet i el Farró,República Argentina                               ,Friday,September,8,17,Afternoon,1,0,1,1,2.1435470000000003,41.411355
10316,2017S007518    ,Sant Andreu,la Trinitat Vella,Meridiana                                         ,Sunday,September,10,7,Morning,0,0,0,1,2.188252,41.447558
2303,2017S010778    ,Horta-Guinardó,Horta,Porto / Estatut                                   ,Sunday,December,31,8,Morning,0,0,0,1,2.156725,41.430018
3830,2017S010781    ,Sant Martí,Sant Martí de Provençals,Espronceda / Andrade                              ,Sunday,December,31,18,Afternoon,1,0,1,2,2.195821,41.412008
5658,2017S010779    ,Eixample,la Dreta de l'Eixample,Corts Catalanes / Girona                          ,Sunday,December,31,17,Afternoon,1,0,1,2,2.173277,41.393182
6533,2017S010782    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina / Buenaventura Muñoz                       ,Sunday,December,31,23,Night,3,0,3,4,2.187949,41.393957
6985,2017S010780    ,Eixample,el Fort Pienc,Lepant / Alí Bei                                  ,Sunday,December,31,14,Afternoon,1,0,1,1,2.185955,41.397391
8019,2017S010783    ,Eixample,Sant Antoni,Comte d'Urgell                                    ,Sunday,December,31,20,Afternoon,1,0,1,2,2.159209,41.381451
10105,2017S010785    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Hipòlit Lázaro / Pare Laínez                      ,Sunday,December,31,19,Afternoon,0,0,0,1,2.164564,41.406492
322,2017S000008    ,Eixample,la Dreta de l'Eixample,ARAGÓ / Pau Claris                                ,Sunday,January,1,10,Morning,2,0,2,2,2.1663759999999996,41.393276
359,2017S000013    ,Eixample,la Dreta de l'Eixample,ARAGÓ / Pg Gràcia                                 ,Sunday,January,1,15,Afternoon,1,0,1,1,2.164884,41.392165000000006
600,2017S000012    ,Eixample,el Fort Pienc,GV CORTS CATALANES / Castillejos                  ,Sunday,January,1,10,Morning,2,0,2,2,2.1846240000000003,41.401695000000004
872,2017S000001    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,VIA AUGUSTA                                       ,Sunday,January,1,4,Night,1,0,1,1,2.1513299999999997,41.400771
878,2017S000022    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,AV DIAGONAL                                       ,Sunday,January,1,22,Night,1,0,1,2,2.150274,41.394436999999996
1323,2017S000021    ,Sant Martí,el Besòs i el Maresme,CRISTÓBAL DE MOURA / Maresme                      ,Sunday,January,1,12,Morning,0,0,0,4,2.211914,41.415181
1585,2017S000004    ,Eixample,la Sagrada Família,BALMES / Rosselló                                 ,Sunday,January,1,7,Morning,1,0,1,2,2.157359,41.39331
1889,2017S000007    ,Sants-Montjuïc,la Marina del Prat Vermell,ULLDECONA / Sovelles                              ,Sunday,January,1,13,Morning,0,0,0,1,2.143206,41.352396
2982,2017S000018    ,Eixample,l'Antiga Esquerra de l'Eixample,MUNTANER                                          ,Sunday,January,1,19,Afternoon,1,0,1,2,2.151249,41.39265
3087,2017S000002    ,Eixample,el Fort Pienc,GV CORTS CATALANES                                ,Sunday,January,1,2,Night,1,0,1,2,2.1823759999999996,41.39968
3672,2017S000020    ,Nou Barris,la Guineueta,PG VALLDAURA / Pg Fabra i Puig                    ,Sunday,January,1,17,Afternoon,0,0,0,2,2.166306,41.43925
3861,2017S000015    ,Sant Martí,la Verneda i la Pau,CANTÀBRIA                                         ,Sunday,January,1,17,Afternoon,2,0,2,3,2.199774,41.421282
4548,2017S000014    ,Sants-Montjuïc,Sants,AV ROMA / Tarragona                               ,Sunday,January,1,16,Afternoon,1,0,1,2,2.142907,41.380251
4549,2017S000009    ,Sants-Montjuïc,Sants,TARRAGONA / Av Roma                               ,Sunday,January,1,14,Afternoon,1,0,1,2,2.142907,41.380251
4930,2017S000003    ,Horta-Guinardó,el Baix Guinardó,RDA GUINARDÓ                                      ,Sunday,January,1,6,Morning,0,0,0,1,2.166464,41.412769
5294,2017S000006    ,Ciutat Vella,el Raval,TALLERS                                           ,Sunday,January,1,11,Morning,1,0,1,1,2.1651990000000003,41.385158000000004
6343,2017S000010    ,Sant Andreu,el Congrés i els Indians,FELIP II / Garcilaso                              ,Sunday,January,1,12,Morning,1,0,1,1,2.1839720000000002,41.423153000000006
6984,2017S000016    ,Eixample,el Fort Pienc,MARINA                                            ,Sunday,January,1,16,Afternoon,1,0,1,1,2.18148,41.398601
9164,2017S000017    ,Sant Martí,Provençals del Poblenou,CTRA C-31                                         ,Sunday,January,1,19,Afternoon,2,0,2,2,2.203262,41.415467
9171,2017S000019    ,Sant Martí,el Poblenou,ESPRONCEDA                                        ,Sunday,January,1,19,Afternoon,1,0,1,1,2.2068380000000003,41.403515000000006
9187,2017S000005    ,Sant Martí,el Parc i la Llacuna del Poblenou,PALLARS                                           ,Sunday,January,1,7,Morning,2,0,2,3,2.1932490000000002,41.397908
9244,2017S000011    ,Sant Martí,la Vila Olímpica del Poblenou,AV LITORAL                                        ,Sunday,January,1,15,Afternoon,1,0,1,2,2.201548,41.391096999999995
