,District Name,Weekday,Month,Day,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved
0,Unknown,Friday,October,13,Morning,2,0,2,2
1,Unknown,Friday,September,1,Morning,2,0,2,2
3,Unknown,Friday,July,21,Night,1,0,1,2
4,Sant Martí,Thursday,May,25,Afternoon,1,0,1,3
5,Sant Martí,Wednesday,September,20,Morning,1,0,1,2
6,Sant Martí,Saturday,May,20,Afternoon,1,0,1,2
8,Sant Martí,Monday,June,12,Afternoon,1,0,1,1
9,Sant Martí,Wednesday,May,3,Afternoon,1,0,1,1
10,Sant Martí,Thursday,December,14,Afternoon,1,0,1,2
11,Sant Martí,Wednesday,January,11,Morning,1,0,1,2
12,Sant Martí,Friday,June,30,Morning,1,0,1,2
13,Sant Martí,Monday,September,4,Afternoon,0,1,1,2
14,Sant Martí,Saturday,September,30,Afternoon,1,0,1,2
16,Sant Martí,Saturday,March,25,Afternoon,4,0,4,2
17,Sant Martí,Thursday,November,9,Night,1,0,1,1
18,Sant Martí,Monday,December,4,Night,2,0,2,2
19,Sant Martí,Friday,March,17,Afternoon,1,0,1,2
20,Sant Martí,Thursday,September,14,Afternoon,1,0,1,2
21,Sant Martí,Wednesday,September,20,Afternoon,0,1,1,2
22,Sant Martí,Monday,October,30,Afternoon,1,0,1,2
23,Sant Martí,Monday,March,20,Afternoon,1,0,1,2
24,Sant Martí,Tuesday,February,7,Morning,1,0,1,1
25,Sant Martí,Wednesday,November,22,Afternoon,1,0,1,2
26,Sant Martí,Wednesday,March,8,Morning,1,0,1,2
27,Sant Martí,Saturday,October,7,Morning,2,0,2,4
28,Sant Martí,Wednesday,May,17,Morning,0,0,0,2
30,Sant Martí,Thursday,August,31,Afternoon,0,1,1,1
32,Sant Martí,Thursday,February,2,Morning,1,0,1,2
33,Sant Martí,Saturday,February,11,Afternoon,1,0,1,2
34,Sant Martí,Thursday,August,31,Morning,2,0,2,3
35,Sant Martí,Monday,March,20,Afternoon,1,0,1,1
36,Sant Martí,Friday,November,10,Morning,1,0,1,1
37,Sant Martí,Wednesday,March,15,Night,1,0,1,1
38,Sant Martí,Tuesday,June,13,Morning,1,0,1,2
39,Sant Martí,Tuesday,August,1,Afternoon,1,0,1,2
40,Sant Martí,Wednesday,June,28,Afternoon,1,0,1,2
41,Sant Martí,Thursday,January,12,Morning,1,0,1,2
42,Sant Martí,Monday,January,23,Afternoon,1,0,1,2
43,Sant Martí,Wednesday,June,21,Afternoon,1,0,1,1
44,Sant Martí,Friday,September,1,Afternoon,0,0,0,1
45,Sant Martí,Friday,January,27,Afternoon,2,0,2,2
46,Sant Martí,Wednesday,March,8,Morning,1,0,1,2
47,Sant Martí,Friday,January,20,Morning,1,0,1,2
48,Sant Martí,Monday,July,24,Afternoon,1,0,1,2
49,Sant Martí,Tuesday,May,16,Morning,1,0,1,2
50,Sant Martí,Wednesday,February,1,Afternoon,1,0,1,2
51,Sant Martí,Saturday,February,25,Morning,1,0,1,2
52,Sant Martí,Friday,November,24,Morning,2,0,2,3
53,Sant Martí,Wednesday,September,13,Night,1,0,1,5
55,Sant Martí,Friday,October,6,Afternoon,1,0,1,2
56,Sant Martí,Tuesday,September,26,Morning,1,0,1,1
57,Sant Martí,Tuesday,August,8,Night,1,0,1,2
58,Sant Martí,Wednesday,July,12,Afternoon,1,0,1,1
59,Sant Martí,Friday,May,26,Morning,1,0,1,3
61,Sant Martí,Sunday,October,1,Afternoon,2,0,2,2
62,Sant Martí,Thursday,May,4,Morning,1,0,1,3
63,Sant Martí,Wednesday,August,2,Morning,1,0,1,2
64,Sant Martí,Wednesday,May,3,Morning,4,0,4,2
65,Sant Martí,Wednesday,February,15,Night,1,0,1,2
66,Sant Martí,Saturday,December,16,Afternoon,1,0,1,2
67,Sant Martí,Monday,April,3,Afternoon,0,0,0,1
68,Sant Martí,Wednesday,December,27,Afternoon,2,0,2,2
69,Sant Martí,Tuesday,October,31,Afternoon,1,0,1,2
70,Sant Martí,Monday,July,10,Afternoon,2,0,2,1
71,Sant Martí,Tuesday,June,13,Afternoon,1,0,1,3
72,Sant Martí,Thursday,January,5,Afternoon,2,0,2,2
73,Sant Martí,Friday,June,9,Afternoon,1,0,1,2
74,Sant Martí,Wednesday,August,23,Afternoon,1,0,1,1
75,Sant Martí,Friday,February,3,Afternoon,1,0,1,1
76,Sant Martí,Monday,January,23,Afternoon,1,0,1,3
77,Sant Martí,Sunday,March,26,Morning,1,0,1,1
78,Sant Martí,Thursday,October,26,Afternoon,1,0,1,2
79,Sant Martí,Friday,April,7,Afternoon,0,0,0,2
80,Sant Martí,Friday,August,11,Afternoon,1,0,1,2
81,Sant Martí,Friday,February,10,Morning,2,0,2,2
83,Sant Martí,Wednesday,March,15,Morning,2,0,2,1
84,Sant Martí,Thursday,October,26,Morning,1,0,1,1
85,Sant Martí,Friday,May,12,Night,2,0,2,2
86,Sant Martí,Wednesday,October,18,Morning,3,0,3,2
87,Sant Martí,Sunday,March,12,Night,1,0,1,1
88,Sant Martí,Tuesday,June,6,Morning,1,0,1,2
89,Sant Martí,Thursday,March,23,Afternoon,1,0,1,2
90,Sant Martí,Sunday,December,3,Morning,1,0,1,2
91,Sant Martí,Thursday,January,5,Afternoon,0,0,0,1
92,Sant Martí,Thursday,April,27,Morning,1,0,1,2
94,Sant Martí,Wednesday,February,8,Afternoon,0,0,0,3
96,Sant Martí,Saturday,December,2,Morning,0,0,0,1
97,Sant Martí,Sunday,May,28,Morning,2,0,2,2
98,Sant Martí,Sunday,October,29,Afternoon,1,0,1,1
99,Sant Martí,Tuesday,August,1,Afternoon,1,0,1,2
100,Sant Martí,Wednesday,July,5,Afternoon,0,0,0,2
101,Sant Martí,Tuesday,November,21,Night,1,0,1,2
102,Sant Martí,Friday,February,10,Morning,1,0,1,1
104,Sant Martí,Monday,July,10,Afternoon,1,0,1,1
105,Sant Martí,Sunday,January,22,Afternoon,1,0,1,1
106,Sant Martí,Tuesday,March,7,Morning,1,0,1,2
108,Sant Martí,Saturday,September,16,Night,1,0,1,2
109,Sant Martí,Thursday,May,18,Morning,1,0,1,2
110,Sant Martí,Tuesday,February,21,Morning,1,0,1,1
111,Sant Martí,Thursday,November,30,Afternoon,2,0,2,2
112,Sant Martí,Wednesday,May,17,Morning,1,0,1,1
113,Sant Martí,Friday,May,12,Morning,0,0,0,2
114,Sant Martí,Wednesday,May,3,Morning,1,0,1,1
115,Sant Martí,Sunday,June,25,Afternoon,3,0,3,4
116,Sant Martí,Thursday,April,20,Afternoon,1,0,1,1
117,Sant Martí,Saturday,August,26,Morning,0,0,0,1
119,Sant Martí,Saturday,October,14,Afternoon,2,0,2,2
121,Sant Martí,Monday,May,22,Morning,1,0,1,2
122,Sant Martí,Monday,March,27,Morning,1,0,1,2
123,Sant Martí,Saturday,April,1,Afternoon,1,0,1,2
124,Sant Martí,Monday,April,10,Afternoon,2,0,2,2
125,Sant Martí,Tuesday,May,16,Morning,1,0,1,2
126,Sant Martí,Tuesday,July,11,Morning,1,0,1,1
127,Sant Martí,Tuesday,January,17,Afternoon,1,0,1,2
128,Sant Martí,Friday,September,15,Morning,1,0,1,2
129,Sant Martí,Tuesday,June,13,Afternoon,1,0,1,2
130,Sant Martí,Tuesday,November,28,Afternoon,1,0,1,2
131,Sant Martí,Monday,December,11,Morning,1,0,1,2
132,Sant Martí,Monday,July,3,Afternoon,1,0,1,2
133,Sant Martí,Friday,September,15,Night,0,0,0,1
134,Sant Martí,Monday,December,4,Afternoon,1,0,1,2
135,Sant Martí,Sunday,October,22,Afternoon,1,0,1,2
136,Sant Martí,Saturday,July,15,Morning,2,0,2,2
138,Sant Martí,Thursday,December,21,Night,2,0,2,1
139,Sant Martí,Saturday,June,17,Night,2,0,2,2
140,Sant Martí,Monday,July,31,Morning,1,0,1,2
141,Sant Martí,Tuesday,August,8,Morning,2,0,2,1
142,Sant Martí,Wednesday,October,18,Morning,0,0,0,2
143,Sant Martí,Saturday,November,4,Afternoon,3,0,3,2
144,Sant Martí,Friday,May,26,Afternoon,2,0,2,2
145,Sant Martí,Thursday,June,29,Afternoon,1,0,1,2
146,Sant Martí,Friday,October,20,Afternoon,1,0,1,2
147,Sant Martí,Saturday,December,16,Afternoon,1,0,1,2
148,Sant Martí,Tuesday,March,28,Morning,1,0,1,2
149,Sant Martí,Friday,November,3,Morning,1,0,1,2
150,Sant Martí,Thursday,July,13,Morning,1,0,1,2
151,Sant Martí,Wednesday,May,31,Morning,2,0,2,2
152,Sant Martí,Tuesday,March,28,Afternoon,1,0,1,2
153,Sant Martí,Friday,January,13,Afternoon,3,0,3,4
154,Sant Martí,Monday,February,13,Afternoon,1,0,1,2
155,Sant Martí,Friday,February,17,Afternoon,4,0,4,4
157,Sant Martí,Saturday,June,17,Afternoon,1,0,1,2
158,Sant Martí,Monday,January,23,Morning,1,0,1,2
159,Sant Martí,Monday,February,6,Morning,1,0,1,2
160,Ciutat Vella,Thursday,May,18,Night,3,0,3,2
161,Ciutat Vella,Thursday,November,16,Afternoon,1,0,1,1
163,Ciutat Vella,Tuesday,July,4,Afternoon,1,0,1,1
164,Ciutat Vella,Thursday,April,20,Afternoon,0,0,0,2
165,Ciutat Vella,Sunday,December,10,Night,1,0,1,2
166,Ciutat Vella,Saturday,May,27,Afternoon,1,0,1,1
167,Ciutat Vella,Sunday,October,29,Afternoon,0,0,0,1
168,Sant Martí,Friday,July,14,Morning,1,0,1,2
169,Sant Martí,Saturday,July,22,Afternoon,1,0,1,1
170,Sant Martí,Tuesday,December,5,Afternoon,1,0,1,1
171,Sant Martí,Friday,November,17,Night,0,0,0,1
172,Sant Martí,Friday,May,19,Afternoon,2,0,2,2
173,Sant Martí,Wednesday,July,12,Morning,1,0,1,2
174,Sant Martí,Friday,September,1,Afternoon,1,0,1,1
175,Sant Martí,Wednesday,December,27,Night,1,0,1,5
176,Sant Martí,Monday,June,26,Night,1,0,1,2
177,Sant Martí,Saturday,October,14,Morning,0,0,0,6
178,Sant Martí,Saturday,January,28,Night,0,0,0,2
179,Ciutat Vella,Friday,November,3,Morning,0,0,0,1
180,Ciutat Vella,Tuesday,February,28,Morning,3,0,3,3
181,Ciutat Vella,Monday,May,8,Afternoon,1,0,1,2
182,Ciutat Vella,Saturday,December,16,Afternoon,1,0,1,2
183,Ciutat Vella,Thursday,April,13,Afternoon,1,0,1,2
184,Ciutat Vella,Thursday,November,16,Afternoon,1,0,1,1
185,Ciutat Vella,Thursday,October,19,Afternoon,1,0,1,2
186,Ciutat Vella,Saturday,December,16,Morning,1,0,1,2
187,Ciutat Vella,Sunday,August,20,Morning,1,0,1,1
188,Ciutat Vella,Friday,August,4,Morning,0,0,0,1
189,Ciutat Vella,Wednesday,June,21,Morning,0,0,0,1
190,Ciutat Vella,Monday,January,30,Morning,1,0,1,1
191,Ciutat Vella,Saturday,April,8,Night,0,0,0,1
192,Ciutat Vella,Saturday,October,14,Morning,2,0,2,1
193,Ciutat Vella,Tuesday,October,31,Afternoon,1,0,1,1
194,Ciutat Vella,Sunday,August,13,Afternoon,1,0,1,2
195,Ciutat Vella,Wednesday,April,5,Afternoon,2,0,2,1
196,Ciutat Vella,Friday,February,17,Morning,1,0,1,2
197,Ciutat Vella,Sunday,July,2,Morning,1,0,1,1
198,Ciutat Vella,Tuesday,January,17,Afternoon,1,0,1,1
199,Ciutat Vella,Sunday,August,13,Night,1,0,1,1
200,Ciutat Vella,Friday,May,12,Afternoon,0,0,0,1
201,Ciutat Vella,Sunday,February,19,Afternoon,1,0,1,1
202,Ciutat Vella,Saturday,October,21,Afternoon,2,0,2,1
203,Ciutat Vella,Thursday,April,13,Afternoon,1,0,1,2
205,Ciutat Vella,Thursday,September,14,Morning,3,0,3,1
206,Ciutat Vella,Wednesday,May,10,Afternoon,1,0,1,2
207,Ciutat Vella,Friday,December,29,Morning,1,0,1,2
208,Ciutat Vella,Saturday,May,13,Afternoon,2,0,2,2
209,Ciutat Vella,Wednesday,February,8,Afternoon,1,0,1,5
210,Ciutat Vella,Sunday,October,15,Afternoon,1,0,1,2
211,Ciutat Vella,Wednesday,May,31,Night,0,1,1,2
212,Ciutat Vella,Wednesday,April,12,Afternoon,0,0,0,2
213,Ciutat Vella,Wednesday,February,1,Morning,1,0,1,2
214,Ciutat Vella,Monday,October,30,Afternoon,1,0,1,2
215,Ciutat Vella,Wednesday,June,14,Afternoon,2,0,2,1
216,Ciutat Vella,Saturday,October,21,Afternoon,1,0,1,2
217,Ciutat Vella,Thursday,May,25,Afternoon,1,0,1,1
218,Ciutat Vella,Tuesday,July,11,Afternoon,2,0,2,1
219,Ciutat Vella,Monday,December,11,Morning,1,0,1,2
220,Ciutat Vella,Monday,January,23,Afternoon,1,0,1,1
221,Ciutat Vella,Wednesday,March,15,Afternoon,3,0,3,2
222,Ciutat Vella,Thursday,August,10,Night,1,0,1,2
223,Ciutat Vella,Wednesday,December,20,Afternoon,2,0,2,2
224,Ciutat Vella,Friday,June,30,Afternoon,1,0,1,2
225,Ciutat Vella,Monday,April,24,Morning,1,0,1,2
226,Ciutat Vella,Friday,October,13,Afternoon,0,0,0,1
227,Ciutat Vella,Monday,February,20,Night,1,0,1,1
228,Ciutat Vella,Sunday,January,29,Morning,1,0,1,2
229,Ciutat Vella,Thursday,March,16,Night,1,0,1,1
230,Ciutat Vella,Wednesday,October,25,Night,1,0,1,2
231,Ciutat Vella,Sunday,June,25,Afternoon,2,0,2,1
232,Ciutat Vella,Friday,June,30,Afternoon,1,0,1,2
234,Ciutat Vella,Friday,October,13,Afternoon,2,0,2,2
235,Ciutat Vella,Sunday,October,15,Morning,0,0,0,2
236,Ciutat Vella,Thursday,April,13,Afternoon,3,0,3,1
237,Ciutat Vella,Friday,May,12,Afternoon,1,0,1,1
239,Ciutat Vella,Tuesday,August,22,Afternoon,1,0,1,1
241,Eixample,Saturday,June,10,Afternoon,1,0,1,2
242,Ciutat Vella,Monday,February,6,Morning,0,0,0,1
243,Ciutat Vella,Tuesday,July,18,Morning,1,0,1,1
244,Eixample,Wednesday,November,15,Afternoon,1,0,1,2
245,Ciutat Vella,Thursday,June,8,Afternoon,1,0,1,2
246,Eixample,Saturday,March,4,Afternoon,1,0,1,2
247,Eixample,Tuesday,August,29,Afternoon,2,0,2,2
248,Eixample,Sunday,March,19,Morning,1,0,1,2
249,Eixample,Saturday,August,5,Morning,1,0,1,2
250,Ciutat Vella,Thursday,April,13,Night,1,0,1,2
251,Ciutat Vella,Friday,January,27,Morning,2,0,2,2
252,Eixample,Friday,April,21,Afternoon,1,0,1,2
253,Eixample,Monday,August,28,Morning,0,0,0,5
254,Eixample,Thursday,November,30,Afternoon,3,0,3,4
255,Eixample,Friday,October,27,Afternoon,2,0,2,2
256,Eixample,Monday,July,3,Night,0,0,0,1
257,Eixample,Wednesday,May,3,Afternoon,0,0,0,2
258,Eixample,Monday,June,12,Morning,0,0,0,3
259,Eixample,Tuesday,December,19,Morning,1,0,1,3
260,Eixample,Wednesday,May,10,Afternoon,1,0,1,2
261,Eixample,Tuesday,February,7,Afternoon,1,0,1,2
262,Eixample,Monday,March,27,Afternoon,1,0,1,2
263,Eixample,Monday,January,9,Night,1,0,1,2
265,Eixample,Wednesday,March,29,Morning,2,0,2,2
266,Eixample,Tuesday,February,7,Morning,1,0,1,1
267,Eixample,Saturday,August,12,Morning,1,0,1,2
269,Eixample,Monday,October,30,Morning,1,0,1,2
270,Eixample,Monday,March,6,Morning,1,0,1,2
271,Eixample,Tuesday,July,18,Night,1,0,1,2
272,Eixample,Friday,December,22,Morning,0,0,0,2
273,Eixample,Thursday,March,30,Morning,1,0,1,2
274,Eixample,Wednesday,July,19,Afternoon,1,0,1,1
276,Eixample,Friday,November,10,Afternoon,1,0,1,2
278,Eixample,Thursday,February,9,Morning,1,0,1,2
279,Eixample,Saturday,March,11,Night,1,0,1,2
280,Eixample,Sunday,March,19,Morning,1,0,1,1
281,Eixample,Friday,February,10,Morning,1,0,1,2
282,Eixample,Tuesday,July,4,Morning,1,0,1,2
283,Eixample,Saturday,July,15,Afternoon,1,0,1,2
285,Eixample,Sunday,January,22,Night,1,0,1,2
286,Eixample,Tuesday,July,18,Morning,2,0,2,1
287,Eixample,Monday,May,15,Morning,1,0,1,1
288,Eixample,Monday,November,27,Morning,2,0,2,2
289,Eixample,Wednesday,April,19,Morning,1,0,1,2
290,Eixample,Friday,February,17,Afternoon,1,0,1,1
291,Eixample,Tuesday,September,19,Morning,2,0,2,1
292,Eixample,Tuesday,July,11,Morning,1,0,1,2
293,Eixample,Saturday,June,10,Afternoon,1,0,1,2
294,Eixample,Monday,November,6,Afternoon,1,0,1,1
295,Eixample,Thursday,May,4,Morning,1,0,1,2
296,Eixample,Monday,May,29,Afternoon,1,0,1,2
297,Eixample,Monday,June,19,Afternoon,1,0,1,2
298,Eixample,Tuesday,September,12,Morning,2,0,2,3
299,Eixample,Saturday,October,21,Afternoon,2,0,2,3
300,Eixample,Wednesday,April,5,Morning,1,0,1,2
301,Eixample,Thursday,November,23,Afternoon,1,0,1,2
302,Eixample,Wednesday,November,22,Afternoon,1,0,1,2
303,Eixample,Wednesday,August,23,Morning,1,0,1,1
304,Eixample,Monday,April,3,Afternoon,0,0,0,2
305,Eixample,Monday,September,18,Night,1,0,1,1
306,Eixample,Tuesday,August,29,Afternoon,1,0,1,2
307,Eixample,Sunday,November,5,Night,0,1,1,1
308,Eixample,Friday,May,26,Afternoon,1,0,1,2
309,Eixample,Monday,May,22,Afternoon,1,0,1,2
311,Eixample,Friday,July,28,Afternoon,1,0,1,2
312,Eixample,Sunday,July,16,Morning,2,0,2,1
313,Eixample,Saturday,October,14,Night,1,0,1,2
314,Eixample,Wednesday,December,13,Afternoon,1,0,1,2
315,Eixample,Wednesday,June,21,Morning,1,0,1,2
317,Eixample,Friday,June,30,Morning,1,0,1,2
318,Eixample,Thursday,December,21,Afternoon,1,0,1,2
319,Eixample,Thursday,February,9,Afternoon,1,0,1,2
320,Eixample,Tuesday,June,27,Afternoon,1,0,1,2
321,Eixample,Friday,October,6,Night,1,0,1,2
323,Eixample,Tuesday,January,3,Morning,1,0,1,2
324,Eixample,Tuesday,January,17,Afternoon,1,0,1,1
325,Eixample,Wednesday,January,18,Morning,1,0,1,2
326,Eixample,Monday,April,10,Afternoon,1,0,1,2
327,Eixample,Wednesday,April,5,Morning,1,0,1,2
328,Eixample,Tuesday,July,25,Afternoon,2,0,2,2
329,Eixample,Thursday,January,5,Afternoon,1,0,1,2
330,Eixample,Sunday,February,5,Night,1,0,1,2
331,Eixample,Sunday,November,26,Morning,1,0,1,1
332,Eixample,Saturday,September,2,Afternoon,2,0,2,2
333,Eixample,Tuesday,August,29,Afternoon,1,0,1,2
334,Eixample,Thursday,March,2,Afternoon,1,0,1,2
335,Eixample,Wednesday,June,28,Afternoon,1,0,1,2
336,Eixample,Friday,May,19,Afternoon,1,0,1,2
337,Eixample,Friday,November,24,Morning,2,0,2,2
338,Eixample,Thursday,November,23,Morning,1,0,1,2
339,Eixample,Saturday,August,5,Morning,1,0,1,2
340,Eixample,Tuesday,April,4,Morning,1,0,1,2
341,Eixample,Thursday,January,19,Morning,1,0,1,4
342,Eixample,Wednesday,June,28,Morning,1,0,1,2
343,Eixample,Tuesday,November,28,Afternoon,1,0,1,2
344,Eixample,Monday,January,2,Afternoon,1,0,1,2
345,Eixample,Sunday,February,5,Afternoon,2,0,2,2
346,Eixample,Thursday,November,30,Morning,2,0,2,2
347,Eixample,Thursday,February,16,Afternoon,1,0,1,2
348,Eixample,Tuesday,September,12,Afternoon,1,0,1,2
349,Eixample,Wednesday,October,18,Morning,1,0,1,2
350,Eixample,Thursday,March,9,Afternoon,1,0,1,2
351,Eixample,Wednesday,December,13,Afternoon,1,0,1,2
352,Eixample,Sunday,October,22,Morning,4,0,4,2
353,Eixample,Saturday,April,1,Afternoon,1,0,1,2
354,Eixample,Tuesday,October,31,Afternoon,1,0,1,2
355,Eixample,Friday,March,17,Morning,1,0,1,2
357,Eixample,Saturday,November,4,Afternoon,1,0,1,2
358,Eixample,Saturday,November,11,Night,1,0,1,2
360,Eixample,Wednesday,June,21,Morning,1,0,1,2
361,Eixample,Saturday,December,16,Night,1,0,1,2
362,Eixample,Wednesday,October,18,Afternoon,1,0,1,2
363,Eixample,Saturday,February,18,Morning,1,0,1,2
364,Eixample,Friday,August,25,Morning,1,0,1,2
365,Eixample,Monday,January,23,Night,2,0,2,2
367,Eixample,Tuesday,March,7,Morning,1,0,1,2
368,Eixample,Sunday,January,8,Afternoon,1,0,1,2
369,Eixample,Wednesday,July,26,Afternoon,1,0,1,2
370,Eixample,Tuesday,September,12,Morning,1,0,1,2
371,Eixample,Friday,November,17,Morning,1,0,1,2
372,Eixample,Friday,December,22,Morning,1,0,1,2
374,Eixample,Thursday,August,10,Morning,1,0,1,2
375,Eixample,Monday,April,10,Afternoon,1,0,1,2
376,Eixample,Wednesday,August,9,Afternoon,1,0,1,1
377,Eixample,Saturday,December,16,Morning,1,0,1,1
378,Eixample,Monday,August,14,Morning,1,0,1,2
379,Eixample,Monday,May,22,Afternoon,1,0,1,2
380,Eixample,Sunday,June,18,Afternoon,1,0,1,2
381,Eixample,Tuesday,October,24,Morning,1,0,1,2
382,Eixample,Saturday,September,16,Afternoon,5,0,5,2
383,Eixample,Wednesday,December,20,Afternoon,1,0,1,2
384,Eixample,Thursday,June,29,Afternoon,1,0,1,2
385,Eixample,Wednesday,October,18,Morning,1,0,1,2
386,Eixample,Wednesday,May,31,Morning,0,0,0,2
387,Eixample,Monday,July,10,Afternoon,1,0,1,2
388,Eixample,Wednesday,September,13,Morning,2,0,2,2
389,Eixample,Friday,October,27,Afternoon,1,0,1,2
390,Eixample,Saturday,February,25,Afternoon,1,0,1,2
391,Eixample,Tuesday,January,3,Afternoon,1,0,1,2
392,Eixample,Thursday,December,28,Afternoon,2,0,2,2
394,Eixample,Sunday,August,20,Morning,0,1,1,2
395,Eixample,Tuesday,October,10,Afternoon,1,0,1,2
396,Eixample,Thursday,June,8,Morning,1,0,1,2
398,Eixample,Monday,October,9,Morning,1,0,1,2
399,Eixample,Thursday,April,20,Afternoon,1,0,1,2
400,Eixample,Thursday,February,16,Afternoon,1,0,1,2
401,Eixample,Monday,October,16,Morning,1,0,1,1
402,Eixample,Tuesday,January,17,Morning,1,0,1,3
403,Eixample,Saturday,June,10,Morning,1,0,1,2
404,Eixample,Friday,May,12,Morning,1,0,1,2
405,Eixample,Wednesday,April,12,Morning,1,0,1,2
406,Eixample,Friday,October,27,Night,1,0,1,2
407,Eixample,Thursday,June,1,Afternoon,1,0,1,2
408,Eixample,Friday,July,7,Morning,2,0,2,2
409,Eixample,Monday,October,2,Morning,1,0,1,2
410,Eixample,Monday,December,18,Afternoon,1,0,1,2
412,Eixample,Wednesday,August,9,Morning,1,0,1,2
414,Eixample,Sunday,May,21,Afternoon,1,0,1,2
415,Eixample,Thursday,May,18,Morning,1,0,1,2
416,Eixample,Sunday,January,29,Morning,1,0,1,2
417,Eixample,Friday,February,10,Afternoon,1,0,1,3
418,Eixample,Tuesday,December,19,Morning,1,0,1,2
419,Eixample,Thursday,October,19,Morning,1,0,1,1
420,Eixample,Saturday,July,1,Morning,0,0,0,2
421,Eixample,Tuesday,April,11,Afternoon,2,0,2,2
422,Eixample,Monday,February,6,Afternoon,1,0,1,1
423,Eixample,Wednesday,March,29,Morning,1,0,1,2
424,Eixample,Monday,September,18,Morning,2,0,2,3
425,Eixample,Wednesday,April,12,Afternoon,2,0,2,3
426,Eixample,Thursday,November,30,Afternoon,1,0,1,1
428,Eixample,Friday,September,29,Afternoon,0,1,1,2
429,Eixample,Monday,March,6,Night,1,0,1,2
430,Eixample,Wednesday,June,21,Morning,2,0,2,2
431,Eixample,Friday,November,17,Afternoon,3,0,3,2
433,Eixample,Friday,December,1,Night,1,0,1,2
434,Eixample,Monday,April,10,Afternoon,1,0,1,1
435,Eixample,Monday,October,9,Afternoon,1,0,1,2
436,Eixample,Friday,June,9,Morning,1,0,1,2
437,Eixample,Monday,May,29,Afternoon,1,0,1,2
438,Eixample,Tuesday,September,19,Morning,1,0,1,2
439,Eixample,Wednesday,January,4,Afternoon,2,0,2,2
440,Eixample,Friday,November,3,Afternoon,1,0,1,2
441,Eixample,Saturday,January,28,Afternoon,1,0,1,2
442,Eixample,Wednesday,December,13,Morning,2,0,2,2
443,Eixample,Thursday,February,9,Morning,1,0,1,2
444,Eixample,Tuesday,September,26,Morning,1,0,1,2
445,Eixample,Monday,May,15,Afternoon,1,0,1,2
447,Eixample,Thursday,August,24,Morning,1,0,1,2
448,Eixample,Wednesday,July,26,Afternoon,1,0,1,1
449,Eixample,Monday,April,3,Morning,1,0,1,2
450,Eixample,Sunday,September,17,Night,0,0,0,1
451,Eixample,Monday,October,30,Afternoon,1,0,1,1
452,Eixample,Wednesday,June,21,Morning,1,0,1,3
453,Eixample,Thursday,August,31,Afternoon,1,0,1,2
454,Eixample,Friday,July,21,Afternoon,1,0,1,2
455,Eixample,Monday,August,7,Morning,2,0,2,2
457,Eixample,Thursday,September,7,Morning,0,0,0,1
458,Eixample,Friday,November,10,Afternoon,2,0,2,2
459,Eixample,Friday,September,29,Afternoon,1,0,1,2
460,Eixample,Thursday,July,13,Afternoon,2,0,2,2
461,Eixample,Wednesday,March,1,Afternoon,1,0,1,2
462,Eixample,Sunday,May,7,Morning,1,0,1,4
463,Eixample,Wednesday,December,27,Afternoon,1,0,1,2
464,Eixample,Wednesday,July,19,Morning,1,0,1,4
465,Eixample,Wednesday,December,20,Afternoon,1,0,1,3
466,Eixample,Monday,January,9,Afternoon,1,0,1,2
467,Eixample,Monday,November,20,Night,2,0,2,2
468,Eixample,Monday,August,7,Morning,1,0,1,2
469,Eixample,Wednesday,July,12,Morning,2,0,2,1
470,Eixample,Thursday,May,4,Afternoon,2,0,2,2
471,Eixample,Thursday,December,14,Morning,2,0,2,3
472,Eixample,Thursday,April,20,Morning,1,0,1,1
473,Eixample,Tuesday,June,13,Morning,1,0,1,1
474,Eixample,Thursday,July,27,Morning,1,0,1,3
475,Eixample,Monday,October,16,Afternoon,1,0,1,1
476,Eixample,Friday,February,17,Afternoon,1,0,1,2
477,Eixample,Friday,November,24,Afternoon,1,0,1,2
478,Eixample,Thursday,March,16,Afternoon,1,0,1,1
479,Eixample,Monday,October,9,Morning,1,0,1,3
480,Eixample,Tuesday,October,24,Morning,1,0,1,2
481,Eixample,Sunday,January,15,Morning,1,0,1,2
483,Eixample,Wednesday,September,13,Morning,1,0,1,2
484,Eixample,Friday,July,28,Afternoon,1,0,1,1
485,Eixample,Wednesday,July,5,Afternoon,1,0,1,3
486,Eixample,Wednesday,May,3,Morning,1,0,1,2
487,Eixample,Wednesday,January,11,Morning,1,0,1,3
488,Eixample,Wednesday,November,29,Afternoon,0,0,0,2
489,Eixample,Friday,February,24,Afternoon,1,0,1,2
490,Eixample,Friday,March,31,Afternoon,1,0,1,2
491,Eixample,Tuesday,July,25,Afternoon,1,0,1,2
492,Eixample,Tuesday,May,2,Morning,1,1,2,2
493,Eixample,Friday,November,24,Morning,1,0,1,2
494,Eixample,Friday,January,13,Morning,1,0,1,2
496,Eixample,Wednesday,May,10,Morning,1,0,1,2
497,Eixample,Friday,December,22,Morning,1,0,1,2
498,Eixample,Tuesday,November,21,Morning,1,0,1,2
499,Eixample,Monday,August,7,Afternoon,1,0,1,1
500,Eixample,Sunday,December,3,Morning,3,0,3,2
501,Eixample,Saturday,September,30,Night,1,0,1,2
502,Eixample,Friday,July,28,Morning,1,0,1,2
503,Eixample,Saturday,December,9,Afternoon,2,0,2,2
504,Eixample,Wednesday,March,15,Afternoon,1,0,1,1
505,Eixample,Wednesday,May,17,Night,1,0,1,2
