,Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
0,2017S008429    ,Unknown,Unknown,Número 27                                         ,Friday,October,13,8,Morning,2,0,2,2,2.12562442,41.34004482
1,2017S007316    ,Unknown,Unknown,Número 3 Zona Franca / Número 50 Zona Franca      ,Friday,September,1,13,Morning,2,0,2,2,2.12045245,41.33942606
3,2017S006364    ,Unknown,Unknown,Número 3 Zona Franca                              ,Friday,July,21,2,Night,1,0,1,2,2.12452894,41.33766786
4,2017S004615    ,Sant Martí,el Camp de l'Arpa del Clot,Las Navas de Tolosa                               ,Thursday,May,25,14,Afternoon,1,0,1,3,2.1852720000000003,41.416365
5,2017S007775    ,Sant Martí,el Camp de l'Arpa del Clot,Indústria / Trinxant                              ,Wednesday,September,20,12,Morning,1,0,1,2,2.183245,41.416336
6,2017S004484    ,Sant Martí,el Camp de l'Arpa del Clot,Trinxant / Indústria                              ,Saturday,May,20,21,Afternoon,1,0,1,2,2.183245,41.416336
7,2017S010680    ,Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Tuesday,December,26,20,Afternoon,2,0,2,1,2.183561,41.416371999999996
8,2017S005152    ,Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Monday,June,12,15,Afternoon,1,0,1,1,2.184059,41.416763
9,2017S003932    ,Sant Martí,el Camp de l'Arpa del Clot,Maragall                                          ,Wednesday,May,3,20,Afternoon,1,0,1,1,2.181225,41.413958
10,2017S010348    ,Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Thursday,December,14,20,Afternoon,1,0,1,2,2.18229,41.415772
11,2017S000245    ,Sant Martí,el Camp de l'Arpa del Clot,ST ANTONI M CLARET / Pg Maragall                  ,Wednesday,January,11,7,Morning,1,0,1,2,2.180453,41.41579
12,2017S005695    ,Sant Martí,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret / Guinardó               ,Friday,June,30,12,Morning,1,0,1,2,2.18114,41.416295
13,2017S007384    ,Sant Martí,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret                          ,Monday,September,4,16,Afternoon,0,1,1,2,2.176324,41.412546
14,2017S008080    ,Sant Martí,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret                          ,Saturday,September,30,19,Afternoon,1,0,1,2,2.176324,41.412546
16,2017S002410    ,Sant Martí,el Camp de l'Arpa del Clot,CÒRSEGA / Dos de Maig                             ,Saturday,March,25,14,Afternoon,4,0,4,2,2.1777189999999997,41.410323
17,2017S009296    ,Sant Martí,el Camp de l'Arpa del Clot,Indústria                                         ,Thursday,November,9,22,Night,1,0,1,1,2.17674,41.411445
18,2017S010102    ,Sant Martí,el Camp de l'Arpa del Clot,Rosselló / Independència                          ,Monday,December,4,0,Night,2,0,2,2,2.1801,41.410287
19,2017S002158    ,Sant Martí,el Camp de l'Arpa del Clot,VALÈNCIA                                          ,Friday,March,17,16,Afternoon,1,0,1,2,2.1848549999999998,41.408993
20,2017S007606    ,Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Thursday,September,14,14,Afternoon,1,0,1,2,2.154877,41.38621
21,2017S007805    ,Sant Martí,el Camp de l'Arpa del Clot,València / Independència                          ,Wednesday,September,20,20,Afternoon,0,1,1,2,2.183407,41.407785
22,2017S008987    ,Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Monday,October,30,20,Afternoon,1,0,1,2,2.1840330000000003,41.408102
23,2017S002244    ,Sant Martí,el Camp de l'Arpa del Clot,ARAGÓ / Corunya                                   ,Monday,March,20,19,Afternoon,1,0,1,2,2.185732,41.407803
24,2017S001012    ,Sant Martí,el Camp de l'Arpa del Clot,MALLORCA                                          ,Tuesday,February,7,11,Morning,1,0,1,1,2.181775,41.408393
25,2017S009722    ,Sant Martí,el Camp de l'Arpa del Clot,Mallorca                                          ,Wednesday,November,22,20,Afternoon,1,0,1,2,2.181955,41.408528999999994
26,2017S001895    ,Sant Martí,el Camp de l'Arpa del Clot,DOS DE MAIG / Mallorca                            ,Wednesday,March,8,12,Morning,1,0,1,2,2.181123,41.407749
27,2017S008277    ,Sant Martí,el Camp de l'Arpa del Clot,Mallorca / Dos de Maig                            ,Saturday,October,7,6,Morning,2,0,2,4,2.181123,41.407749
28,2017S004380    ,Sant Martí,el Camp de l'Arpa del Clot,València / Independència                          ,Wednesday,May,17,13,Morning,0,0,0,2,2.183407,41.407785
29,2017S001233    ,Sant Martí,el Camp de l'Arpa del Clot,VALÈNCIA                                          ,Tuesday,February,14,16,Afternoon,1,0,1,1,2.1857509999999998,41.409684000000006
30,2017S007303    ,Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Thursday,August,31,21,Afternoon,0,1,1,1,2.185811,41.409729999999996
31,2017S007003    ,Sant Martí,el Camp de l'Arpa del Clot,Aragó / Corunya                                   ,Tuesday,August,15,18,Afternoon,1,0,1,2,2.185732,41.407803
32,2017S000893    ,Sant Martí,el Camp de l'Arpa del Clot,ARAGÓ                                             ,Thursday,February,2,9,Morning,1,0,1,2,2.18647,41.408498
33,2017S001163    ,Sant Martí,el Camp de l'Arpa del Clot,AV MERIDIANA / Aragó                              ,Saturday,February,11,15,Afternoon,1,0,1,2,2.186855,41.408522999999995
34,2017S007277    ,Sant Martí,el Camp de l'Arpa del Clot,Independència / Enamorats                         ,Thursday,August,31,7,Morning,2,0,2,3,2.183965,41.407337
35,2017S002245    ,Sant Martí,el Clot,AV MERIDIANA / Sèquia Comtal                      ,Monday,March,20,19,Afternoon,1,0,1,1,2.186855,41.408522999999995
36,2017S009302    ,Sant Martí,el Clot,Meridiana                                         ,Friday,November,10,11,Morning,1,0,1,1,2.187185,41.408131
37,2017S002101    ,Sant Martí,el Clot,INDEPENDÈNCIA / Aragó                             ,Wednesday,March,15,23,Night,1,0,1,1,2.18452,41.406912
38,2017S005169    ,Sant Martí,el Clot,Corts Catalanes / Glòries Catalanes               ,Tuesday,June,13,9,Morning,1,0,1,2,2.185863,41.402617
39,2017S006669    ,Sant Martí,el Clot,Corts Catalanes                                   ,Tuesday,August,1,19,Afternoon,1,0,1,2,2.188084,41.404624
40,2017S005643    ,Sant Martí,el Clot,Badajoz / Diagonal                                ,Wednesday,June,28,19,Afternoon,1,0,1,2,2.188682,41.403765
41,2017S000296    ,Sant Martí,el Clot,INDEPENDÈNCIA / Av Meridiana                      ,Thursday,January,12,12,Morning,1,0,1,2,2.1868540000000003,41.405403
42,2017S000609    ,Sant Martí,el Clot,ARAGÓ                                             ,Monday,January,23,16,Afternoon,1,0,1,2,2.185564,41.407540999999995
43,2017S005444    ,Sant Martí,Sant Martí de Provençals,Corts Catalanes                                   ,Wednesday,June,21,19,Afternoon,1,0,1,1,2.196643,41.411561
44,2017S007332    ,Sant Martí,Sant Martí de Provençals,Corts Catalanes / Espronceda                      ,Friday,September,1,18,Afternoon,0,0,0,1,2.197063,41.411044
45,2017S000726    ,Sant Martí,Sant Martí de Provençals,RBLA GUIPÚSCOA / Espronceda                       ,Friday,January,27,17,Afternoon,2,0,2,2,2.193542,41.413696
46,2017S001891    ,Sant Martí,Sant Martí de Provençals,RBLA GUIPÚSCOA                                    ,Wednesday,March,8,10,Morning,1,0,1,2,2.194216,41.414467
47,2017S000532    ,Sant Martí,el Clot,INDEPENDÈNCIA                                     ,Friday,January,20,11,Morning,1,0,1,2,2.186061,41.405891
48,2017S006453    ,Sant Martí,el Clot,Consell de Cent / Independència                   ,Monday,July,24,15,Afternoon,1,0,1,2,2.185657,41.406065000000005
49,2017S004345    ,Sant Martí,el Camp de l'Arpa del Clot,València                                          ,Tuesday,May,16,13,Morning,1,0,1,2,2.186425,41.409909999999996
50,2017S000869    ,Sant Martí,el Camp de l'Arpa del Clot,AV MERIDIANA                                      ,Wednesday,February,1,18,Afternoon,1,0,1,2,2.186557,41.409003999999996
51,2017S001562    ,Sant Martí,el Camp de l'Arpa del Clot,AV MERIDIANA                                      ,Saturday,February,25,8,Morning,1,0,1,2,2.18656,41.410613
52,2017S009772    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana / València                              ,Friday,November,24,8,Morning,2,0,2,3,2.186877,41.410354
53,2017S007600    ,Sant Martí,el Clot,Bilbao / Aragó                                    ,Wednesday,September,13,23,Night,1,0,1,5,2.191279,41.411972999999996
54,2017S000137    ,Sant Martí,el Clot,ARAGÓ                                             ,Friday,January,6,22,Night,1,0,1,2,2.1884,41.410069
55,2017S008267    ,Sant Martí,el Clot,Corts Catalanes / Poblenou                        ,Friday,October,6,20,Afternoon,1,0,1,2,2.192552,41.407639
56,2017S007951    ,Sant Martí,el Clot,Concili de Trento / Lope de Vega                  ,Tuesday,September,26,12,Morning,1,0,1,1,2.193547,41.411986999999996
57,2017S006854    ,Sant Martí,el Clot,Aragó / Las Navas de Tolosa                       ,Tuesday,August,8,23,Night,1,0,1,2,2.191279,41.411972999999996
58,2017S006079    ,Sant Martí,el Clot,València                                          ,Wednesday,July,12,17,Afternoon,1,0,1,1,2.187637,41.410827000000005
59,2017S004641    ,Sant Martí,el Clot,Lope de Vega / Concili de Trento                  ,Friday,May,26,8,Morning,1,0,1,3,2.193547,41.411986999999996
60,2017S003623    ,Sant Martí,el Clot,Meridiana / Trinxant                              ,Sunday,April,23,11,Morning,1,0,1,2,2.186892,41.413523
61,2017S008103    ,Sant Martí,el Clot,Las Navas de Tolosa / Múrcia                      ,Sunday,October,1,21,Afternoon,2,0,2,2,2.187887,41.414538
62,2017S003940    ,Sant Martí,el Clot,Bilbao                                            ,Thursday,May,4,10,Morning,1,0,1,3,2.19303,41.410796000000005
63,2017S006732    ,Sant Martí,la Verneda i la Pau,Concili de Trento / Extremadura                   ,Wednesday,August,2,11,Morning,1,0,1,2,2.211398,41.421881
64,2017S003914    ,Sant Martí,el Besòs i el Maresme,Litoral (Llobregat)                               ,Wednesday,May,3,11,Morning,4,0,4,2,2.221726,41.410514
65,2017S001257    ,Sant Martí,la Verneda i la Pau,RBLA PRIM / Rbla Guipúscoa                        ,Wednesday,February,15,1,Night,1,0,1,2,2.2049090000000002,41.422204
66,2017S010414    ,Sant Martí,el Besòs i el Maresme,Eduard Maristany                                  ,Saturday,December,16,18,Afternoon,1,0,1,2,2.22051,41.412138
67,2017S003078    ,Sant Martí,el Besòs i el Maresme,Prim                                              ,Monday,April,3,19,Afternoon,0,0,0,1,2.216609,41.413737
68,2017S010707    ,Sant Martí,Sant Martí de Provençals,Guipúscoa / Agricultura                           ,Wednesday,December,27,16,Afternoon,2,0,2,2,2.2003630000000003,41.418811
69,2017S009012    ,Sant Martí,Sant Martí de Provençals,Cantàbria / Concili de Trento                     ,Tuesday,October,31,19,Afternoon,1,0,1,2,2.202633,41.418803000000004
70,2017S005997    ,Sant Martí,la Verneda i la Pau,Guipúscoa                                         ,Monday,July,10,15,Afternoon,2,0,2,1,2.201852,41.419652
71,2017S005176    ,Sant Martí,la Verneda i la Pau,Santander / Ca n'Oliva                            ,Tuesday,June,13,14,Afternoon,1,0,1,3,2.201282,41.426638
72,2017S000123    ,Sant Martí,la Verneda i la Pau,SANTANDER                                         ,Thursday,January,5,17,Afternoon,2,0,2,2,2.20173,41.427479999999996
73,2017S005072    ,Sant Martí,la Verneda i la Pau,Santander                                         ,Friday,June,9,17,Afternoon,1,0,1,2,2.2005529999999998,41.426415999999996
74,2017S007144    ,Sant Martí,la Verneda i la Pau,Guipúscoa                                         ,Wednesday,August,23,20,Afternoon,1,0,1,1,2.2024,41.420066
75,2017S000944    ,Sant Martí,Sant Martí de Provençals,CANTÀBRIA                                         ,Friday,February,3,20,Afternoon,1,0,1,1,2.2043220000000003,41.417325
76,2017S000612    ,Sant Martí,la Verneda i la Pau,CANTÀBRIA                                         ,Monday,January,23,18,Afternoon,1,0,1,3,2.198959,41.423403
77,2017S002424    ,Sant Martí,la Verneda i la Pau,SANTANDER                                         ,Sunday,March,26,6,Morning,1,0,1,1,2.198539,41.42411
78,2017S008874    ,Sant Martí,Provençals del Poblenou,Diagonal / Bac de Roda                            ,Thursday,October,26,21,Afternoon,1,0,1,2,2.2039619999999998,41.407568
79,2017S003235    ,Sant Martí,el Besòs i el Maresme,Prim                                              ,Friday,April,7,18,Afternoon,0,0,0,2,2.21694,41.412696999999994
80,2017S006914    ,Sant Martí,el Besòs i el Maresme,Prim / Pujades                                    ,Friday,August,11,15,Afternoon,1,0,1,2,2.216424,41.413489
81,2017S001120    ,Sant Martí,Provençals del Poblenou,PERE IV                                           ,Friday,February,10,10,Morning,2,0,2,2,2.20713,41.414859
82,2017S004843    ,Sant Martí,el Besòs i el Maresme,Llull                                             ,Friday,June,2,6,Morning,1,0,1,1,2.216113,41.411226
83,2017S002075    ,Sant Martí,Provençals del Poblenou,SELVA DE MAR / Veneçuela                          ,Wednesday,March,15,8,Morning,2,0,2,1,2.20736,41.410118
84,2017S008856    ,Sant Martí,Provençals del Poblenou,Diagonal / Bac de Roda                            ,Thursday,October,26,8,Morning,1,0,1,1,2.2039619999999998,41.407568
85,2017S004209    ,Sant Martí,el Besòs i el Maresme,Maresme / Bolívia                                 ,Friday,May,12,0,Night,2,0,2,2,2.209648,41.416875
86,2017S008566    ,Sant Martí,el Poblenou,Ramon Turró / Ciutat de Granada                   ,Wednesday,October,18,9,Morning,3,0,3,2,2.199459,41.397299
87,2017S002006    ,Sant Martí,el Poblenou,AV LITORAL                                        ,Sunday,March,12,4,Night,1,0,1,1,2.2087060000000003,41.397420000000004
88,2017S004941    ,Sant Martí,el Poblenou,Llull                                             ,Tuesday,June,6,9,Morning,1,0,1,2,2.19633,41.396815000000004
89,2017S002347    ,Sant Martí,el Poblenou,LLULL / Ciutat de Granada                         ,Thursday,March,23,19,Afternoon,1,0,1,2,2.198332,41.398139
90,2017S010097    ,Sant Martí,el Poblenou,Badajoz / Icària                                  ,Sunday,December,3,13,Morning,1,0,1,2,2.200803,41.394523
91,2017S000122    ,Sant Martí,el Poblenou,RBLA PRIM / GV Corts Catalanes                    ,Thursday,January,5,19,Afternoon,0,0,0,1,2.208398,41.419569
92,2017S003738    ,Sant Martí,Provençals del Poblenou,Espronceda                                        ,Thursday,April,27,10,Morning,1,0,1,2,2.2018560000000003,41.407389
94,2017S001061    ,Sant Martí,Provençals del Poblenou,CTRA C-31                                         ,Wednesday,February,8,17,Afternoon,0,0,0,3,2.205805,41.417384000000006
95,2017S007904    ,Sant Martí,Provençals del Poblenou,Corts Catalanes / Bac de Roda                     ,Sunday,September,24,9,Morning,1,0,1,4,2.1981900000000003,41.411891
96,2017S010082    ,Sant Martí,Provençals del Poblenou,Espronceda / Corts Catalanes                      ,Saturday,December,2,13,Morning,0,0,0,1,2.197063,41.411044
97,2017S004702    ,Sant Martí,Provençals del Poblenou,C-31                                              ,Sunday,May,28,8,Morning,2,0,2,2,2.19735,41.411031
98,2017S008946    ,Sant Martí,Provençals del Poblenou,Marroc / Bac de Roda                              ,Sunday,October,29,17,Afternoon,1,0,1,1,2.201731,41.409239
99,2017S006672    ,Sant Martí,Provençals del Poblenou,C-31                                              ,Tuesday,August,1,21,Afternoon,1,0,1,2,2.193034,41.407835
100,2017S005878    ,Sant Martí,Provençals del Poblenou,Corts Catalanes / Selva de Mar                    ,Wednesday,July,5,16,Afternoon,0,0,0,2,2.201634,41.414446999999996
101,2017S009684    ,Sant Martí,Provençals del Poblenou,Josep Pla / Perú                                  ,Tuesday,November,21,22,Night,1,0,1,2,2.206224,41.416095
102,2017S001113    ,Sant Martí,Provençals del Poblenou,BILBAO / GV Corts Catalanes                       ,Friday,February,10,9,Morning,1,0,1,1,2.194859,41.409289
103,2017S003816    ,Sant Martí,Provençals del Poblenou,Perú / Selva de Mar                               ,Saturday,April,29,14,Afternoon,1,0,1,2,2.2028939999999997,41.413519
104,2017S005995    ,Sant Martí,Provençals del Poblenou,Perú                                              ,Monday,July,10,14,Afternoon,1,0,1,1,2.205048,41.414983
105,2017S000591    ,Sant Martí,Provençals del Poblenou,SELVA DE MAR / GV Corts Catalanes                 ,Sunday,January,22,19,Afternoon,1,0,1,1,2.201634,41.414446999999996
106,2017S001862    ,Sant Martí,Provençals del Poblenou,PERE IV / Fluvià                                  ,Tuesday,March,7,9,Morning,1,0,1,2,2.2030380000000003,41.40997
108,2017S007682    ,Sant Martí,Provençals del Poblenou,Diagonal / Bilbao                                 ,Saturday,September,16,22,Night,1,0,1,2,2.198352,41.406690000000005
109,2017S004402    ,Sant Martí,Provençals del Poblenou,Perú / Poblenou                                   ,Thursday,May,18,10,Morning,1,0,1,2,2.193796,41.406675
110,2017S001437    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,PROVENÇALS / Pujades                              ,Tuesday,February,21,8,Morning,1,0,1,1,2.208511,41.407540000000004
111,2017S009997    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda / Diagonal                            ,Thursday,November,30,19,Afternoon,2,0,2,2,2.20452,41.407344
112,2017S004372    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,Wednesday,May,17,9,Morning,1,0,1,1,2.210245,41.404509000000004
113,2017S004224    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,Friday,May,12,12,Morning,0,0,0,2,2.209333,41.403729
114,2017S003904    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal                                          ,Wednesday,May,3,7,Morning,1,0,1,1,2.209629,41.40958
115,2017S005550    ,Sant Martí,el Poblenou,Bilbao / Ramon Turró                              ,Sunday,June,25,20,Afternoon,3,0,3,4,2.205233,41.401617
116,2017S003533    ,Sant Martí,el Poblenou,Tànger / Poblenou                                 ,Thursday,April,20,17,Afternoon,1,0,1,1,2.196057,41.404944
117,2017S007185    ,Sant Martí,el Poblenou,Antic de València                                 ,Saturday,August,26,9,Morning,0,0,0,1,2.202391,41.406085
118,2017S003838    ,Sant Martí,el Poblenou,Pujades                                           ,Sunday,April,30,11,Morning,2,0,2,3,2.200855,41.401938
119,2017S008465    ,Sant Martí,el Poblenou,Litoral (Besòs)                                   ,Saturday,October,14,18,Afternoon,2,0,2,2,2.204611,41.393827
120,2017S003629    ,Sant Martí,el Poblenou,Litoral (Besòs)                                   ,Sunday,April,23,15,Afternoon,5,0,5,5,2.2018,41.392004
121,2017S004526    ,Sant Martí,el Poblenou,Litoral (Llobregat)                               ,Monday,May,22,9,Morning,1,0,1,2,2.205981,41.395376
122,2017S002436    ,Sant Martí,el Poblenou,RDA LITORAL(LLOBRE                                ,Monday,March,27,8,Morning,1,0,1,2,2.203103,41.393091999999996
123,2017S003016    ,Sant Martí,el Parc i la Llacuna del Poblenou,Buenaventura Muñoz / Meridiana                    ,Saturday,April,1,18,Afternoon,1,0,1,2,2.1868689999999997,41.393128999999995
124,2017S003290    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina / Llull                                    ,Monday,April,10,15,Afternoon,2,0,2,2,2.190224,41.392272999999996
125,2017S004342    ,Sant Martí,el Parc i la Llacuna del Poblenou,Almogàvers / Sardenya                             ,Tuesday,May,16,12,Morning,1,0,1,2,2.1858049999999998,41.393971
126,2017S006013    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina / Buenaventura Muñoz                       ,Tuesday,July,11,9,Morning,1,0,1,1,2.187949,41.393957
127,2017S000456    ,Sant Martí,el Parc i la Llacuna del Poblenou,ALMOGÀVERS                                        ,Tuesday,January,17,14,Afternoon,1,0,1,2,2.1897349999999998,41.396734
128,2017S007632    ,Sant Martí,el Parc i la Llacuna del Poblenou,Castillejos / Meridiana                           ,Friday,September,15,9,Morning,1,0,1,2,2.1869509999999996,41.399893
129,2017S005194    ,Sant Martí,el Parc i la Llacuna del Poblenou,Llull / Zamora                                    ,Tuesday,June,13,21,Afternoon,1,0,1,2,2.1925470000000002,41.393928
130,2017S009929    ,Sant Martí,el Parc i la Llacuna del Poblenou,Buenaventura Muñoz / Meridiana                    ,Tuesday,November,28,18,Afternoon,1,0,1,2,2.1868689999999997,41.393128999999995
131,2017S010245    ,Sant Martí,el Parc i la Llacuna del Poblenou,Glòries Catalanes                                 ,Monday,December,11,10,Morning,1,0,1,2,2.1880330000000003,41.402572
132,2017S005770    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Monday,July,3,16,Afternoon,1,0,1,2,2.2096400000000003,41.400669
133,2017S007662    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària / Provençals                         ,Friday,September,15,23,Night,0,0,0,1,2.213772,41.403526
134,2017S010115    ,Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal / Ciutat de Granada                      ,Monday,December,4,14,Afternoon,1,0,1,2,2.1903669999999997,41.404181
135,2017S008757    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Sunday,October,22,15,Afternoon,1,0,1,2,2.21088,41.400104
136,2017S008323    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Saturday,July,15,13,Morning,2,0,2,2,2.215322,41.404969
137,2017S007902    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària                                      ,Sunday,September,24,4,Night,1,0,1,1,2.218669,41.407651
138,2017S010551    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Thursday,December,21,2,Night,2,0,2,1,2.222171,41.411355
139,2017S005323    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Josep Pla / Garcia Fària                          ,Saturday,June,17,22,Night,2,0,2,2,2.218332,41.406911
140,2017S006639    ,Sant Martí,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Monday,July,31,8,Morning,1,0,1,2,2.194493,41.399488
141,2017S006839    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,B-10 (Llobregat)                                  ,Tuesday,August,8,13,Morning,2,0,2,1,2.217908,41.405822
142,2017S008561    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Wednesday,October,18,7,Morning,0,0,0,2,2.217908,41.405822
143,2017S009139    ,Sant Martí,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Saturday,November,4,20,Afternoon,3,0,3,2,2.193389,41.400040000000004
144,2017S004670    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Friday,May,26,21,Afternoon,2,0,2,2,2.214286,41.402570000000004
145,2017S005668    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral                                           ,Thursday,June,29,19,Afternoon,1,0,1,2,2.201548,41.391096999999995
146,2017S008675    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda                                       ,Friday,October,20,17,Afternoon,1,0,1,2,2.2111259999999997,41.401901
147,2017S010420    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Saturday,December,16,19,Afternoon,1,0,1,2,2.213735,41.402829
148,2017S002461    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,CTRA B-10 (LLOBRE)                                ,Tuesday,March,28,7,Morning,1,0,1,2,2.213735,41.402829
149,2017S009070    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat)                               ,Friday,November,3,7,Morning,1,0,1,2,2.2128799999999997,41.402187
150,2017S006098    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Llevant / Diagonal                                ,Thursday,July,13,12,Morning,1,0,1,2,2.219305,41.411328000000005
151,2017S004792    ,Sant Martí,el Parc i la Llacuna del Poblenou,Badajoz                                           ,Wednesday,May,31,13,Morning,2,0,2,2,2.190701,41.402084
152,2017S002477    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Tuesday,March,28,15,Afternoon,1,0,1,2,2.2147580000000002,41.403345
153,2017S000327    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Friday,January,13,14,Afternoon,3,0,3,4,2.217285,41.4053
154,2017S001205    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(LLOBRE                                ,Monday,February,13,18,Afternoon,1,0,1,2,2.218003,41.406044
155,2017S001333    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RDA LITORAL(BESÒS)                                ,Friday,February,17,14,Afternoon,4,0,4,4,2.21559,41.404004
157,2017S005303    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària / Bac de Roda                        ,Saturday,June,17,20,Afternoon,1,0,1,2,2.2115110000000002,41.401814
158,2017S000604    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,RAMON TURRÓ / Ferrers                             ,Monday,January,23,10,Morning,1,0,1,2,2.21028,41.405466
159,2017S000982    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,SELVA DE MAR / Pg Taulat                          ,Monday,February,6,7,Morning,1,0,1,2,2.213302,41.405646000000004
160,2017S004394    ,Ciutat Vella,el Raval,Josep Carner / Drassanes                          ,Thursday,May,18,0,Night,3,0,3,2,2.176656,41.374429
161,2017S009532    ,Ciutat Vella,el Raval,Carme                                             ,Thursday,November,16,20,Afternoon,1,0,1,1,2.167196,41.380288
163,2017S005824    ,Ciutat Vella,el Raval,Portal de la Pau                                  ,Tuesday,July,4,19,Afternoon,1,0,1,1,2.176835,41.375294
164,2017S003530    ,Ciutat Vella,el Raval,Portal de Santa Madrona                           ,Thursday,April,20,16,Afternoon,0,0,0,2,2.173452,41.375058
165,2017S010224    ,Ciutat Vella,el Raval,Litoral (Besòs)                                   ,Sunday,December,10,0,Night,1,0,1,2,2.1762919999999997,41.372365
166,2017S004690    ,Ciutat Vella,el Raval,Drassanes                                         ,Saturday,May,27,15,Afternoon,1,0,1,1,2.176311,41.374765999999994
167,2017S008950    ,Ciutat Vella,el Raval,Litoral (Llobregat)                               ,Sunday,October,29,21,Afternoon,0,0,0,1,2.1776240000000002,41.374301
168,2017S006138    ,Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta / Àlaba                             ,Friday,July,14,10,Morning,1,0,1,2,2.197259,41.393964000000004
169,2017S006412    ,Sant Martí,la Vila Olímpica del Poblenou,Gregal                                            ,Saturday,July,22,17,Afternoon,1,0,1,1,2.201007,41.38794
170,2017S010159    ,Sant Martí,la Vila Olímpica del Poblenou,Ramon Trias Fargas / Salvador Espriu              ,Tuesday,December,5,16,Afternoon,1,0,1,1,2.194805,41.387167
171,2017S009541    ,Sant Martí,la Vila Olímpica del Poblenou,Marítim de Nova Icària                            ,Friday,November,17,1,Night,0,0,0,1,2.201603,41.391059000000006
172,2017S004456    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Besòs)                                   ,Friday,May,19,21,Afternoon,2,0,2,2,2.199842,41.390438
173,2017S006063    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat)                               ,Wednesday,July,12,8,Morning,1,0,1,2,2.197996,41.389281
174,2017S007315    ,Sant Martí,la Vila Olímpica del Poblenou,Icària / Moscou                                   ,Friday,September,1,14,Afternoon,1,0,1,1,2.194517,41.389066
175,2017S010684    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral                                           ,Wednesday,December,27,4,Night,1,0,1,5,2.197392,41.388013
176,2017S005596    ,Sant Martí,la Vila Olímpica del Poblenou,Voluntaris Olímpics / Marina                      ,Monday,June,26,23,Night,1,0,1,2,2.1959470000000003,41.388026
177,2017S008470    ,Sant Martí,la Vila Olímpica del Poblenou,Ramon Turró                                       ,Saturday,October,14,13,Morning,0,0,0,6,2.189985,41.39035
178,2017S000738    ,Sant Martí,la Vila Olímpica del Poblenou,AV LITORAL                                        ,Saturday,January,28,2,Night,0,0,0,2,2.200096,41.389776
