District.Name,0
Ciutat Vella,194
Eixample,525
Gràcia,227
Horta-Guinardó,420
Les Corts,231
Nou Barris,369
Sant Andreu,268
Sant Martí,426
Sants-Montjuïc,468
Sarrià-Sant Gervasi,505
