,District Name,Weekday,Month,Day,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved
283,Sant Martí,Friday,September,8,Morning,0,0,0,1
284,Sant Martí,Sunday,September,10,Afternoon,1,0,1,2
285,Sant Martí,Saturday,September,9,Morning,3,0,3,1
286,Ciutat Vella,Friday,September,8,Morning,1,0,1,4
287,Eixample,Sunday,September,10,Night,1,0,1,2
288,Eixample,Friday,September,8,Morning,2,0,2,2
289,Sants-Montjuïc,Friday,September,8,Morning,1,0,1,2
290,Les Corts,Saturday,September,9,Afternoon,2,0,2,3
291,Gràcia,Saturday,September,9,Morning,1,0,1,2
292,Nou Barris,Saturday,September,9,Afternoon,0,0,0,1
293,Nou Barris,Friday,September,8,Night,1,0,1,2
294,Sant Andreu,Saturday,September,9,Afternoon,4,0,4,2
295,Sant Andreu,Sunday,September,10,Morning,1,0,1,2
296,Ciutat Vella,Friday,September,8,Night,2,0,2,1
297,Ciutat Vella,Monday,September,11,Morning,1,0,1,1
298,Eixample,Friday,September,8,Afternoon,1,0,1,2
299,Eixample,Friday,September,8,Morning,1,0,1,2
300,Sants-Montjuïc,Friday,September,8,Morning,1,0,1,2
301,Sants-Montjuïc,Monday,September,11,Afternoon,1,0,1,2
