Mes;Nom mes;Any;Regió Policial (RP);Àrea Bàsica Policial (ABP);Títol Codi Penal;Tipus de fet;Coneguts;Resolts;Detencions
2;febrer;2020;RP Central;ABP Anoia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;8;3;4
2;febrer;2020;RP Central;ABP Anoia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;7;3;1
2;febrer;2020;RP Central;ABP Anoia;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;;
2;febrer;2020;RP Central;ABP Anoia;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;1;
2;febrer;2020;RP Central;ABP Anoia;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;2;1;1
2;febrer;2020;RP Central;ABP Anoia;Delictes contra la llibertat;Amenaces;13;13;
2;febrer;2020;RP Central;ABP Anoia;Delictes contra la llibertat;Coaccions;4;2;
2;febrer;2020;RP Central;ABP Anoia;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;;1;1
2;febrer;2020;RP Central;ABP Anoia;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;;
2;febrer;2020;RP Central;ABP Anoia;Delictes contra l'Administració de justícia;Trencament de condemna;4;2;1
2;febrer;2020;RP Central;ABP Anoia;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;2;
2;febrer;2020;RP Central;ABP Anoia;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;6;7;6
2;febrer;2020;RP Central;ABP Anoia;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;6;5;7
2;febrer;2020;RP Central;ABP Bages;De l’homicidi i les seves formes;Homicidi temptativa;;;2
2;febrer;2020;RP Central;ABP Bages;De les falsedats;De la usurpació de l'estat civil;1;1;
2;febrer;2020;RP Central;ABP Bages;De les falsedats;Falsedats documentals;2;2;
2;febrer;2020;RP Central;ABP Bages;De les falsedats;Usurpació de funcions públiques i intrusisme;1;1;
2;febrer;2020;RP Central;ABP Bages;De les lesions;Lesions;30;24;3
2;febrer;2020;RP Central;ABP Bages;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;16;16;8
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;6;6;
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;113;14;1
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;117;10;
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;144;18;3
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;13;9;
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;2
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;64;11;15
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;63;7;3
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;29;14;14
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;7;3;2
2;febrer;2020;RP Central;ABP Bages;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
2;febrer;2020;RP Central;ABP Bages;Delictes contra l’honor;Injúria;1;;
2;febrer;2020;RP Central;ABP Bages;Delictes contra la llibertat;Amenaces;17;15;6
2;febrer;2020;RP Central;ABP Bages;Delictes contra la llibertat;Coaccions;3;2;
2;febrer;2020;RP Central;ABP Bages;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;3;2;1
2;febrer;2020;RP Central;ABP Bages;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;2
2;febrer;2020;RP Central;ABP Bages;Delictes contra la llibertat i la indemnitat sexuals;Assetjament sexual;1;;
2;febrer;2020;RP Central;ABP Bages;Delictes contra l'Administració de justícia;Trencament de condemna;10;9;5
2;febrer;2020;RP Central;ABP Bages;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
2;febrer;2020;RP Central;ABP Bages;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;6;6;6
2;febrer;2020;RP Central;ABP Bages;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;7;8;7
2;febrer;2020;RP Central;ABP Berguedà;De les falsedats;De la usurpació de l'estat civil;1;;
2;febrer;2020;RP Central;ABP Berguedà;De les falsedats;Falsedats documentals;2;1;
2;febrer;2020;RP Central;ABP Berguedà;De les lesions;Lesions;6;4;1
2;febrer;2020;RP Central;ABP Berguedà;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;6;4;2
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;13;1;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;16;6;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;11;5;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;1;;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;15;6;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;16;1;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;1;;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;2;2;1
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;1;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra la llibertat;Amenaces;3;2;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra la llibertat;Coaccions;1;1;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;1
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;;1;
2;febrer;2020;RP Central;ABP Berguedà;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;1
2;febrer;2020;RP Central;ABP Berguedà;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;;;2
2;febrer;2020;RP Central;ABP Osona;De les falsedats;Falsedats documentals;4;4;1
2;febrer;2020;RP Central;ABP Osona;De les lesions;Lesions;28;23;
2;febrer;2020;RP Central;ABP Osona;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;13;14;8
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;3;2;
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;56;9;1
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;84;10;
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;127;22;5
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Insolvències punibles;;1;
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;11;8;
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;;
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;75;13;1
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;27;1;2
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;7;8;7
2;febrer;2020;RP Central;ABP Osona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;5;3;1
2;febrer;2020;RP Central;ABP Osona;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
2;febrer;2020;RP Central;ABP Osona;Delictes contra la llibertat;Amenaces;10;9;1
2;febrer;2020;RP Central;ABP Osona;Delictes contra la llibertat;Coaccions;2;1;
2;febrer;2020;RP Central;ABP Osona;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;4;4;1
2;febrer;2020;RP Central;ABP Osona;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;5;3;
2;febrer;2020;RP Central;ABP Osona;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;1;;
2;febrer;2020;RP Central;ABP Osona;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;;1;
2;febrer;2020;RP Central;ABP Osona;Delictes contra l'Administració de justícia;Trencament de condemna;6;6;4
2;febrer;2020;RP Central;ABP Osona;Delictes contra les relacions familiars;Contra els drets i deures familiars;2;2;
2;febrer;2020;RP Central;ABP Osona;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;4;5;3
2;febrer;2020;RP Central;ABP Osona;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;4;3;3
2;febrer;2020;RP Central;ABP Solsonès;De les lesions;Lesions;4;3;3
2;febrer;2020;RP Central;ABP Solsonès;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;6;1;
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;7;;
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;8;4;2
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;2;1;
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;;2;
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;1;;
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;1;;1
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra la llibertat;Amenaces;9;9;2
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra la llibertat;Coaccions;1;2;
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;;;1
2;febrer;2020;RP Central;ABP Solsonès;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;3
2;febrer;2020;RP Central;ABP Solsonès;Dels delictes contra els drets dels treballadors;Contra els drets dels treballadors;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;De l’homicidi i les seves formes;Homicidi per imprudència;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;De les falsedats;Falsedats documentals;3;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;De les falsedats;Usurpació de funcions públiques i intrusisme;2;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;De les lesions;Lesions;18;11;3
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;1
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;5;3;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;63;8;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;65;12;2
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;152;35;6
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;11;7;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;2
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;66;12;10
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;49;4;5
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;10;3;5
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;4;4;1
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l’honor;Injúria;1;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;2;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra la llibertat;Amenaces;10;9;2
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra la llibertat;Coaccions;4;3;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra la llibertat;Detenció il·legal;1;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;2;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;1;1
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'Administració de justícia;Trencament de condemna;5;5;2
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra les relacions familiars;Contra els drets i deures familiars;3;2;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;3;3;4
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;10;9;9
2;febrer;2020;RP Girona;ABP Alt Empordà - Figueres;Dels delictes contra la seguretat col·lectiva;Incendi;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;De l’homicidi i les seves formes;Homicidi per imprudència;1;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;De l’homicidi i les seves formes;Homicidi temptativa;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;De les falsedats;De la usurpació de l'estat civil;1;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;De les falsedats;Falsedats documentals;3;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;De les falsedats;Usurpació de funcions públiques i intrusisme;1;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;De les lesions;Lesions;28;23;7
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;30;5;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;51;9;1
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;76;8;2
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;4;3;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;74;9;5
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;59;2;3
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;3;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;3;3;1
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la llibertat;Amenaces;5;6;1
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la llibertat;Coaccions;2;2;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra l'Administració de justícia;Trencament de condemna;1;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra les relacions familiars;Contra els drets i deures familiars;2;1;
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;3;3;3
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;1;1;2
2;febrer;2020;RP Girona;ABP Alt Empordà - Roses;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Contra el patrimoni històric;1;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;De les falsedats;Falsedats documentals;1;;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;De les lesions;Lesions;23;24;11
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;4;6;1
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;37;5;1
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;67;7;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;55;8;1
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;5;3;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;51;4;3
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;8;;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;3;1;3
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;14;8;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra la llibertat;Amenaces;15;13;2
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra la llibertat;Coaccions;6;5;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;2;2;2
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra la llibertat i la indemnitat sexuals;Assetjament sexual;1;;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;2;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra l'Administració de justícia;Trencament de condemna;1;;1
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra les relacions familiars;Contra els drets i deures familiars;2;2;
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;4;4;4
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;5;4;6
2;febrer;2020;RP Girona;ABP Baix Empordà - La Bisbal;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Contra el patrimoni històric;1;;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;De les lesions;Lesions;24;19;8
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;4;;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;35;4;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;36;3;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;55;9;1
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;3;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;43;3;1
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;16;;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;4;;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;2;2;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;2;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra la llibertat;Amenaces;8;6;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;1;;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra l'Administració de justícia;Trencament de condemna;3;3;1
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra les relacions familiars;Contra els drets i deures familiars;6;5;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;1
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;1;1;
2;febrer;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Protecció de la flora, fauna i animals domèstics;1;1;
2;febrer;2020;RP Girona;ABP Garrotxa;De les falsedats;Falsedats documentals;1;;
2;febrer;2020;RP Girona;ABP Garrotxa;De les lesions;Lesions;9;7;3
2;febrer;2020;RP Girona;ABP Garrotxa;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;2;2;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;2;;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;17;2;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;33;5;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;37;4;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;4;5;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;34;5;5
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;12;;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;1;2;1
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;1;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;2;2;
2;febrer;2020;RP Girona;ABP Garrotxa;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;1;;
