Mes;Nom mes;Any;Regió Policial (RP);Àrea Bàsica Policial (ABP);Títol Codi Penal;Tipus de fet;Coneguts;Resolts;Detencions
1;gener;2020;RP Central;ABP Solsonès;De les lesions;Lesions;3;4;1
1;gener;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;1;;
1;gener;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;3;;
1;gener;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;10;2;
1;gener;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;11;1;1
1;gener;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;7;1;
1;gener;2020;RP Central;ABP Solsonès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;5;;
1;gener;2020;RP Central;ABP Solsonès;Delictes contra la llibertat;Amenaces;2;2;
1;gener;2020;RP Central;ABP Solsonès;Delictes contra la llibertat;Coaccions;4;2;
1;gener;2020;RP Central;ABP Solsonès;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;;
1;gener;2020;RP Central;ABP Solsonès;Delictes contra l'Administració de justícia;Trencament de condemna;1;1;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;De l’homicidi i les seves formes;Homicidi temptativa;1;1;4
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;De les falsedats;Falsedats documentals;5;6;3
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;De les falsedats;Falsificació de moneda i efectes timbrats;1;;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;De les falsedats;Usurpació de funcions públiques i intrusisme;3;1;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;De les lesions;Lesions;33;26;8
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;2;1;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;66;4;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;87;13;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;161;32;11
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;10;10;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;1
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;48;4;5
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;57;4;1
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;7;7;7
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;4;3;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;4;3;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra la llibertat;Amenaces;12;11;2
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra la llibertat;Coaccions;3;2;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;1
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;;1;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;1;;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'Administració de justícia;Trencament de condemna;4;4;1
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra les relacions familiars;Contra els drets i deures familiars;3;3;
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;1
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;5;5;7
1;gener;2020;RP Girona;ABP Alt Empordà - Figueres;Dels delictes contra la seguretat col·lectiva;Incendi;1;1;1
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;De l’homicidi i les seves formes;Homicidi temptativa;;;2
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;De les falsedats;Falsedats documentals;2;1;
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;De les lesions;Lesions;18;13;5
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;2;1;
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;26;2;3
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;47;17;3
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;60;3;
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;5;5;
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;77;20;12
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;49;2;2
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;5;1;1
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;5;4;
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la llibertat;Amenaces;11;9;1
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la llibertat;Coaccions;6;6;
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la llibertat;Detenció il·legal;1;1;1
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;1
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;1
1;gener;2020;RP Girona;ABP Alt Empordà - Roses;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;2;2;3
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;De les lesions;Lesions;16;17;3
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;4;1;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;30;5;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;52;16;1
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;64;11;2
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;4;3;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;70;19;2
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;10;;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;5;2;1
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;5;5;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;2;;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra l’honor;Injúria;2;2;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra la llibertat;Amenaces;10;11;3
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra la llibertat;Coaccions;4;3;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra la llibertat;Detenció il·legal;1;1;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;4;3;2
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;1;1;1
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra l'Administració de justícia;Trencament de condemna;1;1;1
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra les relacions familiars;Contra els drets i deures familiars;2;2;
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;1
1;gener;2020;RP Girona;ABP Baix Empordà - La Bisbal;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;1;1;1
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;De les falsedats;Falsedats documentals;2;2;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;De les lesions;Lesions;7;8;5
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;9;4;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;41;5;1
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;45;2;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;64;2;2
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;9;7;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;57;16;5
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;33;1;1
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;10;6;3
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;2;1;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra l’honor;Injúria;1;1;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;2;;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra la llibertat;Amenaces;9;9;2
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra la llibertat;Coaccions;2;4;1
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra l'Administració de justícia;Trencament de condemna;2;2;1
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;3;3;2
1;gener;2020;RP Girona;ABP Baix Empordà - Sant Feliu;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;1;1;1
1;gener;2020;RP Girona;ABP Garrotxa;De les falsedats;Falsedats documentals;4;3;
1;gener;2020;RP Girona;ABP Garrotxa;De les lesions;Lesions;9;9;2
1;gener;2020;RP Girona;ABP Garrotxa;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;2;3;1
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;1;;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;19;;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;54;2;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;41;7;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;7;5;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;31;8;1
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;4;;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;1;2;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;2;;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra l’honor;Injúria;1;1;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;1;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra la llibertat;Amenaces;2;2;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;2;2;2
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra la llibertat i la indemnitat sexuals;Assetjament sexual;;1;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra l'Administració de justícia;Trencament de condemna;1;1;1
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2020;RP Girona;ABP Garrotxa;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;;;1
1;gener;2020;RP Girona;ABP Garrotxa;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Contra el patrimoni històric;;1;
1;gener;2020;RP Girona;ABP Garrotxa;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Protecció de la flora, fauna i animals domèstics;1;2;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;De les falsedats;Falsedats documentals;3;2;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;De les falsedats;Falsificació de moneda i efectes timbrats;2;1;3
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;De les falsedats;Usurpació de funcions públiques i intrusisme;;1;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;De les lesions;Lesions;63;54;16
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;3;4;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;3;2;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;168;11;3
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;198;16;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Extorsió;1;;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;400;63;17
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;33;22;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;143;15;15
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;112;4;4
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;84;20;17
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;12;6;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;1;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;1;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;1;2
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat;Amenaces;23;24;3
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat;Coaccions;5;3;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;2;2;1
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;2;2
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra la llibertat i la indemnitat sexuals;Assetjament sexual;1;;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;;1;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;3;2;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l'Administració de justícia;Trencament de condemna;13;12;4
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra les relacions familiars;Contra els drets i deures familiars;6;6;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;13;14;13
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;2;3;5
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Dels delictes contra la seguretat col·lectiva;Incendi;;1;
1;gener;2020;RP Girona;ABP Gironès - Pla de l'Estany;Dels delictes contra la seguretat col·lectiva;Risc catastròfic;;1;
1;gener;2020;RP Girona;ABP Ripollès;De les lesions;Lesions;2;2;
1;gener;2020;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;7;;
1;gener;2020;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;19;4;
1;gener;2020;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;15;2;
1;gener;2020;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;6;3;2
1;gener;2020;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;9;;
1;gener;2020;RP Girona;ABP Ripollès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;1;;
1;gener;2020;RP Girona;ABP Ripollès;Delictes contra l’honor;Injúria;1;;
1;gener;2020;RP Girona;ABP Ripollès;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2020;RP Girona;ABP Selva Interior;De l’homicidi i les seves formes;Homicidi temptativa;;;2
1;gener;2020;RP Girona;ABP Selva Interior;De les falsedats;Falsedats documentals;4;;
1;gener;2020;RP Girona;ABP Selva Interior;De les lesions;Lesions;19;17;3
1;gener;2020;RP Girona;ABP Selva Interior;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;4;4;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;1;;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;45;3;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;75;9;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;58;8;2
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;19;12;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;86;6;5
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;11;2;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;3;3;4
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;3;2;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;2;1;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;2;2;2
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra la llibertat;Amenaces;10;8;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra la llibertat;Coaccions;3;2;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;2;1;1
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra l'Administració de justícia;Trencament de condemna;2;2;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra les relacions familiars;Contra els drets i deures familiars;3;2;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra l'ordre públic;Desordres públics;2;;
1;gener;2020;RP Girona;ABP Selva Interior;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;2;3
1;gener;2020;RP Girona;ABP Selva Interior;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;6;4;8
1;gener;2020;RP Girona;ABP Selva Interior;Dels delictes contra la seguretat col·lectiva;Incendi;1;;
1;gener;2020;RP Girona;ABP Selva Litoral;De les falsedats;De la usurpació de l'estat civil;3;1;
1;gener;2020;RP Girona;ABP Selva Litoral;De les falsedats;Falsedats documentals;2;2;1
1;gener;2020;RP Girona;ABP Selva Litoral;De les falsedats;Usurpació de funcions públiques i intrusisme;1;1;
1;gener;2020;RP Girona;ABP Selva Litoral;De les lesions;Lesions;40;41;14
1;gener;2020;RP Girona;ABP Selva Litoral;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;1;
1;gener;2020;RP Girona;ABP Selva Litoral;Del tràfic d’éssers humans;Tràfic d'éssers humans;1;1;1
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;10;5;
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;67;5;5
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;70;4;
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;97;12;4
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;14;11;2
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;58;11;4
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;24;;
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;18;9;6
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;10;2;
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;5;6;
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;1;1;
1;gener;2020;RP Girona;ABP Selva Litoral;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;1;
