,Year,District Code,District Name,Neighborhood Code,Neighborhood Name,Gender,Immigrants,Emigrants
400,2015,7,Horta-Guinardó,36,la Font d'en Fargues,Female,105,105
401,2015,7,Horta-Guinardó,37,el Carmel,Female,601,507
402,2015,7,Horta-Guinardó,38,la Teixonera,Female,215,159
403,2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,136,123
404,2015,7,Horta-Guinardó,40,Montbau,Female,110,60
405,2015,7,Horta-Guinardó,41,la Vall d'Hebron,Female,85,53
406,2015,7,Horta-Guinardó,42,la Clota,Female,8,9
407,2015,7,Horta-Guinardó,43,Horta,Female,507,293
408,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,507,344
409,2015,8,Nou Barris,45,Porta,Female,494,312
410,2015,8,Nou Barris,46,el Turó de la Peira,Female,378,261
411,2015,8,Nou Barris,47,Can Peguera,Female,24,27
412,2015,8,Nou Barris,48,la Guineueta,Female,232,196
413,2015,8,Nou Barris,49,Canyelles,Female,85,89
414,2015,8,Nou Barris,50,les Roquetes,Female,433,303
415,2015,8,Nou Barris,51,Verdun,Female,316,206
416,2015,8,Nou Barris,52,la Prosperitat,Female,564,393
417,2015,8,Nou Barris,53,la Trinitat Nova,Female,191,136
418,2015,8,Nou Barris,54,Torre Baró,Female,71,43
419,2015,8,Nou Barris,55,Ciutat Meridiana,Female,297,262
420,2015,8,Nou Barris,56,Vallbona,Female,36,21
421,2015,9,Sant Andreu,57,la Trinitat Vella,Female,287,200
422,2015,9,Sant Andreu,58,Baró de Viver,Female,49,65
423,2015,9,Sant Andreu,59,el Bon Pastor,Female,269,184
424,2015,9,Sant Andreu,60,Sant Andreu,Female,913,702
425,2015,9,Sant Andreu,61,la Sagrera,Female,628,419
426,2015,9,Sant Andreu,62,el Congrés i els Indians,Female,295,222
427,2015,9,Sant Andreu,63,Navas,Female,462,320
428,2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,1013,654
429,2015,10,Sant Martí,65,el Clot,Female,603,437
430,2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,449,263
431,2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,241,132
432,2015,10,Sant Martí,68,el Poblenou,Female,804,515
433,2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,325,216
434,2015,10,Sant Martí,70,el Besòs i el Maresme,Female,652,561
435,2015,10,Sant Martí,71,Provençals del Poblenou,Female,467,269
436,2015,10,Sant Martí,72,Sant Martí de Provençals,Female,463,363
437,2015,10,Sant Martí,73,la Verneda i la Pau,Female,564,469
438,2014,1,Ciutat Vella,1,el Raval,Male,2810,1485
439,2014,1,Ciutat Vella,2,el Barri Gòtic,Male,947,429
440,2014,1,Ciutat Vella,3,la Barceloneta,Male,704,363
441,2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,1175,520
442,2014,2,Eixample,5,el Fort Pienc,Male,916,491
443,2014,2,Eixample,6,la Sagrada Família,Male,1357,788
444,2014,2,Eixample,7,la Dreta de l'Eixample,Male,1319,679
445,2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,1303,616
446,2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,1594,896
447,2014,2,Eixample,10,Sant Antoni,Male,1137,624
448,2014,3,Sants-Montjuïc,11,el Poble Sec,Male,1467,981
449,2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,20,24
450,2014,3,Sants-Montjuïc,13,la Marina de Port,Male,710,505
451,2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,293,193
452,2014,3,Sants-Montjuïc,15,Hostafrancs,Male,544,405
453,2014,3,Sants-Montjuïc,16,la Bordeta,Male,455,360
454,2014,3,Sants-Montjuïc,17,Sants - Badal,Male,703,561
455,2014,3,Sants-Montjuïc,18,Sants,Male,1222,887
456,2014,4,Les Corts,19,les Corts,Male,922,647
457,2014,4,Les Corts,20,la Maternitat i Sant Ramon,Male,682,382
458,2014,4,Les Corts,21,Pedralbes,Male,349,209
459,2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,93,72
460,2014,5,Sarrià-Sant Gervasi,23,Sarrià,Male,510,325
461,2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,369,224
462,2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,553,321
463,2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,980,603
464,2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,693,337
465,2014,6,Gràcia,28,Vallcarca i els Penitents,Male,308,195
466,2014,6,Gràcia,29,el Coll,Male,166,104
467,2014,6,Gràcia,30,la Salut,Male,292,168
468,2014,6,Gràcia,31,la Vila de Gràcia,Male,1511,853
469,2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,730,490
470,2014,7,Horta-Guinardó,33,el Baix Guinardó,Male,539,362
471,2014,7,Horta-Guinardó,34,Can Baró,Male,163,127
472,2014,7,Horta-Guinardó,35,el Guinardó,Male,682,475
473,2014,7,Horta-Guinardó,36,la Font d'en Fargues,Male,106,109
474,2014,7,Horta-Guinardó,37,el Carmel,Male,524,480
475,2014,7,Horta-Guinardó,38,la Teixonera,Male,208,169
476,2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,109,107
477,2014,7,Horta-Guinardó,40,Montbau,Male,83,46
478,2014,7,Horta-Guinardó,41,la Vall d'Hebron,Male,95,58
479,2014,7,Horta-Guinardó,42,la Clota,Male,9,8
480,2014,7,Horta-Guinardó,43,Horta,Male,467,324
481,2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,473,358
482,2014,8,Nou Barris,45,Porta,Male,488,399
483,2014,8,Nou Barris,46,el Turó de la Peira,Male,328,256
484,2014,8,Nou Barris,47,Can Peguera,Male,22,46
485,2014,8,Nou Barris,48,la Guineueta,Male,186,173
486,2014,8,Nou Barris,49,Canyelles,Male,75,83
487,2014,8,Nou Barris,50,les Roquetes,Male,380,286
488,2014,8,Nou Barris,51,Verdun,Male,275,190
489,2014,8,Nou Barris,52,la Prosperitat,Male,431,364
490,2014,8,Nou Barris,53,la Trinitat Nova,Male,184,126
491,2014,8,Nou Barris,54,Torre Baró,Male,78,58
492,2014,8,Nou Barris,55,Ciutat Meridiana,Male,356,287
493,2014,8,Nou Barris,56,Vallbona,Male,29,34
494,2014,9,Sant Andreu,57,la Trinitat Vella,Male,387,311
495,2014,9,Sant Andreu,58,Baró de Viver,Male,57,76
496,2014,9,Sant Andreu,59,el Bon Pastor,Male,320,253
497,2014,9,Sant Andreu,60,Sant Andreu,Male,832,738
498,2014,9,Sant Andreu,61,la Sagrera,Male,594,490
499,2014,9,Sant Andreu,62,el Congrés i els Indians,Male,272,185
500,2014,9,Sant Andreu,63,Navas,Male,429,294
501,2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,888,625
502,2014,10,Sant Martí,65,el Clot,Male,579,401
503,2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,424,228
504,2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,176,138
505,2014,10,Sant Martí,68,el Poblenou,Male,847,501
506,2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,307,222
507,2014,10,Sant Martí,70,el Besòs i el Maresme,Male,964,635
508,2014,10,Sant Martí,71,Provençals del Poblenou,Male,432,305
509,2014,10,Sant Martí,72,Sant Martí de Provençals,Male,468,364
510,2014,10,Sant Martí,73,la Verneda i la Pau,Male,534,398
511,2014,1,Ciutat Vella,1,el Raval,Female,1877,1024
512,2014,1,Ciutat Vella,2,el Barri Gòtic,Female,791,344
513,2014,1,Ciutat Vella,3,la Barceloneta,Female,618,309
514,2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,1041,492
515,2014,2,Eixample,5,el Fort Pienc,Female,907,546
516,2014,2,Eixample,6,la Sagrada Família,Female,1519,892
517,2014,2,Eixample,7,la Dreta de l'Eixample,Female,1481,746
518,2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,1375,755
519,2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,1709,1047
520,2014,2,Eixample,10,Sant Antoni,Female,1051,687
521,2014,3,Sants-Montjuïc,11,el Poble Sec,Female,1199,856
522,2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,17,28
523,2014,3,Sants-Montjuïc,13,la Marina de Port,Female,628,524
524,2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,280,170
525,2014,3,Sants-Montjuïc,15,Hostafrancs,Female,535,381
526,2014,3,Sants-Montjuïc,16,la Bordeta,Female,433,330
527,2014,3,Sants-Montjuïc,17,Sants - Badal,Female,688,604
528,2014,3,Sants-Montjuïc,18,Sants,Female,1203,843
529,2014,4,Les Corts,19,les Corts,Female,1054,686
530,2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,696,409
531,2014,4,Les Corts,21,Pedralbes,Female,328,194
532,2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,110,74
533,2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,558,393
534,2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,402,218
535,2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,565,354
536,2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,1129,682
537,2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,710,397
538,2014,6,Gràcia,28,Vallcarca i els Penitents,Female,328,217
539,2014,6,Gràcia,29,el Coll,Female,186,90
540,2014,6,Gràcia,30,la Salut,Female,302,178
541,2014,6,Gràcia,31,la Vila de Gràcia,Female,1666,859
542,2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,740,485
543,2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,508,378
544,2014,7,Horta-Guinardó,34,Can Baró,Female,181,136
545,2014,7,Horta-Guinardó,35,el Guinardó,Female,730,544
546,2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,112,104
547,2014,7,Horta-Guinardó,37,el Carmel,Female,523,436
548,2014,7,Horta-Guinardó,38,la Teixonera,Female,216,164
549,2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,113,104
550,2014,7,Horta-Guinardó,40,Montbau,Female,98,59
551,2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,83,63
552,2014,7,Horta-Guinardó,42,la Clota,Female,5,9
553,2014,7,Horta-Guinardó,43,Horta,Female,487,330
554,2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,486,391
555,2014,8,Nou Barris,45,Porta,Female,478,373
556,2014,8,Nou Barris,46,el Turó de la Peira,Female,383,310
557,2014,8,Nou Barris,47,Can Peguera,Female,23,45
558,2014,8,Nou Barris,48,la Guineueta,Female,237,191
559,2014,8,Nou Barris,49,Canyelles,Female,70,73
560,2014,8,Nou Barris,50,les Roquetes,Female,422,309
561,2014,8,Nou Barris,51,Verdun,Female,320,224
562,2014,8,Nou Barris,52,la Prosperitat,Female,459,394
563,2014,8,Nou Barris,53,la Trinitat Nova,Female,148,126
564,2014,8,Nou Barris,54,Torre Baró,Female,57,60
565,2014,8,Nou Barris,55,Ciutat Meridiana,Female,326,251
566,2014,8,Nou Barris,56,Vallbona,Female,35,36
567,2014,9,Sant Andreu,57,la Trinitat Vella,Female,262,247
568,2014,9,Sant Andreu,58,Baró de Viver,Female,56,77
569,2014,9,Sant Andreu,59,el Bon Pastor,Female,252,227
570,2014,9,Sant Andreu,60,Sant Andreu,Female,892,716
571,2014,9,Sant Andreu,61,la Sagrera,Female,663,470
572,2014,9,Sant Andreu,62,el Congrés i els Indians,Female,299,206
573,2014,9,Sant Andreu,63,Navas,Female,460,335
574,2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,956,651
575,2014,10,Sant Martí,65,el Clot,Female,584,409
576,2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,372,227
577,2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,190,116
578,2014,10,Sant Martí,68,el Poblenou,Female,730,507
579,2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,302,206
580,2014,10,Sant Martí,70,el Besòs i el Maresme,Female,648,455
581,2014,10,Sant Martí,71,Provençals del Poblenou,Female,410,305
582,2014,10,Sant Martí,72,Sant Martí de Provençals,Female,496,355
583,2014,10,Sant Martí,73,la Verneda i la Pau,Female,562,426
584,2013,1,Ciutat Vella,1,el Raval,Male,2817,1485
585,2013,1,Ciutat Vella,2,el Barri Gòtic,Male,921,429
586,2013,1,Ciutat Vella,3,la Barceloneta,Male,665,363
587,2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,943,520
588,2013,2,Eixample,5,el Fort Pienc,Male,782,491
589,2013,2,Eixample,6,la Sagrada Família,Male,1173,788
590,2013,2,Eixample,7,la Dreta de l'Eixample,Male,1103,679
591,2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,1200,616
592,2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,1477,896
593,2013,2,Eixample,10,Sant Antoni,Male,1002,624
594,2013,3,Sants-Montjuïc,11,el Poble Sec,Male,1361,981
595,2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,20,24
596,2013,3,Sants-Montjuïc,13,la Marina de Port,Male,614,505
597,2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,302,193
598,2013,3,Sants-Montjuïc,15,Hostafrancs,Male,499,405
599,2013,3,Sants-Montjuïc,16,la Bordeta,Male,437,360
600,2013,3,Sants-Montjuïc,17,Sants - Badal,Male,686,561
601,2013,3,Sants-Montjuïc,18,Sants,Male,1145,887
602,2013,4,Les Corts,19,les Corts,Male,942,647
603,2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,540,382
604,2013,4,Les Corts,21,Pedralbes,Male,316,209
605,2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,74,72
606,2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,468,325
607,2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,374,224
608,2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,474,321
609,2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,828,603
610,2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,537,337
611,2013,6,Gràcia,28,Vallcarca i els Penitents,Male,287,195
612,2013,6,Gràcia,29,el Coll,Male,140,104
613,2013,6,Gràcia,30,la Salut,Male,239,168
614,2013,6,Gràcia,31,la Vila de Gràcia,Male,1324,853
615,2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,622,490
616,2013,7,Horta-Guinardó,33,el Baix Guinardó,Male,476,362
617,2013,7,Horta-Guinardó,34,Can Baró,Male,165,127
618,2013,7,Horta-Guinardó,35,el Guinardó,Male,618,475
619,2013,7,Horta-Guinardó,36,la Font d'en Fargues,Male,102,109
620,2013,7,Horta-Guinardó,37,el Carmel,Male,574,480
621,2013,7,Horta-Guinardó,38,la Teixonera,Male,195,169
622,2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,120,107
623,2013,7,Horta-Guinardó,40,Montbau,Male,99,46
624,2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,88,58
625,2013,7,Horta-Guinardó,42,la Clota,Male,12,8
626,2013,7,Horta-Guinardó,43,Horta,Male,468,324
627,2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,438,358
628,2013,8,Nou Barris,45,Porta,Male,443,399
629,2013,8,Nou Barris,46,el Turó de la Peira,Male,351,256
630,2013,8,Nou Barris,47,Can Peguera,Male,49,46
631,2013,8,Nou Barris,48,la Guineueta,Male,177,173
632,2013,8,Nou Barris,49,Canyelles,Male,82,83
633,2013,8,Nou Barris,50,les Roquetes,Male,376,286
634,2013,8,Nou Barris,51,Verdun,Male,249,190
635,2013,8,Nou Barris,52,la Prosperitat,Male,458,364
636,2013,8,Nou Barris,53,la Trinitat Nova,Male,162,126
637,2013,8,Nou Barris,54,Torre Baró,Male,68,58
638,2013,8,Nou Barris,55,Ciutat Meridiana,Male,389,287
639,2013,8,Nou Barris,56,Vallbona,Male,21,34
640,2013,9,Sant Andreu,57,la Trinitat Vella,Male,387,311
641,2013,9,Sant Andreu,58,Baró de Viver,Male,84,76
642,2013,9,Sant Andreu,59,el Bon Pastor,Male,289,253
643,2013,9,Sant Andreu,60,Sant Andreu,Male,770,738
644,2013,9,Sant Andreu,61,la Sagrera,Male,550,490
645,2013,9,Sant Andreu,62,el Congrés i els Indians,Male,239,185
646,2013,9,Sant Andreu,63,Navas,Male,361,294
647,2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,829,625
648,2013,10,Sant Martí,65,el Clot,Male,542,401
649,2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,435,228
650,2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,175,138
651,2013,10,Sant Martí,68,el Poblenou,Male,718,501
652,2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,273,222
653,2013,10,Sant Martí,70,el Besòs i el Maresme,Male,894,635
654,2013,10,Sant Martí,71,Provençals del Poblenou,Male,370,305
655,2013,10,Sant Martí,72,Sant Martí de Provençals,Male,464,364
656,2013,10,Sant Martí,73,la Verneda i la Pau,Male,475,398
657,2013,1,Ciutat Vella,1,el Raval,Female,1716,1024
658,2013,1,Ciutat Vella,2,el Barri Gòtic,Female,751,344
659,2013,1,Ciutat Vella,3,la Barceloneta,Female,540,309
660,2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,882,492
661,2013,2,Eixample,5,el Fort Pienc,Female,815,546
662,2013,2,Eixample,6,la Sagrada Família,Female,1359,892
663,2013,2,Eixample,7,la Dreta de l'Eixample,Female,1240,746
664,2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,1272,755
665,2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,1520,1047
666,2013,2,Eixample,10,Sant Antoni,Female,997,687
667,2013,3,Sants-Montjuïc,11,el Poble Sec,Female,1097,856
668,2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,17,28
669,2013,3,Sants-Montjuïc,13,la Marina de Port,Female,600,524
670,2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,297,170
671,2013,3,Sants-Montjuïc,15,Hostafrancs,Female,466,381
672,2013,3,Sants-Montjuïc,16,la Bordeta,Female,423,330
673,2013,3,Sants-Montjuïc,17,Sants - Badal,Female,715,604
674,2013,3,Sants-Montjuïc,18,Sants,Female,1084,843
675,2013,4,Les Corts,19,les Corts,Female,973,686
676,2013,4,Les Corts,20,la Maternitat i Sant Ramon,Female,605,409
677,2013,4,Les Corts,21,Pedralbes,Female,309,194
678,2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,79,74
679,2013,5,Sarrià-Sant Gervasi,23,Sarrià,Female,527,393
680,2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,370,218
681,2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,547,354
682,2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,961,682
683,2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,644,397
684,2013,6,Gràcia,28,Vallcarca i els Penitents,Female,304,217
685,2013,6,Gràcia,29,el Coll,Female,159,90
686,2013,6,Gràcia,30,la Salut,Female,283,178
687,2013,6,Gràcia,31,la Vila de Gràcia,Female,1527,859
688,2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,710,485
689,2013,7,Horta-Guinardó,33,el Baix Guinardó,Female,519,378
690,2013,7,Horta-Guinardó,34,Can Baró,Female,175,136
691,2013,7,Horta-Guinardó,35,el Guinardó,Female,706,544
692,2013,7,Horta-Guinardó,36,la Font d'en Fargues,Female,105,104
693,2013,7,Horta-Guinardó,37,el Carmel,Female,535,436
694,2013,7,Horta-Guinardó,38,la Teixonera,Female,203,164
695,2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,161,104
696,2013,7,Horta-Guinardó,40,Montbau,Female,130,59
697,2013,7,Horta-Guinardó,41,la Vall d'Hebron,Female,86,63
698,2013,7,Horta-Guinardó,42,la Clota,Female,7,9
699,2013,7,Horta-Guinardó,43,Horta,Female,462,330
700,2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,421,391
701,2013,8,Nou Barris,45,Porta,Female,464,373
702,2013,8,Nou Barris,46,el Turó de la Peira,Female,381,310
703,2013,8,Nou Barris,47,Can Peguera,Female,39,45
704,2013,8,Nou Barris,48,la Guineueta,Female,217,191
705,2013,8,Nou Barris,49,Canyelles,Female,68,73
706,2013,8,Nou Barris,50,les Roquetes,Female,338,309
707,2013,8,Nou Barris,51,Verdun,Female,285,224
708,2013,8,Nou Barris,52,la Prosperitat,Female,469,394
709,2013,8,Nou Barris,53,la Trinitat Nova,Female,164,126
710,2013,8,Nou Barris,54,Torre Baró,Female,64,60
711,2013,8,Nou Barris,55,Ciutat Meridiana,Female,326,251
712,2013,8,Nou Barris,56,Vallbona,Female,32,36
713,2013,9,Sant Andreu,57,la Trinitat Vella,Female,290,247
714,2013,9,Sant Andreu,58,Baró de Viver,Female,77,77
715,2013,9,Sant Andreu,59,el Bon Pastor,Female,237,227
716,2013,9,Sant Andreu,60,Sant Andreu,Female,830,716
717,2013,9,Sant Andreu,61,la Sagrera,Female,545,470
718,2013,9,Sant Andreu,62,el Congrés i els Indians,Female,258,206
719,2013,9,Sant Andreu,63,Navas,Female,407,335
720,2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,856,651
721,2013,10,Sant Martí,65,el Clot,Female,539,409
722,2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,404,227
723,2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,189,116
724,2013,10,Sant Martí,68,el Poblenou,Female,691,507
725,2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,261,206
726,2013,10,Sant Martí,70,el Besòs i el Maresme,Female,568,455
727,2013,10,Sant Martí,71,Provençals del Poblenou,Female,360,305
728,2013,10,Sant Martí,72,Sant Martí de Provençals,Female,446,355
729,2013,10,Sant Martí,73,la Verneda i la Pau,Female,505,426
