nationality,dist,num_immi
Libya,No consta,0
Libya,Nou Barris,0
Libya,Sant Andreu,7
Libya,Sant Martí,1
Libya,Sants-Montjuïc,2
Libya,Sarrià-Sant Gervasi,0
Lithuania,Ciutat Vella,31
Lithuania,Eixample,25
Lithuania,Gràcia,4
Lithuania,Horta-Guinardó,11
Lithuania,Les Corts,1
Lithuania,No consta,0
Lithuania,Nou Barris,5
Lithuania,Sant Andreu,6
Lithuania,Sant Martí,20
Lithuania,Sants-Montjuïc,8
Lithuania,Sarrià-Sant Gervasi,8
Luxembourg,Ciutat Vella,3
Luxembourg,Eixample,2
Luxembourg,Gràcia,1
Luxembourg,Horta-Guinardó,0
Luxembourg,Les Corts,0
Luxembourg,No consta,0
Luxembourg,Nou Barris,1
Luxembourg,Sant Andreu,0
Luxembourg,Sant Martí,3
Luxembourg,Sants-Montjuïc,1
Luxembourg,Sarrià-Sant Gervasi,4
Macedonia,Ciutat Vella,3
Macedonia,Eixample,4
Macedonia,Gràcia,1
Macedonia,Horta-Guinardó,1
Macedonia,Les Corts,1
Macedonia,No consta,0
Macedonia,Nou Barris,0
Macedonia,Sant Andreu,1
Macedonia,Sant Martí,7
Macedonia,Sants-Montjuïc,1
Macedonia,Sarrià-Sant Gervasi,1
Madagascar,Ciutat Vella,0
Madagascar,Eixample,1
Madagascar,Gràcia,0
Madagascar,Horta-Guinardó,0
Madagascar,Les Corts,0
Madagascar,No consta,0
Madagascar,Nou Barris,0
Madagascar,Sant Andreu,1
Madagascar,Sant Martí,0
Madagascar,Sants-Montjuïc,0
Madagascar,Sarrià-Sant Gervasi,0
Malawi,Ciutat Vella,0
Malawi,Eixample,2
Malawi,Gràcia,0
Malawi,Horta-Guinardó,0
Malawi,Les Corts,0
Malawi,No consta,0
Malawi,Nou Barris,1
Malawi,Sant Andreu,0
Malawi,Sant Martí,0
Malawi,Sants-Montjuïc,0
Malawi,Sarrià-Sant Gervasi,1
Malaysia,Ciutat Vella,6
Malaysia,Eixample,6
Malaysia,Gràcia,0
Malaysia,Horta-Guinardó,1
Malaysia,Les Corts,1
Malaysia,No consta,0
Malaysia,Nou Barris,0
Malaysia,Sant Andreu,0
Malaysia,Sant Martí,2
Malaysia,Sants-Montjuïc,1
Malaysia,Sarrià-Sant Gervasi,2
Maldives,Ciutat Vella,0
Maldives,Eixample,0
Maldives,Gràcia,0
Maldives,Horta-Guinardó,0
Maldives,Les Corts,0
Maldives,No consta,0
Maldives,Nou Barris,0
Maldives,Sant Andreu,0
Maldives,Sant Martí,0
Maldives,Sants-Montjuïc,0
Maldives,Sarrià-Sant Gervasi,1
Mali,Ciutat Vella,2
Mali,Eixample,0
Mali,Gràcia,2
Mali,Horta-Guinardó,1
Mali,Les Corts,1
Mali,No consta,0
Mali,Nou Barris,2
Mali,Sant Andreu,1
Mali,Sant Martí,2
Mali,Sants-Montjuïc,9
Mali,Sarrià-Sant Gervasi,2
Malta,Ciutat Vella,3
Malta,Eixample,5
Malta,Gràcia,1
Malta,Horta-Guinardó,0
Malta,Les Corts,1
Malta,No consta,0
Malta,Nou Barris,0
Malta,Sant Andreu,0
Malta,Sant Martí,0
Malta,Sants-Montjuïc,0
Malta,Sarrià-Sant Gervasi,0
Mauritania,Ciutat Vella,2
Mauritania,Eixample,2
Mauritania,Gràcia,0
Mauritania,Horta-Guinardó,0
Mauritania,Les Corts,1
Mauritania,No consta,0
Mauritania,Nou Barris,0
Mauritania,Sant Andreu,2
Mauritania,Sant Martí,2
Mauritania,Sants-Montjuïc,1
Mauritania,Sarrià-Sant Gervasi,1
Mauritius,Ciutat Vella,1
Mauritius,Eixample,2
Mauritius,Gràcia,0
Mauritius,Horta-Guinardó,0
Mauritius,Les Corts,0
Mauritius,No consta,0
Mauritius,Nou Barris,1
Mauritius,Sant Andreu,0
Mauritius,Sant Martí,0
Mauritius,Sants-Montjuïc,0
Mauritius,Sarrià-Sant Gervasi,1
Mexico,Ciutat Vella,142
Mexico,Eixample,333
Mexico,Gràcia,115
Mexico,Horta-Guinardó,69
Mexico,Les Corts,75
Mexico,No consta,0
Mexico,Nou Barris,34
Mexico,Sant Andreu,37
Mexico,Sant Martí,110
Mexico,Sants-Montjuïc,128
Mexico,Sarrià-Sant Gervasi,110
Moldova,Ciutat Vella,4
Moldova,Eixample,8
Moldova,Gràcia,5
Moldova,Horta-Guinardó,9
Moldova,Les Corts,0
Moldova,No consta,0
Moldova,Nou Barris,8
Moldova,Sant Andreu,7
Moldova,Sant Martí,9
Moldova,Sants-Montjuïc,8
Moldova,Sarrià-Sant Gervasi,1
Mongolia,Ciutat Vella,2
Mongolia,Eixample,4
Mongolia,Gràcia,0
Mongolia,Horta-Guinardó,2
Mongolia,Les Corts,1
Mongolia,No consta,0
Mongolia,Nou Barris,2
Mongolia,Sant Andreu,1
Mongolia,Sant Martí,1
Mongolia,Sants-Montjuïc,5
Mongolia,Sarrià-Sant Gervasi,0
Montenegro,Ciutat Vella,2
Montenegro,Eixample,3
Montenegro,Gràcia,1
Montenegro,Horta-Guinardó,0
Montenegro,Les Corts,0
Montenegro,No consta,0
Montenegro,Nou Barris,0
Montenegro,Sant Andreu,0
Montenegro,Sant Martí,0
Montenegro,Sants-Montjuïc,1
Montenegro,Sarrià-Sant Gervasi,2
Morocco,Ciutat Vella,434
Morocco,Eixample,170
Morocco,Gràcia,116
Morocco,Horta-Guinardó,122
Morocco,Les Corts,34
Morocco,No consta,0
Morocco,Nou Barris,255
Morocco,Sant Andreu,162
Morocco,Sant Martí,249
Morocco,Sants-Montjuïc,311
Morocco,Sarrià-Sant Gervasi,78
Mozambique,Ciutat Vella,1
Mozambique,Eixample,3
Mozambique,Gràcia,2
Mozambique,Horta-Guinardó,0
Mozambique,Les Corts,0
Mozambique,No consta,0
Mozambique,Nou Barris,1
Mozambique,Sant Andreu,0
Mozambique,Sant Martí,0
Mozambique,Sants-Montjuïc,0
Mozambique,Sarrià-Sant Gervasi,1
Myanmar,Ciutat Vella,0
Myanmar,Eixample,1
Myanmar,Gràcia,0
Myanmar,Horta-Guinardó,0
Myanmar,Les Corts,0
Myanmar,No consta,0
Myanmar,Nou Barris,0
Myanmar,Sant Andreu,1
Myanmar,Sant Martí,0
Myanmar,Sants-Montjuïc,2
Myanmar,Sarrià-Sant Gervasi,2
Namibia,Ciutat Vella,1
Namibia,Eixample,0
Namibia,Gràcia,0
Namibia,Horta-Guinardó,0
Namibia,Les Corts,0
Namibia,No consta,0
Namibia,Nou Barris,0
Namibia,Sant Andreu,0
Namibia,Sant Martí,3
Namibia,Sants-Montjuïc,0
Namibia,Sarrià-Sant Gervasi,1
Nepal,Ciutat Vella,48
Nepal,Eixample,73
Nepal,Gràcia,41
Nepal,Horta-Guinardó,29
Nepal,Les Corts,1
Nepal,No consta,0
Nepal,Nou Barris,4
Nepal,Sant Andreu,9
Nepal,Sant Martí,27
Nepal,Sants-Montjuïc,52
Nepal,Sarrià-Sant Gervasi,1
Netherlands,Ciutat Vella,180
Netherlands,Eixample,140
Netherlands,Gràcia,42
Netherlands,Horta-Guinardó,20
Netherlands,Les Corts,9
Netherlands,No consta,0
Netherlands,Nou Barris,19
Netherlands,Sant Andreu,7
Netherlands,Sant Martí,59
Netherlands,Sants-Montjuïc,51
Netherlands,Sarrià-Sant Gervasi,34
New Zealand,Ciutat Vella,7
New Zealand,Eixample,5
New Zealand,Gràcia,4
New Zealand,Horta-Guinardó,0
New Zealand,Les Corts,0
New Zealand,No consta,0
New Zealand,Nou Barris,0
New Zealand,Sant Andreu,1
New Zealand,Sant Martí,2
New Zealand,Sants-Montjuïc,1
New Zealand,Sarrià-Sant Gervasi,2
Nicaragua,Ciutat Vella,13
Nicaragua,Eixample,36
Nicaragua,Gràcia,19
Nicaragua,Horta-Guinardó,27
Nicaragua,Les Corts,5
Nicaragua,No consta,0
Nicaragua,Nou Barris,27
Nicaragua,Sant Andreu,31
Nicaragua,Sant Martí,31
Nicaragua,Sants-Montjuïc,19
Nicaragua,Sarrià-Sant Gervasi,13
Niger,Ciutat Vella,0
Niger,Eixample,0
Niger,Gràcia,0
Niger,Horta-Guinardó,0
Niger,Les Corts,0
Niger,No consta,0
Niger,Nou Barris,0
Niger,Sant Andreu,0
Niger,Sant Martí,0
Niger,Sants-Montjuïc,2
Niger,Sarrià-Sant Gervasi,0
Nigeria,Ciutat Vella,16
Nigeria,Eixample,10
Nigeria,Gràcia,5
Nigeria,Horta-Guinardó,15
Nigeria,Les Corts,5
Nigeria,No consta,0
Nigeria,Nou Barris,42
Nigeria,Sant Andreu,12
Nigeria,Sant Martí,3
Nigeria,Sants-Montjuïc,16
Nigeria,Sarrià-Sant Gervasi,13
No information,Ciutat Vella,3
No information,Eixample,13
No information,Gràcia,6
No information,Horta-Guinardó,2
No information,Les Corts,3
No information,No consta,0
No information,Nou Barris,2
No information,Sant Andreu,0
No information,Sant Martí,1
No information,Sants-Montjuïc,6
No information,Sarrià-Sant Gervasi,9
Norway,Ciutat Vella,16
Norway,Eixample,16
Norway,Gràcia,8
Norway,Horta-Guinardó,5
Norway,Les Corts,1
Norway,No consta,0
Norway,Nou Barris,1
Norway,Sant Andreu,9
Norway,Sant Martí,13
Norway,Sants-Montjuïc,3
Norway,Sarrià-Sant Gervasi,3
Oman,Ciutat Vella,0
Oman,Eixample,1
Oman,Gràcia,0
Oman,Horta-Guinardó,0
Oman,Les Corts,0
Oman,No consta,0
Oman,Nou Barris,0
Oman,Sant Andreu,0
Oman,Sant Martí,0
Oman,Sants-Montjuïc,0
Oman,Sarrià-Sant Gervasi,0
Pakistan,Ciutat Vella,998
Pakistan,Eixample,190
Pakistan,Gràcia,94
Pakistan,Horta-Guinardó,122
Pakistan,Les Corts,27
Pakistan,No consta,0
Pakistan,Nou Barris,256
Pakistan,Sant Andreu,207
Pakistan,Sant Martí,629
Pakistan,Sants-Montjuïc,422
Pakistan,Sarrià-Sant Gervasi,22
Panama,Ciutat Vella,23
Panama,Eixample,53
Panama,Gràcia,8
Panama,Horta-Guinardó,14
Panama,Les Corts,9
Panama,No consta,0
Panama,Nou Barris,0
Panama,Sant Andreu,1
Panama,Sant Martí,13
Panama,Sants-Montjuïc,14
Panama,Sarrià-Sant Gervasi,14
Paraguay,Ciutat Vella,30
Paraguay,Eixample,110
Paraguay,Gràcia,54
Paraguay,Horta-Guinardó,121
Paraguay,Les Corts,43
Paraguay,No consta,0
Paraguay,Nou Barris,98
Paraguay,Sant Andreu,50
Paraguay,Sant Martí,90
Paraguay,Sants-Montjuïc,118
Paraguay,Sarrià-Sant Gervasi,49
Peru,Ciutat Vella,146
Peru,Eixample,478
Peru,Gràcia,146
Peru,Horta-Guinardó,268
Peru,Les Corts,93
Peru,No consta,0
Peru,Nou Barris,298
Peru,Sant Andreu,280
Peru,Sant Martí,299
Peru,Sants-Montjuïc,365
Peru,Sarrià-Sant Gervasi,100
Philippines,Ciutat Vella,368
Philippines,Eixample,143
Philippines,Gràcia,4
Philippines,Horta-Guinardó,16
Philippines,Les Corts,20
Philippines,No consta,0
Philippines,Nou Barris,24
Philippines,Sant Andreu,11
Philippines,Sant Martí,18
Philippines,Sants-Montjuïc,144
Philippines,Sarrià-Sant Gervasi,32
Poland,Ciutat Vella,103
Poland,Eixample,82
Poland,Gràcia,50
Poland,Horta-Guinardó,31
Poland,Les Corts,17
Poland,No consta,0
Poland,Nou Barris,20
Poland,Sant Andreu,21
Poland,Sant Martí,74
Poland,Sants-Montjuïc,62
Poland,Sarrià-Sant Gervasi,29
Portugal,Ciutat Vella,145
Portugal,Eixample,211
Portugal,Gràcia,84
Portugal,Horta-Guinardó,85
Portugal,Les Corts,48
Portugal,No consta,0
Portugal,Nou Barris,34
Portugal,Sant Andreu,35
Portugal,Sant Martí,138
Portugal,Sants-Montjuïc,102
Portugal,Sarrià-Sant Gervasi,80
Qatar,Ciutat Vella,4
Qatar,Eixample,1
Qatar,Gràcia,0
Qatar,Horta-Guinardó,0
Qatar,Les Corts,0
Qatar,No consta,0
Qatar,Nou Barris,0
Qatar,Sant Andreu,0
Qatar,Sant Martí,0
Qatar,Sants-Montjuïc,0
Qatar,Sarrià-Sant Gervasi,0
Romania,Ciutat Vella,136
Romania,Eixample,146
Romania,Gràcia,94
Romania,Horta-Guinardó,109
Romania,Les Corts,33
Romania,No consta,0
Romania,Nou Barris,80
Romania,Sant Andreu,83
Romania,Sant Martí,223
Romania,Sants-Montjuïc,137
Romania,Sarrià-Sant Gervasi,35
Russia,Ciutat Vella,145
Russia,Eixample,248
Russia,Gràcia,92
Russia,Horta-Guinardó,81
Russia,Les Corts,85
Russia,No consta,0
Russia,Nou Barris,79
Russia,Sant Andreu,52
Russia,Sant Martí,280
Russia,Sants-Montjuïc,118
Russia,Sarrià-Sant Gervasi,119
Saudi Arabia,Ciutat Vella,3
Saudi Arabia,Eixample,18
Saudi Arabia,Gràcia,3
Saudi Arabia,Horta-Guinardó,0
Saudi Arabia,Les Corts,4
Saudi Arabia,No consta,0
Saudi Arabia,Nou Barris,0
Saudi Arabia,Sant Andreu,0
Saudi Arabia,Sant Martí,3
Saudi Arabia,Sants-Montjuïc,2
Saudi Arabia,Sarrià-Sant Gervasi,1
Senegal,Ciutat Vella,24
Senegal,Eixample,24
Senegal,Gràcia,9
Senegal,Horta-Guinardó,14
Senegal,Les Corts,4
Senegal,No consta,0
Senegal,Nou Barris,23
Senegal,Sant Andreu,11
Senegal,Sant Martí,64
Senegal,Sants-Montjuïc,19
Senegal,Sarrià-Sant Gervasi,3
Serbia,Ciutat Vella,7
Serbia,Eixample,22
Serbia,Gràcia,6
Serbia,Horta-Guinardó,3
Serbia,Les Corts,2
Serbia,No consta,0
Serbia,Nou Barris,6
Serbia,Sant Andreu,1
Serbia,Sant Martí,15
Serbia,Sants-Montjuïc,10
Serbia,Sarrià-Sant Gervasi,10
Sierra Leone,Ciutat Vella,1
Sierra Leone,Eixample,1
Sierra Leone,Gràcia,0
Sierra Leone,Horta-Guinardó,1
Sierra Leone,Les Corts,0
Sierra Leone,No consta,0
Sierra Leone,Nou Barris,2
Sierra Leone,Sant Andreu,0
Sierra Leone,Sant Martí,0
Sierra Leone,Sants-Montjuïc,0
Sierra Leone,Sarrià-Sant Gervasi,0
Singapore,Ciutat Vella,3
Singapore,Eixample,4
Singapore,Gràcia,0
Singapore,Horta-Guinardó,1
Singapore,Les Corts,3
Singapore,No consta,0
Singapore,Nou Barris,0
Singapore,Sant Andreu,0
Singapore,Sant Martí,3
Singapore,Sants-Montjuïc,0
Singapore,Sarrià-Sant Gervasi,3
Slovakia,Ciutat Vella,15
Slovakia,Eixample,13
Slovakia,Gràcia,6
Slovakia,Horta-Guinardó,7
Slovakia,Les Corts,4
Slovakia,No consta,0
Slovakia,Nou Barris,1
Slovakia,Sant Andreu,1
Slovakia,Sant Martí,12
Slovakia,Sants-Montjuïc,13
Slovakia,Sarrià-Sant Gervasi,4
Slovenia,Ciutat Vella,7
Slovenia,Eixample,9
Slovenia,Gràcia,2
Slovenia,Horta-Guinardó,1
Slovenia,Les Corts,1
Slovenia,No consta,0
Slovenia,Nou Barris,0
Slovenia,Sant Andreu,1
Slovenia,Sant Martí,13
Slovenia,Sants-Montjuïc,5
Slovenia,Sarrià-Sant Gervasi,4
Solomon Islands,Ciutat Vella,0
Solomon Islands,Eixample,0
Solomon Islands,Gràcia,0
Solomon Islands,Horta-Guinardó,0
Solomon Islands,Les Corts,1
Solomon Islands,No consta,0
Solomon Islands,Nou Barris,0
Solomon Islands,Sant Andreu,0
Solomon Islands,Sant Martí,0
Solomon Islands,Sants-Montjuïc,0
Solomon Islands,Sarrià-Sant Gervasi,0
Somalia,Ciutat Vella,0
Somalia,Eixample,0
Somalia,Gràcia,0
Somalia,Horta-Guinardó,0
Somalia,Les Corts,0
Somalia,No consta,0
Somalia,Nou Barris,0
Somalia,Sant Andreu,1
Somalia,Sant Martí,0
Somalia,Sants-Montjuïc,1
Somalia,Sarrià-Sant Gervasi,0
South Africa,Ciutat Vella,10
South Africa,Eixample,7
South Africa,Gràcia,4
South Africa,Horta-Guinardó,3
South Africa,Les Corts,2
South Africa,No consta,0
South Africa,Nou Barris,2
South Africa,Sant Andreu,3
South Africa,Sant Martí,3
South Africa,Sants-Montjuïc,4
South Africa,Sarrià-Sant Gervasi,6
South Korea,Ciutat Vella,56
South Korea,Eixample,52
South Korea,Gràcia,17
South Korea,Horta-Guinardó,15
South Korea,Les Corts,32
South Korea,No consta,0
South Korea,Nou Barris,2
South Korea,Sant Andreu,8
South Korea,Sant Martí,11
South Korea,Sants-Montjuïc,10
South Korea,Sarrià-Sant Gervasi,27
Spain,Ciutat Vella,2542
Spain,Eixample,6560
Spain,Gràcia,2944
Spain,Horta-Guinardó,3255
Spain,Les Corts,1955
Spain,No consta,2
Spain,Nou Barris,3013
Spain,Sant Andreu,2713
Spain,Sant Martí,4726
Spain,Sants-Montjuïc,4219
Spain,Sarrià-Sant Gervasi,3425
Sri Lanka,Ciutat Vella,0
Sri Lanka,Eixample,2
Sri Lanka,Gràcia,0
Sri Lanka,Horta-Guinardó,0
Sri Lanka,Les Corts,0
Sri Lanka,No consta,0
Sri Lanka,Nou Barris,0
Sri Lanka,Sant Andreu,1
Sri Lanka,Sant Martí,2
Sri Lanka,Sants-Montjuïc,0
Sri Lanka,Sarrià-Sant Gervasi,0
State of Palestine,Ciutat Vella,7
State of Palestine,Eixample,6
State of Palestine,Gràcia,2
State of Palestine,Horta-Guinardó,2
State of Palestine,Les Corts,0
State of Palestine,No consta,0
State of Palestine,Nou Barris,3
State of Palestine,Sant Andreu,2
State of Palestine,Sant Martí,7
State of Palestine,Sants-Montjuïc,0
State of Palestine,Sarrià-Sant Gervasi,2
Sudan,Ciutat Vella,2
Sudan,Eixample,6
Sudan,Gràcia,0
Sudan,Horta-Guinardó,0
Sudan,Les Corts,0
Sudan,No consta,0
Sudan,Nou Barris,0
Sudan,Sant Andreu,0
Sudan,Sant Martí,3
Sudan,Sants-Montjuïc,0
Sudan,Sarrià-Sant Gervasi,3
Sweden,Ciutat Vella,115
Sweden,Eixample,67
Sweden,Gràcia,20
Sweden,Horta-Guinardó,7
Sweden,Les Corts,8
Sweden,No consta,0
Sweden,Nou Barris,4
Sweden,Sant Andreu,6
Sweden,Sant Martí,39
Sweden,Sants-Montjuïc,19
Sweden,Sarrià-Sant Gervasi,17
Switzerland,Ciutat Vella,32
Switzerland,Eixample,44
Switzerland,Gràcia,31
Switzerland,Horta-Guinardó,4
Switzerland,Les Corts,12
Switzerland,No consta,0
Switzerland,Nou Barris,3
Switzerland,Sant Andreu,8
Switzerland,Sant Martí,12
Switzerland,Sants-Montjuïc,11
Switzerland,Sarrià-Sant Gervasi,37
Syria,Ciutat Vella,25
Syria,Eixample,20
Syria,Gràcia,22
Syria,Horta-Guinardó,9
Syria,Les Corts,3
Syria,No consta,0
Syria,Nou Barris,1
Syria,Sant Andreu,8
Syria,Sant Martí,11
Syria,Sants-Montjuïc,6
Syria,Sarrià-Sant Gervasi,10
São Tomé and Príncipe,Ciutat Vella,0
São Tomé and Príncipe,Eixample,0
São Tomé and Príncipe,Gràcia,1
São Tomé and Príncipe,Horta-Guinardó,0
São Tomé and Príncipe,Les Corts,0
São Tomé and Príncipe,No consta,0
São Tomé and Príncipe,Nou Barris,0
São Tomé and Príncipe,Sant Andreu,0
São Tomé and Príncipe,Sant Martí,0
São Tomé and Príncipe,Sants-Montjuïc,0
São Tomé and Príncipe,Sarrià-Sant Gervasi,0
Tanzania,Ciutat Vella,2
Tanzania,Eixample,3
Tanzania,Gràcia,1
Tanzania,Horta-Guinardó,1
Tanzania,Les Corts,0
Tanzania,No consta,0
Tanzania,Nou Barris,2
Tanzania,Sant Andreu,0
Tanzania,Sant Martí,2
Tanzania,Sants-Montjuïc,1
Tanzania,Sarrià-Sant Gervasi,1
Thailand,Ciutat Vella,2
Thailand,Eixample,5
Thailand,Gràcia,3
Thailand,Horta-Guinardó,2
Thailand,Les Corts,3
Thailand,No consta,0
Thailand,Nou Barris,1
Thailand,Sant Andreu,0
Thailand,Sant Martí,0
Thailand,Sants-Montjuïc,3
Thailand,Sarrià-Sant Gervasi,4
The Bahamas,Ciutat Vella,0
The Bahamas,Eixample,0
The Bahamas,Gràcia,0
The Bahamas,Horta-Guinardó,1
The Bahamas,Les Corts,0
The Bahamas,No consta,0
The Bahamas,Nou Barris,0
The Bahamas,Sant Andreu,0
The Bahamas,Sant Martí,1
The Bahamas,Sants-Montjuïc,0
The Bahamas,Sarrià-Sant Gervasi,0
Togo,Ciutat Vella,0
Togo,Eixample,0
Togo,Gràcia,1
Togo,Horta-Guinardó,1
Togo,Les Corts,0
Togo,No consta,0
Togo,Nou Barris,1
Togo,Sant Andreu,0
Togo,Sant Martí,1
Togo,Sants-Montjuïc,0
Togo,Sarrià-Sant Gervasi,0
Trinidad and Tobago,Ciutat Vella,3
Trinidad and Tobago,Eixample,2
Trinidad and Tobago,Gràcia,0
Trinidad and Tobago,Horta-Guinardó,0
Trinidad and Tobago,Les Corts,0
Trinidad and Tobago,No consta,0
Trinidad and Tobago,Nou Barris,0
Trinidad and Tobago,Sant Andreu,0
Trinidad and Tobago,Sant Martí,0
Trinidad and Tobago,Sants-Montjuïc,1
Trinidad and Tobago,Sarrià-Sant Gervasi,0
Tunisia,Ciutat Vella,21
Tunisia,Eixample,13
Tunisia,Gràcia,3
Tunisia,Horta-Guinardó,3
Tunisia,Les Corts,2
Tunisia,No consta,0
Tunisia,Nou Barris,4
Tunisia,Sant Andreu,1
Tunisia,Sant Martí,11
Tunisia,Sants-Montjuïc,11
Tunisia,Sarrià-Sant Gervasi,3
Turkey,Ciutat Vella,99
Turkey,Eixample,135
Turkey,Gràcia,31
Turkey,Horta-Guinardó,7
Turkey,Les Corts,17
Turkey,No consta,0
Turkey,Nou Barris,2
Turkey,Sant Andreu,11
Turkey,Sant Martí,69
Turkey,Sants-Montjuïc,25
Turkey,Sarrià-Sant Gervasi,50
Turkmenistan,Ciutat Vella,0
Turkmenistan,Eixample,0
Turkmenistan,Gràcia,0
Turkmenistan,Horta-Guinardó,0
Turkmenistan,Les Corts,0
Turkmenistan,No consta,0
Turkmenistan,Nou Barris,0
Turkmenistan,Sant Andreu,0
Turkmenistan,Sant Martí,3
Turkmenistan,Sants-Montjuïc,0
Turkmenistan,Sarrià-Sant Gervasi,1
Uganda,Ciutat Vella,3
Uganda,Eixample,0
Uganda,Gràcia,1
Uganda,Horta-Guinardó,0
Uganda,Les Corts,1
Uganda,No consta,0
Uganda,Nou Barris,1
Uganda,Sant Andreu,0
Uganda,Sant Martí,0
Uganda,Sants-Montjuïc,0
Uganda,Sarrià-Sant Gervasi,1
Ukraine,Ciutat Vella,74
Ukraine,Eixample,127
Ukraine,Gràcia,15
Ukraine,Horta-Guinardó,113
Ukraine,Les Corts,46
Ukraine,No consta,0
Ukraine,Nou Barris,102
Ukraine,Sant Andreu,71
Ukraine,Sant Martí,211
Ukraine,Sants-Montjuïc,93
Ukraine,Sarrià-Sant Gervasi,42
United Arab Emirates,Ciutat Vella,0
United Arab Emirates,Eixample,2
United Arab Emirates,Gràcia,1
United Arab Emirates,Horta-Guinardó,0
United Arab Emirates,Les Corts,0
United Arab Emirates,No consta,0
United Arab Emirates,Nou Barris,0
United Arab Emirates,Sant Andreu,0
United Arab Emirates,Sant Martí,1
United Arab Emirates,Sants-Montjuïc,0
United Arab Emirates,Sarrià-Sant Gervasi,0
United Kingdom,Ciutat Vella,393
United Kingdom,Eixample,326
United Kingdom,Gràcia,151
United Kingdom,Horta-Guinardó,47
United Kingdom,Les Corts,45
United Kingdom,No consta,0
United Kingdom,Nou Barris,31
United Kingdom,Sant Andreu,28
United Kingdom,Sant Martí,181
United Kingdom,Sants-Montjuïc,131
United Kingdom,Sarrià-Sant Gervasi,126
United States,Ciutat Vella,263
United States,Eixample,387
United States,Gràcia,131
United States,Horta-Guinardó,45
United States,Les Corts,95
United States,No consta,0
United States,Nou Barris,35
United States,Sant Andreu,32
United States,Sant Martí,134
United States,Sants-Montjuïc,122
United States,Sarrià-Sant Gervasi,263
Uruguay,Ciutat Vella,47
Uruguay,Eixample,68
Uruguay,Gràcia,24
Uruguay,Horta-Guinardó,32
Uruguay,Les Corts,7
Uruguay,No consta,0
Uruguay,Nou Barris,25
Uruguay,Sant Andreu,23
Uruguay,Sant Martí,54
Uruguay,Sants-Montjuïc,36
Uruguay,Sarrià-Sant Gervasi,13
Uzbekistan,Ciutat Vella,3
Uzbekistan,Eixample,2
Uzbekistan,Gràcia,1
Uzbekistan,Horta-Guinardó,7
Uzbekistan,Les Corts,6
Uzbekistan,No consta,0
Uzbekistan,Nou Barris,3
Uzbekistan,Sant Andreu,1
Uzbekistan,Sant Martí,4
Uzbekistan,Sants-Montjuïc,2
Uzbekistan,Sarrià-Sant Gervasi,1
Venezuela,Ciutat Vella,266
Venezuela,Eixample,724
Venezuela,Gràcia,189
Venezuela,Horta-Guinardó,340
Venezuela,Les Corts,178
Venezuela,No consta,0
Venezuela,Nou Barris,228
Venezuela,Sant Andreu,192
Venezuela,Sant Martí,355
Venezuela,Sants-Montjuïc,334
Venezuela,Sarrià-Sant Gervasi,215
Vietnam,Ciutat Vella,12
Vietnam,Eixample,14
Vietnam,Gràcia,11
Vietnam,Horta-Guinardó,13
Vietnam,Les Corts,2
Vietnam,No consta,0
Vietnam,Nou Barris,16
Vietnam,Sant Andreu,5
Vietnam,Sant Martí,11
Vietnam,Sants-Montjuïc,19
Vietnam,Sarrià-Sant Gervasi,4
Yemen,Ciutat Vella,0
Yemen,Eixample,0
Yemen,Gràcia,0
Yemen,Horta-Guinardó,0
Yemen,Les Corts,1
Yemen,No consta,0
Yemen,Nou Barris,1
Yemen,Sant Andreu,0
Yemen,Sant Martí,0
Yemen,Sants-Montjuïc,0
Yemen,Sarrià-Sant Gervasi,0
Zambia,Ciutat Vella,0
Zambia,Eixample,1
Zambia,Gràcia,0
Zambia,Horta-Guinardó,0
Zambia,Les Corts,1
Zambia,No consta,0
Zambia,Nou Barris,0
Zambia,Sant Andreu,0
Zambia,Sant Martí,0
Zambia,Sants-Montjuïc,0
Zambia,Sarrià-Sant Gervasi,0
Zimbabwe,Ciutat Vella,0
Zimbabwe,Eixample,0
Zimbabwe,Gràcia,0
Zimbabwe,Horta-Guinardó,1
Zimbabwe,Les Corts,0
Zimbabwe,No consta,0
Zimbabwe,Nou Barris,1
Zimbabwe,Sant Andreu,0
Zimbabwe,Sant Martí,1
Zimbabwe,Sants-Montjuïc,0
Zimbabwe,Sarrià-Sant Gervasi,0
